hhid,round,comment,Goods_ID,goodtype,Goods_ID_r6,s14q61,s14q61b,goodsource,goodsource_b,s14q63a,s14q63b,s14q81_r6,s14q79,s14q81,s14q81b,s14q82,s14q82b
8029,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
8029,6,0,,,Other specify,No,,,,,,,,,.,,
8029,6,0,,,Food,Yes,,Private (family/friends etc.),,600,600,Every two months,,,.,,
8030,5,0,1,Food,,,,MFI/FSA,,3000,3000,,Yes,Every month,,3,
8030,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
8030,6,0,,,Other specify,No,,,,,,,,,.,,
8030,6,0,,,Livestock,No,,,,,,,,,.,,
8030,6,0,,,Food,Yes,,Private (family/friends etc.),,2000,2000,Every two months,,,.,,
8030,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
8031,4,0,1,Food,,,,Private (family/friends etc.),,2000,2000,,No,,,,8
8032,4,0,1,Food,,,,shopkeeper,,300,300,,No,,,,9
8032,6,0,,,Livestock,No,,,,,,,,,.,,
8032,6,0,,,Other specify,No,,,,,,,,,.,,
8032,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
8032,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
8032,6,0,,,Food,Yes,,Private (family/friends etc.),,5000,5000,Every month,,,.,,
8034,4,0,1,Food,,,,shopkeeper,,1000,1000,,No,,,,9
8034,5,0,1,Food,,,,Trader,,2000,2000,,No,,,,5
8038,5,0,1,Food,,,,shopkeeper,,500,500,,No,,,,8
8039,4,0,1,Food,,,,shopkeeper,,2000,2000,,No,,,,5
8041,4,0,1,Food,,,,shopkeeper,,500,500,,No,,,,9
8042,4,0,1,Food,,,,shopkeeper,,1,200,,No,,,,8
8042,5,0,1,Food,,,,shopkeeper,,500,500,,Yes,Other (specify),took three times in a year when need arise.,4,
8044,4,0,1,Food,,,,shopkeeper,,12000,12000,,Yes,Every month,,10,
8045,4,0,1,Food,,,,shopkeeper,,500,500,,Yes,Every two months,,7,
8048,6,0,,,Food,Yes,,Private (family/friends etc.),,3000,3000,Every month,,,.,,
8048,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
8048,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
8048,6,0,,,Other specify,No,,,,,,,,,.,,
8048,6,0,,,Livestock,No,,,,,,,,,.,,
8050,5,0,1,Food,,,,Trader,,630,630,,Yes,Every two months,,8,
8050,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
8050,6,0,,,Other specify,No,,,,,,,,,.,,
8050,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
8050,6,0,,,Food,Yes,,Private (family/friends etc.),,2500,2500,Other (specify),,,.,,
8050,6,0,,,Livestock,No,,,,,,,,,.,,
8051,6,0,,,Food,Yes,,Private (family/friends etc.),,200,200,Every two months,,,.,,
8051,6,0,,,Livestock,No,,,,,,,,,.,,
8051,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
8051,6,0,,,Other specify,No,,,,,,,,,.,,
8051,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
8052,5,0,1,Food,,,,Trader,,3000,3000,,Yes,Every month,,3,
8054,4,0,1,Household durables and supplies,,,,Trader,,20000,20000,,Yes,Every two months,,2,
8054,6,0,,,Food,Yes,,Private (family/friends etc.),,15000,15000,Every month,,,.,,
8054,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
8054,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
8054,6,0,,,Livestock,No,,,,,,,,,.,,
8054,6,0,,,Other specify,No,,,,,,,,,.,,
8059,5,0,1,Food,,,,Trader,,1000,1000,,No,,,,2
8059,6,0,,,Livestock,No,,,,,,,,,.,,
8059,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
8059,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
8059,6,0,,,Food,Yes,,Private (family/friends etc.),,500,500,Every month,,,.,,
8059,6,0,,,Other specify,No,,,,,,,,,.,,
8062,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
8062,6,0,,,Livestock,No,,,,,,,,,.,,
8062,6,0,,,Other specify,No,,,,,,,,,.,,
8062,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
8062,6,0,,,Food,Yes,,Private (family/friends etc.),,2500,2500,Other (specify),,,.,,
8065,6,0,,,Livestock,No,,,,,,,,,.,,
8065,6,0,,,Food,Yes,,Private (family/friends etc.),,7000,7000,Other (specify),,,.,,
8065,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
8065,6,0,,,Other specify,No,,,,,,,,,.,,
8065,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
8070,4,0,1,Food,,,,shopkeeper,,110,110,,No,,,,9
9001,4,0,1,Food,,,,shopkeeper,,2500,2500,,Yes,Every month,,1,
9001,5,0,1,Food,,,,shopkeeper,,5000,5000,,Yes,Every month,,1,
9001,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
9001,6,0,,,Other specify,No,,,,,,,,,.,,
9001,6,0,,,Food,Yes,,Private (family/friends etc.),,5000,5000,Every month,,,.,,
9001,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
9001,6,0,,,Livestock,No,,,,,,,,,.,,
9002,4,0,1,Food,,,,shopkeeper,,3000,3000,,No,,,,11
9002,5,0,1,Food,,,,shopkeeper,,6000,6000,,Yes,Every month,,10,
9002,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
9002,6,0,,,Other specify,No,,,,,,,,,.,,
9002,6,0,,,Food,Yes,,Private (family/friends etc.),,20000,20000,Every month,,,.,,
9002,6,0,,,Livestock,No,,,,,,,,,.,,
9002,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
9003,4,0,1,Food,,,,shopkeeper,,3000,3000,,Yes,Every month,,Don't know,
9003,5,0,1,Food,,,,shopkeeper,,3000,3000,,Yes,Every month,,10,
9004,5,0,1,Food,,,,shopkeeper,,7000,7000,,Yes,Every two months,,11,
9005,4,0,1,Food,,,,shopkeeper,,2000,2000,,No,,,,1
9005,5,0,1,Food,,,,shopkeeper,,7000,7000,,Yes,Every month,,12,
9005,6,0,,,Food,Yes,,Private (family/friends etc.),,3000,3000,Every month,,,.,,
9005,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
9005,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
9005,6,0,,,Other specify,No,,,,,,,,,.,,
9005,6,0,,,Livestock,No,,,,,,,,,.,,
9006,4,0,1,Food,,,,shopkeeper,,5000,5000,,No,,,,12
9006,5,0,1,Food,,,,shopkeeper,,1500,1500,,Yes,Every month,,10,
9006,6,0,,,Food,Yes,,Private (family/friends etc.),,10000,10000,Every two months,,,.,,
9006,6,0,,,Livestock,No,,,,,,,,,.,,
9006,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
9006,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
9006,6,0,,,Other specify,No,,,,,,,,,.,,
9007,4,1,1,Food,,,,shopkeeper,,5000,5000,,Yes,Every month,,12,
9007,5,0,1,Food,,,,shopkeeper,,2000,2000,,Yes,Every two months,,6,
9007,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
9007,6,0,,,Food,Yes,,Private (family/friends etc.),,10000,11000,Every two months,,,.,,
9007,6,0,,,Livestock,No,,,,,,,,,.,,
9007,6,0,,,Other specify,No,,,,,,,,,.,,
9007,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
9008,4,0,1,Food,,,,shopkeeper,,20000,20000,,Yes,Every two months,,3,
9008,5,0,1,Food,,,,shopkeeper,,10000,10000,,Yes,Every month,,10,
9008,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
9008,6,0,,,Food,Yes,,Private (family/friends etc.),,14000,15000,Every month,,,.,,
9008,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
9008,6,0,,,Livestock,No,,,,,,,,,.,,
9008,6,0,,,Other specify,No,,,,,,,,,.,,
9009,4,0,1,Food,,,,shopkeeper,,10000,10000,,Yes,Every two months,,12,
9009,5,0,1,Food,,,,shopkeeper,,5000,5000,,Yes,Every month,,10,
9010,4,0,1,Food,,,,shopkeeper,,3000,3000,,No,,,,1
9010,5,0,1,Food,,,,shopkeeper,,4000,4000,,Yes,Every two months,,7,
9010,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
9010,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
9010,6,0,,,Food,Yes,,Private (family/friends etc.),,13000,13000,Every two months,,,.,,
9010,6,0,,,Livestock,No,,,,,,,,,.,,
9010,6,0,,,Other specify,No,,,,,,,,,.,,
9011,4,0,1,Food,,,,shopkeeper,,700,700,,No,,,,1
9012,4,0,1,Food,,,,shopkeeper,,2000,2000,,No,,,,12
9012,5,0,1,Food,,,,shopkeeper,,6700,6700,,Yes,Every month,,11,
9012,6,0,,,Livestock,No,,,,,,,,,.,,
9012,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
9012,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
9012,6,0,,,Food,Yes,,Private (family/friends etc.),,20900,20900,Every two months,,,.,,
9012,6,0,,,Other specify,No,,,,,,,,,.,,
9013,4,0,1,Food,,,,shopkeeper,,3000,3000,,Yes,Every month,,1,
9013,5,0,1,Food,,,,shopkeeper,,10000,10000,,Yes,Every month,,9,
9013,6,0,,,Livestock,No,,,,,,,,,.,,
9013,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
9013,6,0,,,Food,Yes,,Private (family/friends etc.),,5000,5200,Every month,,,.,,
9013,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
9013,6,0,,,Other specify,No,,,,,,,,,.,,
9014,4,0,1,Food,,,,shopkeeper,,5000,5000,,Yes,Every two months,,2,
9014,5,0,1,Food,,,,shopkeeper,,6000,6000,,Yes,Every month,,6,
9014,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
9014,6,0,,,Food,Yes,,Private (family/friends etc.),,3000,3100,Every month,,,.,,
9014,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
9014,6,0,,,Livestock,No,,,,,,,,,.,,
9014,6,0,,,Other specify,No,,,,,,,,,.,,
9015,4,0,1,Food,,,,shopkeeper,,2700,2700,,Yes,Every month,,Don't know,
9015,5,0,1,Food,,,,shopkeeper,,1000,1100,,Yes,Every month,,3,
9015,6,0,,,Household durables and supplies,Yes,,Private (family/friends etc.),,500,500,Every month,,,.,,
9015,6,0,,,Livestock,No,,,,,,,,,.,,
9015,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
9015,6,0,,,Other specify,No,,,,,,,,,.,,
9015,6,0,,,Food,Yes,,Private (family/friends etc.),,9500,9500,Every month,,,.,,
9016,4,0,1,Food,,,,shopkeeper,,2400,2400,,Yes,Every month,,Don't know,
9016,5,0,1,Food,,,,shopkeeper,,3000,3000,,Yes,Every month,,10,
9016,6,0,,,Livestock,No,,,,,,,,,.,,
9016,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
9016,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
9016,6,0,,,Other specify,No,,,,,,,,,.,,
9016,6,0,,,Food,Yes,,Private (family/friends etc.),,5000,5200,Other (specify),,,.,,
9017,6,0,,,Livestock,No,,,,,,,,,.,,
9017,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
9017,6,0,,,Other specify,No,,,,,,,,,.,,
9017,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
9017,6,0,,,Food,Yes,,Private (family/friends etc.),,18000,18200,Every month,,,.,,
9020,4,0,1,Food,,,,shopkeeper,,7800,7800,,Yes,Every two months,,12,
9020,5,0,1,Food,,,,shopkeeper,,1000,1000,,Yes,Every month,,3,
9020,6,0,,,Livestock,No,,,,,,,,,.,,
9020,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
9020,6,0,,,Food,Yes,,Private (family/friends etc.),,10000,10000,Every two months,,,.,,
9020,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
9020,6,0,,,Other specify,No,,,,,,,,,.,,
9021,4,0,1,Food,,,,shopkeeper,,4000,4000,,Yes,Every month,,1,
9021,5,0,1,Food,,,,shopkeeper,,4000,4000,,Yes,Every two months,,5,
9021,6,0,,,Food,Yes,,Private (family/friends etc.),,4000,4000,Every two months,,,.,,
9021,6,0,,,Livestock,No,,,,,,,,,.,,
9021,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
9021,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
9021,6,0,,,Other specify,No,,,,,,,,,.,,
9022,4,0,1,Food,,,,shopkeeper,,3000,3000,,Yes,Every month,,12,
9022,5,0,1,Food,,,,shopkeeper,,3400,3400,,No,,,,6
9022,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
9022,6,0,,,Livestock,No,,,,,,,,,.,,
9022,6,0,,,Other specify,No,,,,,,,,,.,,
9022,6,0,,,Food,Yes,,Private (family/friends etc.),,3000,3000,Every two months,,,.,,
9022,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
9024,4,0,1,Food,,,,shopkeeper,,4000,4500,,Yes,Every two months,,7,
9024,5,0,1,Food,,,,shopkeeper,,3000,3000,,Yes,Every month,,12,
9024,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
9024,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
9024,6,0,,,Other specify,No,,,,,,,,,.,,
9024,6,0,,,Livestock,No,,,,,,,,,.,,
9024,6,0,,,Food,Yes,,Private (family/friends etc.),,9000,9200,Every month,,,.,,
9027,4,0,1,Food,,,,shopkeeper,,2000,2000,,Yes,Every month,,4,
9027,6,0,,,Food,Yes,,Private (family/friends etc.),,1500,1500,Every two months,,,.,,
9027,6,0,,,Other specify,No,,,,,,,,,.,,
9027,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
9027,6,0,,,Household durables and supplies,Yes,,Private (family/friends etc.),,1000,1000,Other (specify),,,.,,
9027,6,0,,,Livestock,No,,,,,,,,,.,,
9028,4,0,1,Food,,,,shopkeeper,,1000,1000,,Yes,Every month,,Don't know,
9028,5,0,1,Food,,,,shopkeeper,,4000,4000,,Yes,Every month,,4,
9029,4,0,1,Food,,,,shopkeeper,,5000,5000,,Yes,Every two months,,8,
9029,5,0,1,Food,,,,shopkeeper,,7000,7100,,Yes,Every two months,,7,
9030,4,0,1,Food,,,,shopkeeper,,3000,3000,,Yes,Every month,,Don't know,
9030,5,0,1,Food,,,,shopkeeper,,3000,3000,,Yes,Every month,,10,
9031,4,0,1,Food,,,,shopkeeper,,3000,3000,,Yes,Every month,,2,
9031,5,0,1,Food,,,,shopkeeper,,10000,10000,,Yes,Every two months,,2,
9031,6,0,,,Food,Yes,,Private (family/friends etc.),,2000,2000,Other (specify),,,.,,
9031,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
9031,6,0,,,Other specify,No,,,,,,,,,.,,
9031,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
9031,6,0,,,Livestock,No,,,,,,,,,.,,
9032,5,0,1,Food,,,,shopkeeper,,1000,1000,,Yes,Every two months,,12,
9033,4,0,1,Food,,,,shopkeeper,,4000,4000,,Yes,Every month,,1,
9033,5,0,1,Food,,,,shopkeeper,,4000,4500,,Yes,Every two months,,1,
9033,6,0,,,Food,Yes,,Private (family/friends etc.),,10000,10000,Every two months,,,.,,
9033,6,0,,,Livestock,No,,,,,,,,,.,,
9033,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
9033,6,0,,,Other specify,No,,,,,,,,,.,,
9033,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
9034,4,0,1,Food,,,,shopkeeper,,10000,10000,,Yes,Every two months,,1,
9034,5,0,1,Food,,,,Trader,,4000,4000,,Yes,Every month,,1,
9034,6,0,,,Food,Yes,,Private (family/friends etc.),,10000,11000,Every month,,,.,,
9034,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
9034,6,0,,,Livestock,No,,,,,,,,,.,,
9034,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
9034,6,0,,,Other specify,No,,,,,,,,,.,,
9035,4,0,1,Food,,,,shopkeeper,,9000,9000,,No,,,,10
9035,5,0,1,Food,,,,shopkeeper,,6000,6000,,Yes,Every month,,1,
9035,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
9035,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
9035,6,0,,,Other specify,No,,,,,,,,,.,,
9035,6,0,,,Food,Yes,,Private (family/friends etc.),,10500,10500,Every month,,,.,,
9035,6,0,,,Livestock,No,,,,,,,,,.,,
9036,4,0,1,Food,,,,shopkeeper,,3000,3000,,Yes,Every month,,Don't know,
9036,5,0,1,Food,,,,shopkeeper,,9000,9000,,Yes,Every month,,12,
9036,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
9036,6,0,,,Other specify,No,,,,,,,,,.,,
9036,6,0,,,Livestock,No,,,,,,,,,.,,
9036,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
9036,6,0,,,Food,Yes,,Private (family/friends etc.),,10000,11000,Every two months,,,.,,
9037,4,0,1,Food,,,,shopkeeper,,8000,8000,,Yes,Every two months,,1,
9037,5,0,1,Food,,,,shopkeeper,,8000,8000,,Yes,Every month,,7,
9037,6,0,,,Food,Yes,,Private (family/friends etc.),,10000,10000,Every two months,,,.,,
9037,6,0,,,Livestock,No,,,,,,,,,.,,
9037,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
9037,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
9037,6,0,,,Other specify,No,,,,,,,,,.,,
9038,4,0,1,Food,,,,shopkeeper,,5000,5000,,Yes,Every month,,1,
9038,5,0,1,Food,,,,shopkeeper,,2600,2600,,Yes,Every month,,1,
9038,6,0,,,Food,Yes,,Private (family/friends etc.),,6000,6200,Every month,,,.,,
9038,6,0,,,Livestock,No,,,,,,,,,.,,
9038,6,0,,,Other specify,No,,,,,,,,,.,,
9038,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
9038,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
9039,4,0,1,Food,,,,shopkeeper,,3500,3500,,Yes,Every month,,1,
9039,5,0,1,Food,,,,shopkeeper,,1000,1000,,Yes,Every month,,2,
9040,4,0,1,Food,,,,shopkeeper,,3000,3000,,Yes,Every month,,Don't know,
9040,5,0,1,Food,,,,shopkeeper,,3000,3000,,Yes,Every month,,2,
9041,4,0,1,Food,,,,shopkeeper,,10000,10000,,Yes,Other (specify),EVERY THREE MONTHS,11,
9041,5,0,1,Food,,,,shopkeeper,,4000,4000,,Yes,Every month,,1,
9042,4,0,1,Food,,,,shopkeeper,,3500,3500,,Yes,Every two months,,12,
9043,4,0,1,Food,,,,shopkeeper,,8000,8000,,No,,,,10
9043,5,0,1,Food,,,,shopkeeper,,3000,3000,,Yes,Every month,,3,
9043,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
9043,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
9043,6,0,,,Livestock,No,,,,,,,,,.,,
9043,6,0,,,Other specify,No,,,,,,,,,.,,
9043,6,0,,,Food,Yes,,Private (family/friends etc.),,4000,4000,Every month,,,.,,
9044,4,0,1,Food,,,,shopkeeper,,15000,15000,,Yes,Every two months,,11,
9044,5,0,1,Food,,,,shopkeeper,,10000,10000,,Yes,Every month,,10,
9044,6,0,,,Food,Yes,,Private (family/friends etc.),,3000,3000,Every month,,,.,,
9044,6,0,,,Livestock,No,,,,,,,,,.,,
9044,6,0,,,Other specify,No,,,,,,,,,.,,
9044,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
9044,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
9045,4,0,1,Food,,,,shopkeeper,,2500,2500,,Yes,Every two months,,10,
9045,5,0,1,Food,,,,shopkeeper,,5000,5000,,Yes,Every month,,10,
9046,4,0,1,Food,,,,shopkeeper,,10000,10000,,Yes,Every two months,,11,
9046,5,0,1,Food,,,,shopkeeper,,4000,4000,,Yes,Every month,,10,
9046,6,0,,,Food,Yes,,Private (family/friends etc.),,7000,7300,Every month,,,.,,
9046,6,0,,,Livestock,No,,,,,,,,,.,,
9046,6,0,,,Other specify,No,,,,,,,,,.,,
9046,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
9046,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
9047,4,0,1,Food,,,,shopkeeper,,10000,10000,,Yes,Every two months,,8,
9047,5,0,1,Food,,,,shopkeeper,,2000,2000,,Yes,Every month,,10,
9047,6,0,,,Other specify,No,,,,,,,,,.,,
9047,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
9047,6,0,,,Food,Yes,,Private (family/friends etc.),,10000,10000,Every two months,,,.,,
9047,6,0,,,Livestock,No,,,,,,,,,.,,
9047,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
9048,6,0,,,Food,Yes,,Private (family/friends etc.),,5000,6000,Every two months,,,.,,
9048,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
9048,6,0,,,Other specify,No,,,,,,,,,.,,
9048,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
9048,6,0,,,Livestock,No,,,,,,,,,.,,
9049,4,0,1,Food,,,,shopkeeper,,1000,1000,,Yes,Every two months,,Don't know,
9050,4,0,1,Food,,,,Trader,,3000,3000,,Yes,Every month,,12,
9050,5,0,1,Food,,,,shopkeeper,,6000,6000,,No,,,,7
9050,6,0,,,Livestock,No,,,,,,,,,.,,
9050,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
9050,6,0,,,Other specify,No,,,,,,,,,.,,
9050,6,0,,,Food,Yes,,Private (family/friends etc.),,6000,6200,Every month,,,.,,
9050,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
9051,4,0,1,Food,,,,shopkeeper,,5000,5000,,No,,,,11
9051,5,0,1,Food,,,,shopkeeper,,5000,5000,,No,,,,2
9052,4,1,1,Food,,,,shopkeeper,,10000,10000,,Yes,Every month,,1,
9052,5,0,1,Food,,,,shopkeeper,,3000,3300,,Yes,Every month,,6,
9053,4,0,1,Food,,,,shopkeeper,,3000,3000,,Yes,Every two months,,10,
9053,5,0,1,Food,,,,shopkeeper,,5000,5000,,Yes,Every month,,1,
9054,4,0,1,Food,,,,shopkeeper,,5000,5000,,Yes,Every month,,12,
9054,5,0,1,Food,,,,Money lender,,5000,5500,,Yes,Every month,,1,
9056,4,1,1,Food,,,,shopkeeper,,14000,14000,,Yes,Every month,,1,
9056,5,0,1,Food,,,,shopkeeper,,5000,5000,,Yes,Every month,,2,
9057,4,0,1,Food,,,,shopkeeper,,3600,3600,,Yes,Every month,,Don't know,
9057,5,0,1,Food,,,,shopkeeper,,2000,2400,,Yes,Every month,,7,
9057,6,0,,,Livestock,No,,,,,,,,,.,,
9057,6,0,,,Food,Yes,,Private (family/friends etc.),,5000,5000,Every two months,,,.,,
9057,6,0,,,Other specify,No,,,,,,,,,.,,
9057,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
9057,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
9058,4,0,1,Food,,,,shopkeeper,,10000,10000,,Yes,Other (specify),EVERY THREE MONTHS,1,
9058,5,0,1,Food,,,,shopkeeper,,11000,11000,,Yes,Every month,,10,
9059,4,0,1,Food,,,,shopkeeper,,3000,3000,,No,,,,11
9059,5,0,1,Food,,,,shopkeeper,,4000,4000,,Yes,Every month,,10,
9060,4,0,1,Food,,,,shopkeeper,,1000,1000,,Yes,Every month,,7,
9060,5,0,1,Food,,,,shopkeeper,,2700,2700,,Yes,Every month,,1,
9060,6,0,,,Food,Yes,,Private (family/friends etc.),,5000,5000,Every month,,,.,,
9060,6,0,,,Other specify,No,,,,,,,,,.,,
9060,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
9060,6,0,,,Livestock,No,,,,,,,,,.,,
9060,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
9061,4,0,1,Food,,,,shopkeeper,,3000,3000,,Yes,Every month,,5,
9061,5,0,1,Food,,,,shopkeeper,,3000,3000,,Yes,Every month,,6,
9061,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
9061,6,0,,,Other specify,No,,,,,,,,,.,,
9061,6,0,,,Food,Yes,,Private (family/friends etc.),,4000,4000,Every two months,,,.,,
9061,6,0,,,Livestock,No,,,,,,,,,.,,
9061,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
9062,4,0,1,Food,,,,shopkeeper,,2500,2500,,Yes,Every month,,1,
9062,5,0,1,Food,,,,shopkeeper,,3000,3000,,Yes,Every month,,4,
9062,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
9062,6,0,,,Other specify,No,,,,,,,,,.,,
9062,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
9062,6,0,,,Livestock,No,,,,,,,,,.,,
9062,6,0,,,Food,Yes,,Private (family/friends etc.),,4000,4100,Every month,,,.,,
9063,4,0,1,Food,,,,shopkeeper,,2000,2000,,Yes,Every month,,Don't know,
9063,5,0,1,Food,,,,shopkeeper,,5000,5000,,No,,,,6
9063,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
9063,6,0,,,Livestock,No,,,,,,,,,.,,
9063,6,0,,,Food,Yes,,Private (family/friends etc.),,7000,7000,Every month,,,.,,
9063,6,0,,,Other specify,No,,,,,,,,,.,,
9063,6,0,,,Household durables and supplies,Yes,,Private (family/friends etc.),,1300,1300,Other (specify),,,.,,
9064,4,0,1,Food,,,,Private (family/friends etc.),,3000,3000,,Yes,Every two months,,5,
9064,5,0,1,Food,,,,shopkeeper,,3000,3000,,Yes,Every month,,10,
9065,4,0,1,Food,,,,shopkeeper,,3000,3500,,Yes,Every two months,,8,
9065,5,0,1,Food,,,,shopkeeper,,5000,5600,,Yes,Every month,,10,
9065,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
9065,6,0,,,Livestock,No,,,,,,,,,.,,
9065,6,0,,,Other specify,No,,,,,,,,,.,,
9065,6,0,,,Food,Yes,,Private (family/friends etc.),,2,3000,Every two months,,,.,,
9065,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
9066,5,0,1,Food,,,,shopkeeper,,6000,6000,,No,,,,3
9066,6,0,,,Food,Yes,,Private (family/friends etc.),,5000,5000,Every two months,,,.,,
9066,6,0,,,Livestock,No,,,,,,,,,.,,
9066,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
9066,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
9066,6,0,,,Other specify,No,,,,,,,,,.,,
9067,5,0,1,Food,,,,shopkeeper,,7000,7000,,Yes,Every month,,7,
9067,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
9067,6,0,,,Food,Yes,,Private (family/friends etc.),,4000,4200,Every month,,,.,,
9067,6,0,,,Livestock,No,,,,,,,,,.,,
9067,6,0,,,Other specify,No,,,,,,,,,.,,
9067,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
9068,5,0,1,Food,,,,shopkeeper,,3000,3000,,Yes,Every month,,2,
9069,4,0,1,Food,,,,shopkeeper,,1200,1200,,Yes,Every month,,1,
9069,5,0,1,Food,,,,shopkeeper,,9000,9000,,Yes,Every month,,2,
9069,5,0,2,Livestock,,,,CARE savings and lending group,,700,800,,Yes,Every month,,6,
9069,6,0,,,Livestock,No,,,,,,,,,.,,
9069,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
9069,6,0,,,Food,Yes,,Private (family/friends etc.),,23500,26500,Every two months,,,.,,
9069,6,0,,,Other specify,No,,,,,,,,,.,,
