hhid,round,comment,LivestockID,animaltype5,gender3,hv_s6q1,hv_s6q1correct,hv_rsnincorrect,s6q8,s6q9,s6q10,s6q11,s6q12,s6q13,s6q14,s6q15,s6q16,s6q17,s6q18
2036,4,0,Sheep(Male),Sheep,male,0,Yes,,,,,0,0,0,0,0,,,
2036,4,0,Goats(Female),Goats,female,4,Yes,,,,,0,0,0,3,0,,,
2036,4,0,Camels(Female),Camels,female,0,Yes,,,,,0,0,0,0,0,,,
2036,5,0,Sheep(Male),Sheep,male,0,Yes,,,,,0,0,0,0,0,,,
2036,5,0,Cattle(Male),Cattle,male,0,Yes,,,,,0,0,0,0,0,,,
2036,5,0,Camels(Female),Camels,female,0,Yes,,,,,0,0,0,0,0,,,
2036,5,0,Goats(Male),Goats,male,3,Yes,,,,,0,0,0,2,3,,,
2036,5,0,Cattle(Female),Cattle,female,1,Yes,,,,,0,0,0,0,0,,,
2036,5,0,Camels(Male),Camels,male,0,Yes,,,,,0,0,0,0,0,,,
2036,5,0,Goats(Female),Goats,female,7,Yes,,,,,0,0,3,3,0,,,
2036,5,0,Sheep(Female),Sheep,female,0,Yes,,,,,0,0,0,0,0,,,
2036,6,0,Goats(Male),Goats,male,,,,2,,,2,0,0,2,0,,,
2036,6,0,Cattle(Female),Cattle,female,,,,1,,,1,0,0,1,0,,,
2036,6,0,Sheep(Female),Sheep,female,,,,0,,,0,0,0,0,0,,,
2036,6,0,Camels(Male),Camels,male,,,,0,,,0,0,0,0,0,,,
2036,6,0,Camels(Female),Camels,female,,,,0,,,0,0,0,0,0,,,
2036,6,0,Sheep(Male),Sheep,male,,,,0,,,0,0,0,0,0,,,
2036,6,0,Goats(Female),Goats,female,,,,7,,,7,0,0,6,0,,,
2036,6,0,Cattle(Male),Cattle,male,,,,0,,,0,0,0,0,0,,,
2036,7,,Cattle Both,Cattle,both,,,,,,,,,,2,,,6,
2036,7,,Goat Both,Goats,both,,,,,,,,,,5,,,30,
2037,2,,Camels(Female),Camels,female,,,,0,,,,,,,,,,0
2037,2,,Goats(Male),Goats,male,,,,0,,,,,,,,,,0
2037,2,,0,Shoats,both,,,,,,0,0,0,0,0,0,0,,
2037,2,,Sheep(Female),Sheep,female,,,,0,,,,,,,,,,0
2037,2,,Cattle(Female),Cattle,female,,,,0,,,,,,,,,,0
2037,2,,Goats(Female),Goats,female,,,,0,,,,,,,,,,0
2037,2,,Sheep(Male),Sheep,male,,,,0,,,,,,,,,,0
2037,2,,Camels(Male),Camels,male,,,,0,,,,,,,,,,0
2037,2,,Camel Both,Camels,both,,,,,0,,0,0,0,0,0,,0,
2037,2,,Cattle Both,Cattle,both,,,,,0,,0,0,0,0,0,,0,
2037,2,,Cattle(Male),Cattle,male,,,,0,,,,,,,,,,0
2037,2,,Sheep Both,Sheep,both,,,,,0,,,,,,,,0,
2037,2,,Goat Both,Goats,both,,,,,0,,,,,,,,0,
2037,3,0,Sheep(Male),Sheep,male,0,Yes,,,,,0,0,0,0,0,,,
2037,3,0,Sheep(Female),Sheep,female,0,Yes,,,,,0,0,0,0,0,,,
2037,3,0,Goats(Male),Goats,male,0,Yes,,,,,0,0,0,0,0,,,
2037,3,0,Camels(Female),Camels,female,0,Yes,,,,,0,0,0,0,0,,,
2037,3,0,Camels(Male),Camels,male,0,Yes,,,,,0,0,0,0,0,,,
2037,3,0,Goats(Female),Goats,female,0,Yes,,,,,0,0,0,0,0,,,
2037,3,0,Cattle(Male),Cattle,male,0,Yes,,,,,0,0,0,0,0,,,
2037,3,0,Cattle(Female),Cattle,female,0,Yes,,,,,0,0,0,0,0,,,
2037,4,0,Camels(Female),Camels,female,0,Yes,,,,,0,0,0,0,0,,,
2037,4,0,Cattle(Female),Cattle,female,0,Yes,,,,,0,0,0,0,0,,,
2037,4,0,Sheep(Male),Sheep,male,0,Yes,,,,,0,0,0,0,0,,,
2037,4,0,Goats(Female),Goats,female,0,Yes,,,,,0,0,0,0,0,,,
2037,4,0,Goats(Male),Goats,male,0,Yes,,,,,0,0,0,0,0,,,
2037,4,0,Cattle(Male),Cattle,male,0,Yes,,,,,0,0,0,0,0,,,
2037,4,0,Sheep(Female),Sheep,female,0,Yes,,,,,0,0,0,0,0,,,
2037,4,0,Camels(Male),Camels,male,0,Yes,,,,,0,0,0,0,0,,,
2037,5,0,Sheep(Male),Sheep,male,0,Yes,,,,,0,0,0,0,0,,,
2037,5,0,Cattle(Female),Cattle,female,0,Yes,,,,,0,0,0,0,0,,,
2037,5,0,Cattle(Male),Cattle,male,0,Yes,,,,,0,0,0,0,0,,,
2037,5,0,Camels(Female),Camels,female,0,Yes,,,,,0,0,0,0,0,,,
2037,5,0,Goats(Male),Goats,male,0,Yes,,,,,0,0,0,1,0,,,
2037,5,0,Camels(Male),Camels,male,0,Yes,,,,,0,0,0,0,0,,,
2037,5,0,Sheep(Female),Sheep,female,0,Yes,,,,,0,0,0,0,0,,,
2037,5,0,Goats(Female),Goats,female,0,No,INCORRECT DATA,4,,,0,0,1,4,0,,,
2037,6,0,Cattle(Male),Cattle,male,,,,0,,,0,0,0,0,0,,,
2037,6,0,Goats(Male),Goats,male,,,,1,,,0,0,1,1,0,,,
2037,6,0,Sheep(Female),Sheep,female,,,,0,,,0,0,0,0,0,,,
2037,6,0,Cattle(Female),Cattle,female,,,,0,,,0,1,0,0,0,,,
2037,6,0,Sheep(Male),Sheep,male,,,,0,,,0,0,0,0,0,,,
2037,6,0,Camels(Female),Camels,female,,,,0,,,0,0,0,0,0,,,
2037,6,0,Camels(Male),Camels,male,,,,0,,,0,0,0,0,0,,,
2037,6,0,Goats(Female),Goats,female,,,,7,,,2,0,2,0,0,,,
2037,7,,Goat Both,Goats,both,,,,,,,,,,3,,,7,
2037,7,,Cattle Both,Cattle,both,,,,,,,,,,1,,,4,
2038,2,,Camels(Female),Camels,female,,,,0,,,,,,,,,,0
2038,2,,Camels(Male),Camels,male,,,,0,,,,,,,,,,0
2038,2,,Goat Both,Goats,both,,,,,0,,,,,,,,0,
2038,2,,Sheep Both,Sheep,both,,,,,0,,,,,,,,0,
2038,2,,Sheep(Male),Sheep,male,,,,0,,,,,,,,,,0
2038,2,,Cattle(Male),Cattle,male,,,,0,,,,,,,,,,0
2038,2,,Cattle(Female),Cattle,female,,,,0,,,,,,,,,,0
2038,2,,Camel Both,Camels,both,,,,,0,,0,0,0,0,0,,0,
2038,2,,0,Shoats,both,,,,,,0,0,0,0,0,0,0,,
2038,2,,Goats(Male),Goats,male,,,,0,,,,,,,,,,0
2038,2,,Cattle Both,Cattle,both,,,,,0,,0,0,0,0,0,,0,
2038,2,,Goats(Female),Goats,female,,,,0,,,,,,,,,,0
2038,2,,Sheep(Female),Sheep,female,,,,0,,,,,,,,,,0
2038,3,0,Sheep(Male),Sheep,male,0,Yes,,,,,0,0,0,2,0,,,
2038,3,0,Camels(Male),Camels,male,0,Yes,,,,,0,0,0,0,0,,,
2038,3,0,Goats(Female),Goats,female,0,Yes,,,,,0,0,0,0,0,,,
2038,3,0,Cattle(Male),Cattle,male,0,No,NO.NOT CUPTERED,2,,,0,0,2,0,0,,,
2038,3,0,Sheep(Female),Sheep,female,0,No,NO.NOT CUPTURED,2,,,0,0,0,0,0,,,
2038,3,0,Goats(Male),Goats,male,0,Yes,,,,,0,0,0,0,0,,,
2038,3,0,Camels(Female),Camels,female,0,Yes,,,,,0,0,0,0,0,,,
2038,3,0,Cattle(Female),Cattle,female,0,No,NO. NOT CUPTURED,2,,,2,0,0,0,0,,,
2038,4,0,Camels(Male),Camels,male,0,Yes,,,,,0,0,0,0,0,,,
2038,4,0,Cattle(Female),Cattle,female,0,Yes,,,,,0,0,0,0,0,,,
2038,4,0,Sheep(Male),Sheep,male,2,Yes,,,,,0,0,2,2,0,,,
2038,4,0,Camels(Female),Camels,female,0,Yes,,,,,0,0,0,0,0,,,
2038,4,0,Goats(Male),Goats,male,0,Yes,,,,,0,0,0,2,0,,,
2038,4,0,Sheep(Female),Sheep,female,2,Yes,,,,,0,0,0,1,0,,,
2038,4,0,Cattle(Male),Cattle,male,0,Yes,,,,,0,0,0,0,0,,,
2038,4,0,Goats(Female),Goats,female,0,Yes,,,,,0,2,0,1,0,,,
2038,5,0,Sheep(Male),Sheep,male,2,Yes,,,,,0,0,1,0,0,,,
2038,5,0,Camels(Male),Camels,male,0,Yes,,,,,0,0,0,0,0,,,
2038,5,0,Cattle(Male),Cattle,male,0,Yes,,,,,0,0,0,0,0,,,
2038,5,0,Goats(Female),Goats,female,3,Yes,,,,,0,0,3,0,0,,,
2038,5,0,Cattle(Female),Cattle,female,0,Yes,,,,,0,0,0,0,0,,,
2038,5,0,Goats(Male),Goats,male,2,Yes,,,,,0,0,2,0,0,,,
2038,5,0,Sheep(Female),Sheep,female,3,Yes,,,,,0,0,0,1,0,,,
2038,5,0,Camels(Female),Camels,female,0,Yes,,,,,0,0,0,0,0,,,
2038,6,0,Sheep(Female),Sheep,female,,,,4,,,2,0,0,0,0,,,
2038,6,0,Goats(Female),Goats,female,,,,0,,,0,3,0,1,0,,,
2038,6,0,Sheep(Male),Sheep,male,,,,1,,,0,0,1,1,0,,,
2038,6,0,Cattle(Male),Cattle,male,,,,0,,,0,0,0,0,0,,,
2038,6,0,Camels(Male),Camels,male,,,,0,,,0,0,0,0,0,,,
2038,6,0,Cattle(Female),Cattle,female,,,,0,,,0,0,0,0,0,,,
2038,6,0,Goats(Male),Goats,male,,,,0,,,0,0,0,0,0,,,
2038,6,0,Camels(Female),Camels,female,,,,0,,,0,0,0,0,0,,,
2038,7,,Goat Both,Goats,both,,,,,,,2,1,1,5,,,11,
2039,2,,Cattle(Male),Cattle,male,,,,2,,,,,,,,,,4
2039,2,,Cattle(Female),Cattle,female,,,,2,,,,,,,,,,3
2039,2,,Goat Both,Goats,both,,,,,7,,,,,,,,12,
2039,2,,Camels(Male),Camels,male,,,,0,,,,,,,,,,0
2039,2,,Sheep Both,Sheep,both,,,,,3,,,,,,,,7,
2039,2,,Goats(Male),Goats,male,,,,1,,,,,,,,,,1
2039,2,,Goats(Female),Goats,female,,,,6,,,,,,,,,,11
2039,2,,0,Shoats,both,,,,,,10,1,2,0,8,0,19,,
2039,2,,Cattle Both,Cattle,both,,,,,4,,0,2,0,1,0,,7,
2039,2,,Camel Both,Camels,both,,,,,0,,0,0,0,0,0,,0,
2039,2,,Sheep(Female),Sheep,female,,,,2,,,,,,,,,,6
2039,2,,Sheep(Male),Sheep,male,,,,1,,,,,,,,,,1
2039,2,,Camels(Female),Camels,female,,,,0,,,,,,,,,,0
2039,3,0,Goats(Female),Goats,female,11,Yes,,,,,1,0,2,1,0,,,
2039,3,0,Cattle(Female),Cattle,female,3,Yes,,,,,0,0,3,0,0,,,
2039,3,0,Camels(Male),Camels,male,0,Yes,,,,,0,0,0,0,0,,,
2039,3,0,Sheep(Female),Sheep,female,6,Yes,,,,,4,0,0,0,0,,,
2039,3,0,Camels(Female),Camels,female,0,Yes,,,,,0,0,0,0,0,,,
2039,3,0,Sheep(Male),Sheep,male,1,Yes,,,,,3,0,0,4,0,,,
2039,3,0,Cattle(Male),Cattle,male,4,Yes,,,,,3,0,1,1,0,,,
2039,3,0,Goats(Male),Goats,male,1,Yes,,,,,1,0,0,3,0,,,
2039,4,0,Cattle(Female),Cattle,female,0,Yes,,,,,0,0,0,0,0,,,
2039,4,0,Cattle(Male),Cattle,male,1,Yes,,,,,1,0,0,0,0,,,
2039,4,0,Sheep(Male),Sheep,male,2,Yes,,,,,0,0,1,2,0,,,
2039,4,0,Sheep(Female),Sheep,female,2,Yes,,,,,2,0,0,2,0,,,
2039,4,0,Goats(Male),Goats,male,3,Yes,,,,,1,0,0,0,1,,,
2039,4,0,Camels(Female),Camels,female,0,Yes,,,,,0,0,0,0,0,,,
2039,4,0,Goats(Female),Goats,female,9,Yes,,,,,6,0,0,2,0,,,
2039,4,0,Camels(Male),Camels,male,0,Yes,,,,,0,0,0,0,0,,,
2039,5,0,Sheep(Female),Sheep,female,2,Yes,,,,,0,0,0,1,0,,,
2039,5,0,Cattle(Male),Cattle,male,0,Yes,,,,,0,1,0,1,0,,,
2039,5,0,Camels(Male),Camels,male,0,Yes,,,,,0,0,0,0,0,,,
2039,5,0,Goats(Male),Goats,male,1,Yes,,,,,0,0,0,5,0,,,
2039,5,0,Sheep(Male),Sheep,male,3,Yes,,,,,0,0,0,0,1,,,
2039,5,0,Goats(Female),Goats,female,5,Yes,,,,,0,0,0,0,0,,,
2039,5,0,Cattle(Female),Cattle,female,0,Yes,,,,,0,1,0,0,0,,,
2039,5,0,Camels(Female),Camels,female,0,Yes,,,,,0,1,0,1,0,,,
2039,6,0,Sheep(Female),Sheep,female,,,,3,,,1,0,0,0,0,,,
2039,6,0,Cattle(Male),Cattle,male,,,,2,,,0,0,1,0,0,,,
2039,6,0,Cattle(Female),Cattle,female,,,,1,,,0,0,1,0,0,,,
2039,6,0,Goats(Female),Goats,female,,,,5,,,4,1,0,2,0,,,
2039,6,0,Sheep(Male),Sheep,male,,,,2,,,1,0,0,1,1,,,
2039,6,0,Goats(Male),Goats,male,,,,6,,,5,1,0,1,0,,,
2039,6,0,Camels(Female),Camels,female,,,,2,,,2,0,0,0,0,,,
2039,6,0,Camels(Male),Camels,male,,,,0,,,0,0,0,0,0,,,
2040,2,,Cattle(Female),Cattle,female,,,,6,,,,,,,,,,7
2040,2,,Goats(Male),Goats,male,,,,6,,,,,,,,,,2
2040,2,,0,Shoats,both,,,,,,18,10,1,0,5,4,10,,
2040,2,,Camels(Male),Camels,male,,,,0,,,,,,,,,,0
2040,2,,Sheep(Female),Sheep,female,,,,0,,,,,,,,,,1
2040,2,,Goats(Female),Goats,female,,,,12,,,,,,,,,,6
2040,2,,Sheep(Male),Sheep,male,,,,0,,,,,,,,,,1
2040,2,,Cattle Both,Cattle,both,,,,,8,,2,4,0,5,0,,15,
2040,2,,Sheep Both,Sheep,both,,,,,0,,,,,,,,2,
2040,2,,Camel Both,Camels,both,,,,,0,,0,0,0,0,0,,0,
2040,2,,Cattle(Male),Cattle,male,,,,2,,,,,,,,,,8
2040,2,,Goat Both,Goats,both,,,,,18,,,,,,,,8,
2040,2,,Camels(Female),Camels,female,,,,0,,,,,,,,,,0
2040,3,0,Sheep(Female),Sheep,female,1,Yes,,,,,1,0,0,0,0,,,
2040,3,0,Sheep(Male),Sheep,male,1,Yes,,,,,1,0,0,0,0,,,
2040,3,0,Goats(Female),Goats,female,6,Yes,,,,,2,0,0,2,0,,,
2040,3,0,Camels(Male),Camels,male,0,Yes,,,,,0,0,0,0,0,,,
2040,3,0,Cattle(Male),Cattle,male,8,Yes,,,,,10,0,0,3,0,,,
2040,3,1,Goats(Male),Goats,male,2,Yes,,,,,2,0,0,1,1,,,
2040,3,0,Camels(Female),Camels,female,0,Yes,,,,,0,0,0,0,0,,,
2040,3,0,Cattle(Female),Cattle,female,7,Yes,,,,,3,0,0,1,0,,,
2040,4,0,Sheep(Female),Sheep,female,0,Yes,,,,,0,1,0,0,0,,,
2040,4,0,Sheep(Male),Sheep,male,0,Yes,,,,,0,1,0,0,0,,,
2040,4,0,Cattle(Female),Cattle,female,5,Yes,,,,,0,0,2,0,0,,,
2040,4,0,Camels(Male),Camels,male,0,Yes,,,,,0,0,0,0,0,,,
2040,4,0,Cattle(Male),Cattle,male,1,Yes,,,,,0,0,0,0,0,,,
2040,4,0,Goats(Male),Goats,male,1,Yes,,,,,0,0,0,1,1,,,
2040,4,0,Goats(Female),Goats,female,6,Yes,,,,,0,0,0,2,3,,,
2040,4,0,Camels(Female),Camels,female,0,Yes,,,,,0,0,0,0,0,,,
2040,5,0,Cattle(Female),Cattle,female,3,Yes,,,,,0,0,1,1,0,,,
2040,5,0,Goats(Female),Goats,female,5,Yes,,,,,1,0,1,1,0,,,
2040,5,0,Sheep(Female),Sheep,female,1,Yes,,,,,0,0,0,0,0,,,
2040,5,0,Camels(Male),Camels,male,0,Yes,,,,,0,0,0,0,0,,,
2040,5,0,Cattle(Male),Cattle,male,1,Yes,,,,,0,2,1,1,0,,,
2040,5,0,Camels(Female),Camels,female,0,Yes,,,,,0,0,0,0,0,,,
2040,5,0,Goats(Male),Goats,male,1,Yes,,,,,0,1,0,3,0,,,
2040,5,0,Sheep(Male),Sheep,male,1,Yes,,,,,0,0,1,0,0,,,
2040,6,0,Camels(Female),Camels,female,,,,0,,,0,0,0,0,0,,,
2040,6,0,Camels(Male),Camels,male,,,,0,,,0,0,0,0,0,,,
2040,6,0,Sheep(Female),Sheep,female,,,,2,,,0,0,0,0,0,,,
2040,6,0,Goats(Male),Goats,male,,,,3,,,0,0,0,1,2,,,
2040,6,0,Sheep(Male),Sheep,male,,,,0,,,0,0,0,1,0,,,
2040,6,0,Cattle(Male),Cattle,male,,,,3,,,0,0,0,1,0,,,
2040,6,0,Goats(Female),Goats,female,,,,5,,,0,0,0,0,0,,,
2040,6,0,Cattle(Female),Cattle,female,,,,5,,,0,0,0,1,0,,,
2041,2,,Cattle Both,Cattle,both,,,,,4,,0,0,0,0,0,,4,
2041,2,,Sheep Both,Sheep,both,,,,,8,,,,,,,,1,
2041,2,,Sheep(Male),Sheep,male,,,,6,,,,,,,,,,0
2041,2,,Camels(Female),Camels,female,,,,0,,,,,,,,,,0
2041,2,,Camel Both,Camels,both,,,,,0,,0,0,0,0,0,,0,
2041,2,,Camels(Male),Camels,male,,,,0,,,,,,,,,,0
2041,2,,Cattle(Female),Cattle,female,,,,2,,,,,,,,,,2
2041,2,,0,Shoats,both,,,,,,11,7,0,0,0,0,4,,
2041,2,,Goats(Female),Goats,female,,,,2,,,,,,,,,,2
2041,2,,Cattle(Male),Cattle,male,,,,2,,,,,,,,,,2
2041,2,,Goat Both,Goats,both,,,,,3,,,,,,,,3,
2041,2,,Goats(Male),Goats,male,,,,1,,,,,,,,,,1
2041,2,,Sheep(Female),Sheep,female,,,,2,,,,,,,,,,1
2041,3,0,Goats(Female),Goats,female,2,Yes,,,,,1,0,0,0,0,,,
2041,3,0,Camels(Male),Camels,male,0,Yes,,,,,0,0,0,0,0,,,
2041,3,0,Sheep(Male),Sheep,male,0,Yes,,,,,0,0,0,0,0,,,
2041,3,0,Camels(Female),Camels,female,0,Yes,,,,,0,0,0,0,0,,,
2041,3,0,Cattle(Male),Cattle,male,2,Yes,,,,,2,0,0,0,0,,,
2041,3,0,Cattle(Female),Cattle,female,2,Yes,,,,,1,0,1,1,0,,,
2041,3,0,Goats(Male),Goats,male,1,Yes,,,,,0,0,0,1,0,,,
2041,3,0,Sheep(Female),Sheep,female,1,Yes,,,,,2,0,0,2,0,,,
2041,4,0,Camels(Male),Camels,male,0,Yes,,,,,0,0,0,0,0,,,
2041,4,0,Sheep(Female),Sheep,female,1,Yes,,,,,0,0,0,0,0,,,
2041,4,0,Goats(Male),Goats,male,2,Yes,,,,,2,0,0,0,0,,,
2041,4,0,Sheep(Male),Sheep,male,0,Yes,,,,,0,0,0,0,0,,,
2041,4,0,Camels(Female),Camels,female,0,Yes,,,,,0,0,0,0,0,,,
2041,4,0,Cattle(Male),Cattle,male,0,Yes,,,,,0,0,0,0,0,,,
2041,4,0,Cattle(Female),Cattle,female,1,Yes,,,,,0,0,1,0,0,,,
2041,4,0,Goats(Female),Goats,female,1,Yes,,,,,1,0,0,0,0,,,
2041,5,0,Goats(Male),Goats,male,0,Yes,,,,,0,0,0,0,0,,,
2041,5,0,Cattle(Male),Cattle,male,0,Yes,,,,,0,6,0,0,0,,,
2041,5,0,Camels(Male),Camels,male,0,Yes,,,,,0,0,0,0,0,,,
2041,5,0,Sheep(Male),Sheep,male,0,Yes,,,,,0,2,0,2,1,,,
2041,5,0,Sheep(Female),Sheep,female,1,Yes,,,,,0,0,0,0,0,,,
2041,5,0,Goats(Female),Goats,female,0,Yes,,,,,0,0,0,0,0,,,
2041,5,0,Camels(Female),Camels,female,0,Yes,,,,,0,0,0,0,0,,,
2041,5,0,Cattle(Female),Cattle,female,0,Yes,,,,,0,4,0,0,0,,,
2041,6,0,Goats(Male),Goats,male,,,,0,,,0,0,0,0,0,,,
2041,6,0,Sheep(Female),Sheep,female,,,,0,,,0,0,0,0,0,,,
2041,6,0,Cattle(Female),Cattle,female,,,,0,,,0,0,0,0,0,,,
2041,6,0,Sheep(Male),Sheep,male,,,,0,,,0,0,0,0,0,,,
2041,6,0,Camels(Male),Camels,male,,,,0,,,0,0,0,0,0,,,
2041,6,0,Cattle(Male),Cattle,male,,,,4,,,0,2,0,0,0,,,
2041,6,0,Camels(Female),Camels,female,,,,0,,,0,0,0,0,0,,,
2041,6,0,Goats(Female),Goats,female,,,,0,,,0,0,0,0,0,,,
2042,2,,Camels(Male),Camels,male,,,,0,,,,,,,,,,0
2042,2,,Camel Both,Camels,both,,,,,0,,0,0,0,0,0,,0,
2042,2,,Sheep(Female),Sheep,female,,,,0,,,,,,,,,,0
2042,2,,Goat Both,Goats,both,,,,,0,,,,,,,,0,
2042,2,,0,Shoats,both,,,,,,0,0,0,0,0,0,0,,
2042,2,,Cattle(Female),Cattle,female,,,,0,,,,,,,,,,0
2042,2,,Camels(Female),Camels,female,,,,0,,,,,,,,,,0
2042,2,,Sheep Both,Sheep,both,,,,,0,,,,,,,,0,
2042,2,,Cattle Both,Cattle,both,,,,,0,,0,0,0,0,0,,0,
2042,2,,Sheep(Male),Sheep,male,,,,0,,,,,,,,,,0
2042,2,,Goats(Male),Goats,male,,,,0,,,,,,,,,,0
2042,2,,Goats(Female),Goats,female,,,,0,,,,,,,,,,0
2042,2,,Cattle(Male),Cattle,male,,,,0,,,,,,,,,,0
2043,2,,Camel Both,Camels,both,,,,,0,,0,0,0,0,0,,0,
2043,2,,Sheep(Female),Sheep,female,,,,8,,,,,,,,,,13
2043,2,,Cattle(Male),Cattle,male,,,,1,,,,,,,,,,2
2043,2,,Goat Both,Goats,both,,,,,20,,,,,,,,28,
2043,2,,Cattle Both,Cattle,both,,,,,5,,0,0,0,2,0,,7,
2043,2,,Camels(Female),Camels,female,,,,0,,,,,,,,,,0
2043,2,,Sheep(Male),Sheep,male,,,,2,,,,,,,,,,1
2043,2,,Camels(Male),Camels,male,,,,0,,,,,,,,,,0
2043,2,,0,Shoats,both,,,,,,30,2,0,2,16,0,42,,
2043,2,,Cattle(Female),Cattle,female,,,,4,,,,,,,,,,5
2043,2,,Goats(Male),Goats,male,,,,2,,,,,,,,,,5
2043,2,,Sheep Both,Sheep,both,,,,,10,,,,,,,,14,
2043,2,,Goats(Female),Goats,female,,,,18,,,,,,,,,,23
2043,3,0,Sheep(Female),Sheep,female,13,Yes,,,,,10,0,1,5,0,,,
2043,3,0,Camels(Female),Camels,female,0,Yes,,,,,0,0,0,0,0,,,
2043,3,0,Cattle(Male),Cattle,male,2,Yes,,,,,4,0,1,3,0,,,
2043,3,0,Camels(Male),Camels,male,0,Yes,,,,,0,0,0,0,0,,,
2043,3,0,Cattle(Female),Cattle,female,5,Yes,,,,,3,0,0,1,0,,,
2043,3,0,Sheep(Male),Sheep,male,1,Yes,,,,,1,0,0,1,0,,,
2043,3,0,Goats(Male),Goats,male,5,Yes,,,,,5,0,1,3,0,,,
2043,3,0,Goats(Female),Goats,female,23,Yes,,,,,8,0,1,3,0,,,
2043,4,0,Camels(Male),Camels,male,0,Yes,,,,,0,1,0,0,0,,,
2043,4,0,Cattle(Male),Cattle,male,0,Yes,,,,,0,0,0,0,0,,,
2043,4,0,Camels(Female),Camels,female,0,Yes,,,,,0,0,0,0,0,,,
2043,4,0,Goats(Female),Goats,female,17,Yes,,,,,4,0,1,5,0,,,
2043,4,0,Sheep(Female),Sheep,female,7,Yes,,,,,1,0,0,2,1,,,
2043,4,0,Goats(Male),Goats,male,2,Yes,,,,,0,0,1,4,1,,,
2043,4,0,Sheep(Male),Sheep,male,1,Yes,,,,,0,0,1,3,0,,,
2043,4,0,Cattle(Female),Cattle,female,3,Yes,,,,,0,0,0,0,0,,,
2043,5,0,Camels(Female),Camels,female,0,Yes,,,,,0,0,0,0,0,,,
2043,5,0,Sheep(Male),Sheep,male,3,Yes,,,,,0,0,0,0,1,,,
2043,5,0,Camels(Male),Camels,male,1,Yes,,,,,0,0,0,0,0,,,
2043,5,0,Cattle(Female),Cattle,female,3,Yes,,,,,0,0,0,2,0,,,
2043,5,0,Cattle(Male),Cattle,male,0,Yes,,,,,0,0,0,0,0,,,
2043,5,0,Sheep(Female),Sheep,female,7,Yes,,,,,0,0,0,0,0,,,
2043,5,0,Goats(Female),Goats,female,17,No,the data was wrong in 2012,5,,,0,3,0,2,0,,,
2043,5,1,Goats(Male),Goats,male,4,No,not captured correctly,1,,,0,1,0,0,0,,,
2043,6,0,Sheep(Male),Sheep,male,,,,1,,,0,0,0,0,0,,,
2043,6,0,Camels(Female),Camels,female,,,,1,,,0,0,0,1,0,,,
2043,6,0,Cattle(Female),Cattle,female,,,,5,,,0,0,0,1,0,,,
2043,6,0,Sheep(Female),Sheep,female,,,,6,,,0,0,4,0,1,,,
2043,6,0,Cattle(Male),Cattle,male,,,,1,,,0,0,0,0,0,,,
2043,6,0,Goats(Female),Goats,female,,,,6,,,0,0,4,2,0,,,
2043,6,0,Goats(Male),Goats,male,,,,2,,,0,0,0,0,0,,,
2043,6,0,Camels(Male),Camels,male,,,,0,,,0,0,0,0,0,,,
2043,7,,Sheep Both,Sheep,both,,,,,,,,,,2,,,5,
2043,7,,Cattle Both,Cattle,both,,,,,,,,,,1,,,4,
2043,7,,Goat Both,Goats,both,,,,,,,,,,3,2,,20,
2044,2,,Sheep Both,Sheep,both,,,,,0,,,,,,,,0,
2044,2,,0,Shoats,both,,,,,,0,0,0,0,0,0,0,,
2044,2,,Sheep(Female),Sheep,female,,,,0,,,,,,,,,,0
2044,2,,Sheep(Male),Sheep,male,,,,0,,,,,,,,,,0
2044,2,,Goats(Female),Goats,female,,,,0,,,,,,,,,,0
2044,2,,Camels(Male),Camels,male,,,,0,,,,,,,,,,0
2044,2,,Cattle(Female),Cattle,female,,,,2,,,,,,,,,,2
2044,2,,Goats(Male),Goats,male,,,,0,,,,,,,,,,0
2044,2,,Cattle(Male),Cattle,male,,,,0,,,,,,,,,,1
2044,2,,Cattle Both,Cattle,both,,,,,2,,0,0,0,1,0,,3,
2044,2,,Camels(Female),Camels,female,,,,0,,,,,,,,,,0
2044,2,,Camel Both,Camels,both,,,,,0,,0,0,0,0,0,,0,
2044,2,,Goat Both,Goats,both,,,,,0,,,,,,,,0,
2044,3,0,Goats(Male),Goats,male,0,Yes,,,,,0,0,0,0,0,,,
2044,3,0,Cattle(Male),Cattle,male,1,Yes,,,,,1,0,0,0,0,,,
2044,3,0,Cattle(Female),Cattle,female,2,Yes,,,,,2,0,0,2,0,,,
2044,3,0,Sheep(Male),Sheep,male,0,Yes,,,,,0,0,0,0,0,,,
2044,3,0,Sheep(Female),Sheep,female,0,Yes,,,,,0,0,0,0,0,,,
2044,3,0,Camels(Male),Camels,male,0,Yes,,,,,0,0,0,0,0,,,
2044,3,0,Goats(Female),Goats,female,0,Yes,,,,,0,0,0,0,0,,,
2044,3,0,Camels(Female),Camels,female,0,Yes,,,,,0,0,0,0,0,,,
2044,4,0,Camels(Female),Camels,female,0,Yes,,,,,0,0,0,0,0,,,
2044,4,0,Goats(Male),Goats,male,0,Yes,,,,,0,0,0,0,0,,,
2044,4,0,Camels(Male),Camels,male,0,Yes,,,,,0,0,0,0,0,,,
2044,4,0,Goats(Female),Goats,female,0,Yes,,,,,0,0,0,0,0,,,
2044,4,0,Cattle(Female),Cattle,female,2,Yes,,,,,0,0,0,0,0,,,
2044,4,0,Sheep(Male),Sheep,male,0,Yes,,,,,0,0,0,0,0,,,
