hhid,round,comment,LivestockID,animaltype5,gender3,hv_s6q1,hv_s6q1correct,hv_rsnincorrect,s6q8,s6q9,s6q10,s6q11,s6q12,s6q13,s6q14,s6q15,s6q16,s6q17,s6q18
1009,3,0,Goats(Male),Goats,male,5,Yes,,,,,5,0,0,3,0,,,
1009,3,0,Sheep(Female),Sheep,female,3,Yes,,,,,2,0,0,0,0,,,
1009,3,0,Cattle(Female),Cattle,female,2,Yes,,,,,1,0,0,0,0,,,
1009,3,0,Cattle(Male),Cattle,male,3,Yes,,,,,3,0,0,1,0,,,
1009,3,0,Camels(Female),Camels,female,0,Yes,,,,,0,0,0,0,0,,,
1009,3,0,Sheep(Male),Sheep,male,2,Yes,,,,,2,0,0,0,0,,,
1009,3,0,Goats(Female),Goats,female,13,Yes,,,,,9,0,1,0,0,,,
1009,3,0,Camels(Male),Camels,male,0,Yes,,,,,0,0,0,0,0,,,
1009,4,0,Goats(Female),Goats,female,3,No,not captured,27,,,7,0,0,10,0,,,
1009,4,0,Cattle(Male),Cattle,male,1,No,not captured,3,,,0,1,0,0,0,,,
1009,4,0,Camels(Female),Camels,female,0,Yes,,,,,0,0,0,0,0,,,
1009,4,0,Cattle(Female),Cattle,female,1,No,not captured,2,,,0,0,0,0,0,,,
1009,4,0,Sheep(Female),Sheep,female,1,Yes,,,,,0,0,0,2,0,,,
1009,4,0,Camels(Male),Camels,male,0,Yes,,,,,0,0,0,0,0,,,
1009,4,0,Goats(Male),Goats,male,3,No,not captured,17,,,4,0,5,3,3,,,
1009,4,0,Sheep(Male),Sheep,male,0,Yes,,,,,0,0,0,1,0,,,
1009,5,0,Sheep(Female),Sheep,female,3,Yes,,,,,0,0,0,0,0,,,
1009,5,0,Cattle(Male),Cattle,male,4,Yes,,,,,1,0,0,0,0,,,
1009,5,0,Cattle(Female),Cattle,female,2,Yes,,,,,0,0,0,1,0,,,
1009,5,0,Goats(Female),Goats,female,30,No,WRONGLY CAPTURED,20,,,12,0,3,10,0,,,
1009,5,0,Sheep(Male),Sheep,male,1,Yes,,,,,0,0,0,0,0,,,
1009,5,0,Goats(Male),Goats,male,8,Yes,,,,,0,0,2,0,0,,,
1009,5,0,Camels(Female),Camels,female,0,Yes,,,,,0,0,0,0,0,,,
1009,5,0,Camels(Male),Camels,male,0,Yes,,,,,0,0,0,0,0,,,
1009,6,0,Camels(Male),Camels,male,,,,0,,,0,0,0,0,0,,,
1009,6,0,Cattle(Male),Cattle,male,,,,2,,,0,0,0,0,0,,,
1009,6,0,Cattle(Female),Cattle,female,,,,3,,,0,0,0,0,0,,,
1009,6,0,Camels(Female),Camels,female,,,,0,,,0,0,0,0,0,,,
1009,6,0,Sheep(Male),Sheep,male,,,,0,,,0,0,0,0,0,,,
1009,6,0,Goats(Female),Goats,female,,,,0,,,0,0,0,0,0,,,
1009,6,0,Goats(Male),Goats,male,,,,0,,,0,0,0,0,0,,,
1009,6,0,Sheep(Female),Sheep,female,,,,0,,,0,0,0,0,0,,,
1010,2,,Sheep(Male),Sheep,male,,,,0,,,,,,,,,,0
1010,2,,Sheep(Female),Sheep,female,,,,0,,,,,,,,,,0
1010,2,,Cattle Both,Cattle,both,,,,,0,,0,0,0,0,0,,0,
1010,2,,Camels(Female),Camels,female,,,,0,,,,,,,,,,0
1010,2,,Goats(Male),Goats,male,,,,6,,,,,,,,,,7
1010,2,,0,Shoats,both,,,,,,19,0,0,0,3,0,22,,
1010,2,,Cattle(Male),Cattle,male,,,,0,,,,,,,,,,0
1010,2,,Sheep Both,Sheep,both,,,,,0,,,,,,,,0,
1010,2,,Goats(Female),Goats,female,,,,13,,,,,,,,,,15
1010,2,,Goat Both,Goats,both,,,,,19,,,,,,,,22,
1010,2,,Camel Both,Camels,both,,,,,0,,0,0,0,0,0,,0,
1010,2,,Camels(Male),Camels,male,,,,0,,,,,,,,,,0
1010,2,,Cattle(Female),Cattle,female,,,,0,,,,,,,,,,0
1010,3,0,Goats(Male),Goats,male,7,Yes,,,,,2,0,2,3,0,,,
1010,3,0,Camels(Male),Camels,male,0,Yes,,,,,0,0,0,0,0,,,
1010,3,0,Cattle(Male),Cattle,male,0,Yes,,,,,0,0,0,0,0,,,
1010,3,0,Goats(Female),Goats,female,15,Yes,,,,,2,0,0,4,0,,,
1010,3,0,Cattle(Female),Cattle,female,0,Yes,,,,,0,0,0,0,0,,,
1010,3,0,Sheep(Female),Sheep,female,0,Yes,,,,,0,0,0,0,0,,,
1010,3,0,Camels(Female),Camels,female,0,Yes,,,,,0,0,0,0,0,,,
1010,3,0,Sheep(Male),Sheep,male,0,Yes,,,,,0,0,0,0,0,,,
1010,4,0,Cattle(Male),Cattle,male,0,Yes,,,,,0,0,0,0,0,,,
1010,4,0,Camels(Male),Camels,male,0,Yes,,,,,0,0,0,0,0,,,
1010,4,0,Camels(Female),Camels,female,0,Yes,,,,,0,0,0,0,0,,,
1010,4,0,Goats(Female),Goats,female,17,Yes,,,,,0,0,0,5,0,,,
1010,4,0,Goats(Male),Goats,male,6,Yes,,,,,0,0,0,2,0,,,
1010,4,0,Sheep(Male),Sheep,male,0,Yes,,,,,0,0,0,0,0,,,
1010,4,0,Cattle(Female),Cattle,female,0,Yes,,,,,0,0,0,0,0,,,
1010,4,0,Sheep(Female),Sheep,female,0,Yes,,,,,0,0,0,0,0,,,
1010,5,0,Camels(Male),Camels,male,0,Yes,,,,,0,0,0,0,0,,,
1010,5,0,Camels(Female),Camels,female,0,Yes,,,,,0,0,0,0,0,,,
1010,5,0,Cattle(Female),Cattle,female,0,Yes,,,,,0,0,0,0,0,,,
1010,5,0,Sheep(Male),Sheep,male,0,Yes,,,,,0,0,0,0,0,,,
1010,5,0,Sheep(Female),Sheep,female,0,Yes,,,,,0,0,0,0,0,,,
1010,5,0,Goats(Male),Goats,male,8,Yes,,,,,0,0,8,0,0,,,
1010,5,0,Goats(Female),Goats,female,22,Yes,,,,,0,0,22,0,0,,,
1010,5,0,Cattle(Male),Cattle,male,0,Yes,,,,,0,0,0,0,0,,,
1010,6,0,Camels(Female),Camels,female,,,,0,,,0,0,0,0,0,,,
1010,6,0,Sheep(Female),Sheep,female,,,,0,,,0,0,0,0,0,,,
1010,6,0,Cattle(Male),Cattle,male,,,,0,,,0,0,0,0,0,,,
1010,6,0,Camels(Male),Camels,male,,,,0,,,0,0,0,0,0,,,
1010,6,0,Goats(Female),Goats,female,,,,0,,,0,0,0,0,0,,,
1010,6,0,Cattle(Female),Cattle,female,,,,0,,,0,0,0,0,0,,,
1010,6,0,Sheep(Male),Sheep,male,,,,0,,,0,0,0,0,0,,,
1010,6,0,Goats(Male),Goats,male,,,,0,,,0,0,0,0,0,,,
1010,7,,Cattle Both,Cattle,both,,,,,,,,,,,,,4,
1010,7,,Goat Both,Goats,both,,,,,,,,,,,,,6,
1011,2,,Cattle(Female),Cattle,female,,,,0,,,,,,,,,,0
1011,2,,Sheep(Female),Sheep,female,,,,0,,,,,,,,,,0
1011,2,,Sheep(Male),Sheep,male,,,,0,,,,,,,,,,0
1011,2,,Goat Both,Goats,both,,,,,0,,,,,,,,0,
1011,2,,Camel Both,Camels,both,,,,,0,,0,0,0,0,0,,0,
1011,2,,Goats(Male),Goats,male,,,,0,,,,,,,,,,0
1011,2,,Sheep Both,Sheep,both,,,,,0,,,,,,,,0,
1011,2,,Camels(Female),Camels,female,,,,0,,,,,,,,,,0
1011,2,,0,Shoats,both,,,,,,0,0,0,0,0,0,0,,
1011,2,,Camels(Male),Camels,male,,,,0,,,,,,,,,,0
1011,2,,Goats(Female),Goats,female,,,,0,,,,,,,,,,0
1011,2,,Cattle(Male),Cattle,male,,,,0,,,,,,,,,,0
1011,2,,Cattle Both,Cattle,both,,,,,0,,0,0,0,0,0,,0,
1011,3,0,Cattle(Female),Cattle,female,0,Yes,,,,,0,0,0,0,0,,,
1011,3,0,Camels(Male),Camels,male,0,Yes,,,,,0,0,0,0,0,,,
1011,3,0,Cattle(Male),Cattle,male,0,Yes,,,,,0,0,0,0,0,,,
1011,3,0,Camels(Female),Camels,female,0,Yes,,,,,0,0,0,0,0,,,
1011,3,0,Sheep(Male),Sheep,male,0,Yes,,,,,0,0,0,0,0,,,
1011,3,0,Sheep(Female),Sheep,female,0,Yes,,,,,0,0,0,0,0,,,
1011,3,0,Goats(Male),Goats,male,0,Yes,,,,,0,0,0,0,0,,,
1011,3,0,Goats(Female),Goats,female,0,Yes,,,,,0,0,0,0,0,,,
1011,4,0,Sheep(Female),Sheep,female,0,Yes,,,,,0,0,0,0,0,,,
1011,4,0,Goats(Male),Goats,male,0,Yes,,,,,0,0,0,0,0,,,
1011,4,0,Goats(Female),Goats,female,0,Yes,,,,,0,0,0,0,0,,,
1011,4,0,Camels(Male),Camels,male,0,Yes,,,,,0,0,0,0,0,,,
1011,4,0,Cattle(Male),Cattle,male,0,Yes,,,,,0,0,0,0,0,,,
1011,4,0,Camels(Female),Camels,female,0,Yes,,,,,0,0,0,0,0,,,
1011,4,0,Sheep(Male),Sheep,male,0,Yes,,,,,0,0,0,0,0,,,
1011,4,0,Cattle(Female),Cattle,female,0,Yes,,,,,0,0,0,0,0,,,
1011,5,0,Camels(Male),Camels,male,0,Yes,,,,,0,0,0,0,0,,,
1011,5,0,Sheep(Male),Sheep,male,0,Yes,,,,,0,0,0,0,0,,,
1011,5,0,Camels(Female),Camels,female,0,Yes,,,,,0,0,0,0,0,,,
1011,5,0,Cattle(Male),Cattle,male,0,Yes,,,,,0,0,0,0,0,,,
1011,5,0,Goats(Female),Goats,female,0,Yes,,,,,0,0,0,0,0,,,
1011,5,0,Sheep(Female),Sheep,female,0,Yes,,,,,0,0,0,0,0,,,
1011,5,0,Cattle(Female),Cattle,female,0,Yes,,,,,0,0,0,0,0,,,
1011,5,0,Goats(Male),Goats,male,0,Yes,,,,,0,0,0,0,0,,,
1011,6,0,Goats(Female),Goats,female,,,,0,,,0,0,0,0,0,,,
1011,6,0,Sheep(Female),Sheep,female,,,,0,,,0,0,0,0,0,,,
1011,6,0,Sheep(Male),Sheep,male,,,,0,,,0,0,0,0,0,,,
1011,6,0,Goats(Male),Goats,male,,,,0,,,0,0,0,0,0,,,
1011,6,0,Cattle(Female),Cattle,female,,,,0,,,0,0,0,0,0,,,
1011,6,0,Camels(Female),Camels,female,,,,0,,,0,0,0,0,0,,,
1011,6,0,Cattle(Male),Cattle,male,,,,0,,,0,0,0,0,0,,,
1011,6,0,Camels(Male),Camels,male,,,,0,,,0,0,0,0,0,,,
1012,2,,Sheep(Female),Sheep,female,,,,0,,,,,,,,,,0
1012,2,,Cattle(Male),Cattle,male,,,,0,,,,,,,,,,0
1012,2,,Cattle Both,Cattle,both,,,,,0,,0,0,0,0,0,,0,
1012,2,,Goat Both,Goats,both,,,,,0,,,,,,,,0,
1012,2,,0,Shoats,both,,,,,,0,0,0,0,0,0,0,,
1012,2,,Goats(Female),Goats,female,,,,0,,,,,,,,,,0
1012,2,,Camels(Female),Camels,female,,,,0,,,,,,,,,,0
1012,2,,Cattle(Female),Cattle,female,,,,0,,,,,,,,,,0
1012,2,,Sheep(Male),Sheep,male,,,,0,,,,,,,,,,0
1012,2,,Sheep Both,Sheep,both,,,,,0,,,,,,,,0,
1012,2,,Camel Both,Camels,both,,,,,0,,0,0,0,0,0,,0,
1012,2,,Goats(Male),Goats,male,,,,0,,,,,,,,,,0
1012,2,,Camels(Male),Camels,male,,,,0,,,,,,,,,,0
1012,3,0,Sheep(Male),Sheep,male,0,Yes,,,,,0,0,0,0,0,,,
1012,3,0,Cattle(Female),Cattle,female,0,Yes,,,,,0,0,0,0,0,,,
1012,3,0,Cattle(Male),Cattle,male,0,Yes,,,,,0,0,0,0,0,,,
1012,3,0,Goats(Female),Goats,female,0,Yes,,,,,0,0,0,0,0,,,
1012,3,0,Camels(Female),Camels,female,0,Yes,,,,,0,0,0,0,0,,,
1012,3,0,Camels(Male),Camels,male,0,Yes,,,,,0,0,0,0,0,,,
1012,3,0,Sheep(Female),Sheep,female,0,Yes,,,,,0,0,0,0,0,,,
1012,3,0,Goats(Male),Goats,male,0,Yes,,,,,0,0,0,0,0,,,
1012,4,0,Sheep(Male),Sheep,male,0,Yes,,,,,0,0,0,0,0,,,
1012,4,0,Camels(Female),Camels,female,0,Yes,,,,,0,0,0,0,0,,,
1012,4,0,Goats(Female),Goats,female,0,Yes,,,,,0,0,0,0,0,,,
1012,4,0,Goats(Male),Goats,male,0,Yes,,,,,0,0,0,0,0,,,
1012,4,0,Cattle(Female),Cattle,female,0,Yes,,,,,0,0,0,0,0,,,
1012,4,0,Camels(Male),Camels,male,0,Yes,,,,,0,0,0,0,0,,,
1012,4,0,Cattle(Male),Cattle,male,0,Yes,,,,,0,0,0,0,0,,,
1012,4,0,Sheep(Female),Sheep,female,0,Yes,,,,,0,0,0,0,0,,,
1012,5,0,Camels(Female),Camels,female,0,Yes,,,,,0,0,0,0,0,,,
1012,5,0,Goats(Male),Goats,male,0,Yes,,,,,0,0,0,0,0,,,
1012,5,0,Cattle(Female),Cattle,female,0,Yes,,,,,0,0,0,0,0,,,
1012,5,0,Goats(Female),Goats,female,0,Yes,,,,,0,0,0,0,0,,,
1012,5,0,Sheep(Female),Sheep,female,0,Yes,,,,,0,0,0,0,0,,,
1012,5,0,Cattle(Male),Cattle,male,0,Yes,,,,,0,0,0,0,0,,,
1012,5,0,Sheep(Male),Sheep,male,0,Yes,,,,,0,0,0,0,0,,,
1012,5,0,Camels(Male),Camels,male,0,Yes,,,,,0,0,0,0,0,,,
1012,6,0,Sheep(Female),Sheep,female,,,,0,,,0,0,0,0,0,,,
1012,6,0,Camels(Male),Camels,male,,,,0,,,0,0,0,0,0,,,
1012,6,0,Cattle(Female),Cattle,female,,,,0,,,0,0,0,0,0,,,
1012,6,0,Goats(Male),Goats,male,,,,0,,,0,0,0,0,0,,,
1012,6,0,Camels(Female),Camels,female,,,,0,,,0,0,0,0,0,,,
1012,6,0,Cattle(Male),Cattle,male,,,,0,,,0,0,0,0,0,,,
1012,6,0,Goats(Female),Goats,female,,,,0,,,0,0,0,0,0,,,
1012,6,0,Sheep(Male),Sheep,male,,,,0,,,0,0,0,0,0,,,
1012,7,,Sheep Both,Sheep,both,,,,,,,,,,,3,,1,
1012,7,,Goat Both,Goats,both,,,,,,,,,,1,,,5,
1013,2,,Camel Both,Camels,both,,,,,0,,0,0,0,0,0,,0,
1013,2,,Goats(Female),Goats,female,,,,5,,,,,,,,,,6
1013,2,,Cattle Both,Cattle,both,,,,,0,,0,0,0,0,0,,0,
1013,2,,Sheep Both,Sheep,both,,,,,2,,,,,,,,2,
1013,2,,Sheep(Female),Sheep,female,,,,0,,,,,,,,,,0
1013,2,,Goats(Male),Goats,male,,,,0,,,,,,,,,,1
1013,2,,0,Shoats,both,,,,,,7,0,0,0,2,0,9,,
1013,2,,Sheep(Male),Sheep,male,,,,2,,,,,,,,,,2
1013,2,,Cattle(Male),Cattle,male,,,,0,,,,,,,,,,0
1013,2,,Goat Both,Goats,both,,,,,5,,,,,,,,7,
1013,2,,Camels(Female),Camels,female,,,,0,,,,,,,,,,0
1013,2,,Camels(Male),Camels,male,,,,0,,,,,,,,,,0
1013,2,,Cattle(Female),Cattle,female,,,,0,,,,,,,,,,0
1013,3,0,Camels(Male),Camels,male,0,Yes,,,,,0,0,0,0,0,,,
1013,3,0,Camels(Female),Camels,female,0,Yes,,,,,0,0,0,0,0,,,
1013,3,0,Cattle(Female),Cattle,female,0,Yes,,,,,0,0,0,0,0,,,
1013,3,0,Cattle(Male),Cattle,male,0,Yes,,,,,0,0,0,0,0,,,
1013,3,0,Sheep(Male),Sheep,male,2,Yes,,,,,0,0,2,0,0,,,
1013,3,0,Goats(Male),Goats,male,1,Yes,,,,,0,0,0,1,1,,,
1013,3,0,Sheep(Female),Sheep,female,0,Yes,,,,,0,0,0,0,0,,,
1013,3,0,Goats(Female),Goats,female,6,Yes,,,,,3,0,3,4,0,,,
1013,4,0,Camels(Female),Camels,female,0,Yes,,,,,0,0,0,0,0,,,
1013,4,0,Goats(Male),Goats,male,1,Yes,,,,,0,0,0,0,0,,,
1013,4,0,Goats(Female),Goats,female,4,No,interviewer gave incorrect data,1,,,0,0,0,1,0,,,
1013,4,0,Camels(Male),Camels,male,0,Yes,,,,,0,0,0,0,0,,,
1013,4,0,Cattle(Female),Cattle,female,0,Yes,,,,,0,0,0,0,0,,,
1013,4,0,Sheep(Female),Sheep,female,0,No,interviewer got wrong information,1,,,0,0,0,1,0,,,
1013,4,0,Sheep(Male),Sheep,male,0,No,incorrect data given,2,,,0,0,0,0,0,,,
1013,4,0,Cattle(Male),Cattle,male,0,Yes,,,,,0,0,0,0,0,,,
1013,5,0,Cattle(Female),Cattle,female,0,Yes,,,,,0,2,0,0,0,,,
1013,5,0,Goats(Male),Goats,male,1,Yes,,,,,1,0,0,0,0,,,
1013,5,0,Cattle(Male),Cattle,male,0,No,enumerator captured wrong value,2,,,0,0,0,0,0,,,
1013,5,0,Camels(Male),Camels,male,0,Yes,,,,,0,0,0,0,0,,,
1013,5,0,Camels(Female),Camels,female,0,Yes,,,,,0,0,0,0,0,,,
1013,5,0,Sheep(Male),Sheep,male,2,Yes,,,,,2,0,0,0,0,,,
1013,5,0,Goats(Female),Goats,female,2,Yes,,,,,2,0,0,0,0,,,
1013,5,0,Sheep(Female),Sheep,female,2,Yes,,,,,2,4,0,0,0,,,
1013,6,0,Goats(Female),Goats,female,,,,0,,,0,0,0,0,0,,,
1013,6,0,Sheep(Female),Sheep,female,,,,3,,,1,0,0,3,0,,,
1013,6,0,Camels(Male),Camels,male,,,,0,,,0,0,0,0,0,,,
1013,6,0,Cattle(Male),Cattle,male,,,,0,,,0,0,0,0,0,,,
1013,6,0,Camels(Female),Camels,female,,,,0,,,0,0,0,0,0,,,
1013,6,0,Cattle(Female),Cattle,female,,,,0,,,0,0,0,0,0,,,
1013,6,0,Sheep(Male),Sheep,male,,,,1,,,0,0,0,2,0,,,
1013,6,0,Goats(Male),Goats,male,,,,0,,,0,0,0,0,0,,,
1013,7,,Goat Both,Goats,both,,,,,,,4,,,2,,,4,
1013,7,,Sheep Both,Sheep,both,,,,,,,,,,1,,,2,
1014,2,,Goats(Male),Goats,male,,,,0,,,,,,,,,,0
1014,2,,Camels(Female),Camels,female,,,,0,,,,,,,,,,0
1014,2,,Sheep Both,Sheep,both,,,,,0,,,,,,,,0,
1014,2,,Sheep(Female),Sheep,female,,,,0,,,,,,,,,,0
1014,2,,Camel Both,Camels,both,,,,,0,,0,0,0,0,0,,0,
1014,2,,Cattle Both,Cattle,both,,,,,1,,0,1,0,0,0,,2,
1014,2,,Cattle(Female),Cattle,female,,,,1,,,,,,,,,,1
1014,2,,Goat Both,Goats,both,,,,,0,,,,,,,,0,
1014,2,,Sheep(Male),Sheep,male,,,,0,,,,,,,,,,0
1014,2,,0,Shoats,both,,,,,,0,0,0,0,0,0,0,,
1014,2,,Goats(Female),Goats,female,,,,0,,,,,,,,,,0
1014,2,,Camels(Male),Camels,male,,,,0,,,,,,,,,,0
1014,2,,Cattle(Male),Cattle,male,,,,1,,,,,,,,,,1
1014,3,0,Camels(Female),Camels,female,0,Yes,,,,,0,0,0,0,0,,,
1014,3,0,Goats(Female),Goats,female,0,Yes,,,,,0,0,0,0,0,,,
1014,3,0,Goats(Male),Goats,male,0,Yes,,,,,0,0,0,0,0,,,
1014,3,0,Cattle(Female),Cattle,female,1,Yes,,,,,0,0,1,0,0,,,
1014,3,0,Sheep(Male),Sheep,male,0,Yes,,,,,0,0,0,0,0,,,
1014,3,0,Cattle(Male),Cattle,male,1,Yes,,,,,0,0,1,0,0,,,
1014,3,0,Sheep(Female),Sheep,female,0,Yes,,,,,0,0,0,0,0,,,
1014,3,0,Camels(Male),Camels,male,0,Yes,,,,,0,0,0,0,0,,,
1014,4,0,Goats(Male),Goats,male,0,Yes,,,,,0,0,0,0,0,,,
1014,4,0,Sheep(Male),Sheep,male,0,Yes,,,,,0,0,0,0,0,,,
1014,4,0,Cattle(Male),Cattle,male,0,No,WAS IGNORED,1,,,0,0,0,0,0,,,
1014,4,0,Sheep(Female),Sheep,female,0,Yes,,,,,0,0,0,0,0,,,
1014,4,0,Goats(Female),Goats,female,0,Yes,,,,,0,0,0,0,0,,,
1014,4,0,Camels(Female),Camels,female,0,Yes,,,,,0,0,0,0,0,,,
1014,4,0,Camels(Male),Camels,male,0,Yes,,,,,0,0,0,0,0,,,
1014,4,0,Cattle(Female),Cattle,female,0,No,WAS LEFT OUT,1,,,0,0,0,0,0,,,
1014,5,0,Sheep(Male),Sheep,male,0,Yes,,,,,0,1,0,0,0,,,
1014,5,0,Cattle(Male),Cattle,male,1,Yes,,,,,1,0,0,0,0,,,
1014,5,0,Goats(Male),Goats,male,0,Yes,,,,,0,0,0,0,0,,,
1014,5,0,Sheep(Female),Sheep,female,0,Yes,,,,,0,3,0,2,0,,,
1014,5,0,Camels(Female),Camels,female,0,Yes,,,,,0,0,0,0,0,,,
1014,5,0,Cattle(Female),Cattle,female,1,Yes,,,,,1,0,0,1,0,,,
1014,5,0,Goats(Female),Goats,female,0,Yes,,,,,0,0,0,0,0,,,
1014,5,0,Camels(Male),Camels,male,0,Yes,,,,,0,0,0,0,0,,,
1014,6,0,Camels(Female),Camels,female,,,,0,,,0,0,0,0,0,,,
1014,6,0,Sheep(Female),Sheep,female,,,,8,,,1,0,1,1,0,,,
1014,6,0,Sheep(Male),Sheep,male,,,,3,,,2,0,1,1,0,,,
1014,6,0,Goats(Female),Goats,female,,,,0,,,0,0,0,0,0,,,
1014,6,0,Camels(Male),Camels,male,,,,0,,,0,0,0,0,0,,,
1014,6,0,Cattle(Female),Cattle,female,,,,2,,,0,0,0,1,0,,,
1014,6,0,Goats(Male),Goats,male,,,,0,,,0,0,0,0,0,,,
1014,6,0,Cattle(Male),Cattle,male,,,,1,,,0,0,0,0,0,,,
1015,2,,Goat Both,Goats,both,,,,,0,,,,,,,,1,
1015,2,,Sheep(Male),Sheep,male,,,,0,,,,,,,,,,0
1015,2,,Camels(Male),Camels,male,,,,0,,,,,,,,,,0
1015,2,,Sheep(Female),Sheep,female,,,,0,,,,,,,,,,0
1015,2,,0,Shoats,both,,,,,,0,0,1,0,0,0,1,,
1015,2,,Goats(Male),Goats,male,,,,0,,,,,,,,,,0
1015,2,,Cattle(Female),Cattle,female,,,,0,,,,,,,,,,0
1015,2,,Cattle(Male),Cattle,male,,,,0,,,,,,,,,,0
1015,2,,Sheep Both,Sheep,both,,,,,0,,,,,,,,0,
1015,2,,Camels(Female),Camels,female,,,,0,,,,,,,,,,0
1015,2,,Cattle Both,Cattle,both,,,,,0,,0,0,0,0,0,,0,
1015,2,,Camel Both,Camels,both,,,,,0,,0,0,0,0,0,,0,
1015,2,,Goats(Female),Goats,female,,,,0,,,,,,,,,,1
1015,3,0,Cattle(Female),Cattle,female,0,Yes,,,,,0,0,0,0,0,,,
1015,3,0,Sheep(Male),Sheep,male,0,Yes,,,,,0,0,0,0,0,,,
1015,3,0,Goats(Female),Goats,female,1,Yes,,,,,0,0,1,0,0,,,
1015,3,0,Camels(Male),Camels,male,0,Yes,,,,,0,0,0,0,0,,,
1015,3,0,Cattle(Male),Cattle,male,0,Yes,,,,,0,0,0,0,0,,,
1015,3,0,Camels(Female),Camels,female,0,Yes,,,,,0,0,0,0,0,,,
1015,3,0,Goats(Male),Goats,male,0,Yes,,,,,0,0,0,0,0,,,
1015,3,0,Sheep(Female),Sheep,female,0,Yes,,,,,0,0,0,0,0,,,
1015,4,0,Camels(Male),Camels,male,0,Yes,,,,,0,0,0,0,0,,,
1015,4,0,Sheep(Female),Sheep,female,0,Yes,,,,,0,0,0,0,0,,,
1015,4,0,Sheep(Male),Sheep,male,0,Yes,,,,,0,0,0,0,0,,,
1015,4,0,Camels(Female),Camels,female,0,Yes,,,,,0,0,0,0,0,,,
1015,4,0,Cattle(Male),Cattle,male,0,Yes,,,,,0,0,0,0,0,,,
1015,4,0,Cattle(Female),Cattle,female,0,Yes,,,,,0,0,0,0,0,,,
1015,4,0,Goats(Female),Goats,female,0,Yes,,,,,0,0,0,0,0,,,
1015,4,0,Goats(Male),Goats,male,0,Yes,,,,,0,0,0,0,0,,,
1015,5,0,Cattle(Female),Cattle,female,0,Yes,,,,,0,0,0,0,0,,,
1015,5,0,Camels(Female),Camels,female,0,Yes,,,,,0,0,0,0,0,,,
1015,5,0,Sheep(Female),Sheep,female,0,Yes,,,,,0,0,0,0,0,,,
1015,5,0,Goats(Female),Goats,female,0,Yes,,,,,0,0,0,0,0,,,
1015,5,0,Goats(Male),Goats,male,0,Yes,,,,,0,0,0,0,0,,,
1015,5,0,Camels(Male),Camels,male,0,Yes,,,,,0,0,0,0,0,,,
1015,5,0,Cattle(Male),Cattle,male,0,Yes,,,,,0,0,0,0,0,,,
1015,5,0,Sheep(Male),Sheep,male,0,Yes,,,,,0,0,0,0,0,,,
1015,6,0,Cattle(Male),Cattle,male,,,,0,,,0,0,0,0,0,,,
1015,6,0,Cattle(Female),Cattle,female,,,,0,,,0,0,0,0,0,,,
1015,6,0,Camels(Female),Camels,female,,,,0,,,0,0,0,0,0,,,
1015,6,0,Goats(Male),Goats,male,,,,0,,,0,0,0,0,0,,,
1015,6,0,Sheep(Male),Sheep,male,,,,0,,,0,0,0,0,0,,,
1015,6,0,Camels(Male),Camels,male,,,,0,,,0,0,0,0,0,,,
1015,6,0,Sheep(Female),Sheep,female,,,,0,,,0,0,0,0,0,,,
1015,6,0,Goats(Female),Goats,female,,,,0,,,0,0,0,0,0,,,
1015,7,,Cattle Both,Cattle,both,,,,,,,2,,,,,,4,
1015,7,,Goat Both,Goats,both,,,,,,,,,,2,,,4,
1016,2,,Camels(Female),Camels,female,,,,0,,,,,,,,,,0
1016,2,,Goat Both,Goats,both,,,,,0,,,,,,,,0,
1016,2,,Goats(Female),Goats,female,,,,0,,,,,,,,,,0
1016,2,,Goats(Male),Goats,male,,,,0,,,,,,,,,,0
1016,2,,0,Shoats,both,,,,,,0,0,0,0,0,0,0,,
1016,2,,Sheep Both,Sheep,both,,,,,0,,,,,,,,0,
1016,2,,Cattle(Male),Cattle,male,,,,0,,,,,,,,,,0
1016,2,,Camels(Male),Camels,male,,,,0,,,,,,,,,,0
1016,2,,Cattle Both,Cattle,both,,,,,0,,0,0,0,0,0,,0,
1016,2,,Cattle(Female),Cattle,female,,,,0,,,,,,,,,,0
1016,2,,Camel Both,Camels,both,,,,,0,,0,0,0,0,0,,0,
1016,2,,Sheep(Female),Sheep,female,,,,0,,,,,,,,,,0
1016,2,,Sheep(Male),Sheep,male,,,,0,,,,,,,,,,0
1016,3,0,Goats(Female),Goats,female,0,Yes,,,,,0,0,0,0,0,,,
1016,3,0,Cattle(Female),Cattle,female,0,Yes,,,,,0,0,0,0,0,,,
1016,3,0,Camels(Male),Camels,male,0,Yes,,,,,0,0,0,0,0,,,
1016,3,0,Goats(Male),Goats,male,0,Yes,,,,,0,0,0,0,0,,,
1016,3,0,Sheep(Female),Sheep,female,0,No,NO. NOT CUPTURED,2,,,0,0,1,1,0,,,
1016,3,0,Sheep(Male),Sheep,male,0,Yes,,,,,0,0,0,1,0,,,
1016,3,0,Camels(Female),Camels,female,0,Yes,,,,,0,0,0,0,0,,,
1016,3,0,Cattle(Male),Cattle,male,0,Yes,,,,,0,0,0,0,0,,,
1016,4,0,Camels(Female),Camels,female,0,Yes,,,,,0,0,0,0,0,,,
1016,4,0,Cattle(Female),Cattle,female,0,Yes,,,,,0,0,0,0,0,,,
1016,4,0,Goats(Male),Goats,male,0,Yes,,,,,0,0,0,0,0,,,
1016,4,0,Camels(Male),Camels,male,0,Yes,,,,,0,0,0,0,0,,,
