hhid,round,comment,memberid,skip_s4,s4q1,s4q1b,s4q2,s4q3a,s4q3b,s4q4,s4q4b,s4q5,s4q6,s4q7a,s4q7b,s4q8
2084,3,0,1,0,Wage/salaried employment,,8,1,,Casual labor (e.g. herding for pay),,1,No,,,
2084,3,0,2,0, House/domestic work,,7,7,, Petty trading (e.g charcoal/water trading),,5,No,,,
2084,3,0,3,0,Student,,6,3,,Herding (household-owned) livestock,,4,No,,,
2084,3,0,4,0,Student,,5,2,, House/domestic work,,5,No,,,
2084,3,0,5,0, House/domestic work,,5,2,,Not working: unable,,,No,,,
2084,3,0,6,0, Not working: too young,,,,,Not applicable,,,No,,,
2084,3,0,7,0, Not working: too young,,,,,Not applicable,,,No,,,
2084,4,0,1,0,Wage/salaried employment,,12,1,,Not applicable,,,Yes,1,,Wage/salaried employment
2084,4,0,2,0, House/domestic work,,10,13,,Not applicable,,,No,,,
2084,4,0,3,0,Student,,10,7,,Other (specify),PERSONAL STUDIES,1,No,,,
2084,4,0,4,0,Student,,10,7,, House/domestic work,,2,No,,,
2084,4,0,5,0,Student,,7,2,,Not applicable,,,No,,,
2084,4,0,6,0, Not working: too young,,,,,Not applicable,,,No,,,
2084,4,0,7,0, Not working: too young,,,,,Not applicable,,,No,,,
2084,5,0,1,0,Casual labor (e.g. herding for pay),,10,3,,Herding (household-owned) livestock,,3,No,,,
2084,5,0,2,0, House/domestic work,,8,8,,Herding (household-owned) livestock,,3,No,,,
2084,5,0,3,0,Student,,8,9,,Herding (household-owned) livestock,,3,No,,,
2084,5,0,4,0,Student,,8,4,, House/domestic work,,3,No,,,
2084,5,0,5,0,Student,,8,2,, House/domestic work,,3,No,,,
2084,5,0,6,0,Student,,6,1,,Herding (household-owned) livestock,,4,No,,,
2084,5,0,7,0, Not working: too young,,,,,Not applicable,,,No,,,
2084,6,0,1,0,Wage/salaried employment,,12,4,,Farming (non-livestock),,2,No,,,
2084,6,0,2,0,Herding (household-owned) livestock,,12,14,,Farming (non-livestock),,2,No,,,
2084,6,0,3,0,Student,,10,5,,Farming (non-livestock),,2,No,,,
2084,6,0,4,0,Student,,10,3,," Livestock production (e.g. milking, sale of",,3,No,,,
2084,6,0,5,0,Student,,10,2,, House/domestic work,,3,No,,,
2084,6,0,6,0,Student,,7,1,, House/domestic work,,2,No,,,
2084,6,0,7,0,Student,,1,1,,Casual labor (e.g. herding for pay),,1,No,,,
2085,1,,1,0,Herding (household-owned) livestock,,,23,,Not applicable,,,No,0,,
2085,1,,2,0, House/domestic work,,,4,,Not applicable,,,No,0,,
2085,1,,3,0, Not working: too young,,,0,,Not applicable,,,No,0,,
2086,1,,1,0, House/domestic work,,,40,,Herding (household-owned) livestock,,,No,0,,
2086,1,,2,0,Herding (household-owned) livestock,,,22,,Not applicable,,,Yes,1,,Wage/salaried employment
2086,1,,3,0,Herding (household-owned) livestock,,,16,,Not applicable,,,No,0,,
2086,1,,4,0,Student,,,6,,Not applicable,,,No,0,,
2086,1,,5,0, House/domestic work,,,6,,Not applicable,,,No,0,,
2086,2,,1,0, Petty trading (e.g charcoal/water trading),,6,40,, House/domestic work,,2,No,,,
2086,2,,2,0,Casual labor (e.g. herding for pay),,10,3,, House/domestic work,,3,Yes,3,, Looking for work
2086,2,,3,0,Herding (household-owned) livestock,,10,15,,Farming (non-livestock),,2,No,,,
2086,2,,4,0,Student,,9,8,,Herding (household-owned) livestock,,4,No,,,
2086,2,,5,0, House/domestic work,,6,7,,Herding (household-owned) livestock,,3,No,,,
2086,3,0,1,0, Petty trading (e.g charcoal/water trading),,8,3,, House/domestic work,,2,No,,,
2086,3,0,2,0,Casual labor (e.g. herding for pay),,8,3,,Not applicable,,,No,,,
2086,3,0,3,0,Herding (household-owned) livestock,,8,25,,Not applicable,,,No,,,
2086,3,0,4,0, Petty trading (e.g charcoal/water trading),,8,3,,Not applicable,,,No,,,
2086,3,0,5,0, House/domestic work,,8,10,,Not applicable,,,No,,,
2086,4,0,1,0, House/domestic work,,9,40,,Not applicable,,,No,,,
2086,4,0,2,1,,,,,,,,,,,,
2086,4,0,3,0,Herding (household-owned) livestock,,12,15,,Farming (non-livestock),,2,No,,,
2086,4,0,4,0,Student,,8,6,,Herding (household-owned) livestock,,1,No,,,
2086,4,0,5,0, House/domestic work,,9,6,,Not applicable,,,No,,,
2086,5,0,1,0, House/domestic work,,8,10,,Herding (household-owned) livestock,,4,No,,,
2086,5,0,3,0,Herding (household-owned) livestock,,9,10,,Farming (non-livestock),,3,No,,,
2086,5,0,4,0,Student,,10,7,,Herding (household-owned) livestock,,3,No,,,
2086,5,0,5,0, House/domestic work,,10,10,,Herding (household-owned) livestock,,3,No,,,
2086,6,0,1,0, House/domestic work,,12,55,,Not applicable,,,No,,,
2086,6,0,3,0,Herding (household-owned) livestock,,8,20,,Farming (non-livestock),,3,No,,,
2086,6,0,4,0,Casual labor (e.g. herding for pay),,8,7,,Herding (household-owned) livestock,,3,Yes,0,1,Visit relatives or friends (not to study)
2086,6,0,5,0, House/domestic work,,5,10,,Not applicable,,,Yes,5,,Other (specify)
2086,6,0,6,0, Petty trading (e.g charcoal/water trading),,8,10,, House/domestic work,,3,Yes,7,,Other (specify)
2086,6,0,7,0,Student,,8,2,, Not working: too young,,,No,,,
2086,6,0,8,0, Not working: too young,,,,,.b,,.b,No,,,
2086,6,0,9,0, Not working: too young,,,,,.b,,.b,No,,,
2087,1,,1,0,Herding (household-owned) livestock,,,68,,Not applicable,,,No,0,,
2087,1,,2,0, House/domestic work,,,52,,Not applicable,,,No,0,,
2087,1,,3,0, House/domestic work,,,19,,Not applicable,,,No,0,,
2087,1,,4,0, House/domestic work,,,10,,Not applicable,,,No,0,,
2087,1,,5,0,Student,,,7,,Not applicable,,,No,0,,
2087,1,,6,0,Student,,,4,,Not applicable,,,No,0,,
2087,1,,7,0,Student,,,0,,Not applicable,,,No,0,,
2088,1,,1,0,Casual labor (e.g. herding for pay),,,12,,Farming (non-livestock),,,No,0,,
2088,1,,2,0,Student,,,4,,Not applicable,,,No,0,,
2088,1,,3,0,Student,,,1,,Not applicable,,,No,0,,
2088,1,,4,0, Not working: too young,,,0,,Not applicable,,,No,0,,
2088,2,,1,0, House/domestic work,,6,18,,Other (specify),BREW HOME BEER,7,No,,,
2088,2,,2,0,Student,,8,5,,Not applicable,,,No,,,
2088,2,,3,0,Student,,6,.b,10, House/domestic work,,4,No,,,
2088,2,,4,0, Not working: too young,,,,,Not applicable,,,No,,,
2088,3,0,1,0, House/domestic work,,7,20,, Petty trading (e.g charcoal/water trading),,5,No,,,
2088,3,0,2,0,Student,,8,6,,Farming (non-livestock),,4,No,,,
2088,3,0,3,0,Student,,6,2,, House/domestic work,,2,No,,,
2088,3,0,4,0, Not working: too young,,,,,Not applicable,,,No,,,
2088,3,0,5,0, Not working: too young,,,,,Not applicable,,,No,,,
2088,4,0,1,0, House/domestic work,,8,20,,Farming (non-livestock),,4,No,,,
2088,4,0,2,0,Student,,8,7,,Farming (non-livestock),,3,No,,,
2088,4,0,3,0,Student,,6,3,, House/domestic work,,2,No,,,
2088,4,0,4,0, Not working: too young,,,,,Not applicable,,,No,,,
2088,4,0,5,0, Not working: too young,,,,,Not applicable,,,No,,,
2088,4,0,6,0,Farming (non-livestock),,4,0,11,Herding (household-owned) livestock,,3,Yes,0,2, Herding (household-owned) livestock
2088,5,0,1,0,Farming (non-livestock),,6,10,, House/domestic work,,5,No,,,
2088,5,0,2,0,Student,,8,7,,Not applicable,,,No,,,
2088,5,0,3,0,Student,,7,3,, House/domestic work,,4,No,,,
2088,5,0,4,0,Herding (household-owned) livestock,,6,1,,Not applicable,,,No,,,
2088,5,0,5,0, Not working: too young,,,,,Not applicable,,,No,,,
2088,5,0,6,0,Farming (non-livestock),,6,1,, Looking for job,,4,No,,,
2088,6,0,1,0,Casual labor (e.g. herding for pay),,7,6,, House/domestic work,,3,Yes,0,1,Visit relatives or friends (not to study)
2088,6,0,2,0,Student,,10,8,,Herding (household-owned) livestock,,3,No,,,
2088,6,0,3,0,Student,,10,5,, House/domestic work,,2,No,,,
2088,6,0,4,0,Student,,10,4,,Herding (household-owned) livestock,,3,No,,,
2088,6,0,5,0, Not working: too young,,,,,.b,,.b,No,,,
2088,6,0,6,0,Student,,10,13,,Not applicable,,,Yes,2,,Studying
2089,1,,1,0,Herding (household-owned) livestock,,,71,,Not applicable,,,No,0,,
2089,1,,2,0, House/domestic work,,,54,,Not applicable,,,No,0,,
2089,1,,3,0,Herding (household-owned) livestock,,,10,,Not applicable,,,No,0,,
2089,1,,4,0,Student,,,3,,Not applicable,,,No,0,,
2089,1,,16,0,.b,,,.b,,.b,,,.b,.b,,.b
2089,1,,17,0,.b,,,.b,,.b,,,.b,.b,,.b
2089,2,,1,0,Herding (household-owned) livestock,,8,67,,Farming (non-livestock),,5,No,,,
2089,2,,2,0, House/domestic work,,10,60,," Livestock production (e.g. milking, sale of",,3,No,,,
2089,2,,3,0,Herding (household-owned) livestock,,8,10,, House/domestic work,,4,No,,,
2089,2,,4,0,Student,,6,5,, House/domestic work,,6,No,,,
2089,2,,16,0,Casual labor (e.g. herding for pay),,6,10,,Farming (non-livestock),,5,Yes,3,, Casual labor (e.g. herding for pay)
2089,2,,17,0,Wage/salaried employment,,8,7,,Not applicable,,,Yes,3,,Wage/salaried employment
2089,2,,21,0, House/domestic work,,8,15,,Not applicable,,,No,,,
2089,2,,22,0, Not working: too young,,,,,Not applicable,,,No,,,
2089,2,,23,0, Not working: too young,,,,,Not applicable,,,No,,,
2089,2,,24,0, Not working: too young,,,,,Not applicable,,,No,,,
2089,3,0,1,0,Herding (household-owned) livestock,,10,60,,Not applicable,,,No,,,
2089,3,0,2,0, House/domestic work,,12,35,,Herding (household-owned) livestock,,5,No,,,
2089,3,0,3,0,Herding (household-owned) livestock,,12,20,,Not applicable,,,No,,,
2089,3,0,4,0,Student,,8,5,,Not applicable,,,No,,,
2089,3,0,16,0,Farming (non-livestock),,6,3,,Not applicable,,,No,,,
2089,3,1,17,0,Casual labor (e.g. herding for pay),,8,.b,,Not applicable,,,No,,,
2089,3,0,21,0, House/domestic work,,13,5,,Not applicable,,,No,,,
2089,3,1,22,0, Not working: too young,,,,,Not applicable,,,No,,,
2089,3,1,23,0, Not working: too young,,,,,Not applicable,,,No,,,
2089,3,0,24,0, Not working: too young,,,,,Not applicable,,,No,,,
2089,3,0,25,0, House/domestic work,,13,3,,Not applicable,,,No,,,
2089,4,0,1,0,Farming (non-livestock),,6,50,,Not applicable,,,No,,,
2089,4,0,2,0,Not working: too old,,,2,,Not applicable,,,No,,,
2089,4,0,3,0,Herding (household-owned) livestock,,12,15,,Farming (non-livestock),,2,No,,,
2089,4,0,4,1,,,,,,,,,,,,
2089,4,0,16,1,,,,,,,,,,,,
2089,4,0,21,0, House/domestic work,,12,10,,Not applicable,,,No,,,
2089,4,0,24,0, Not working: too young,,,,,Not applicable,,,No,,,
2089,4,0,25,0,Student,,5,1,,Not applicable,,,No,,,
2089,4,0,26,0, Not working: too young,,,,,Not applicable,,,No,,,
2089,4,0,27,0,Student,,6,1,,Not applicable,,,No,,,
2089,4,0,28,0,Student,,8,5,,Not applicable,,,No,,,
2089,4,0,29,0, House/domestic work,,12,10,,Not applicable,,,No,,,
2089,4,0,30,0,Student,,8,5,,Not applicable,,,No,,,
2089,5,0,1,0,Farming (non-livestock),,8,40,,Herding (household-owned) livestock,,6,No,,,
2089,5,0,2,0, House/domestic work,,8,40,,Herding (household-owned) livestock,,5,No,,,
2089,5,0,3,0,Herding (household-owned) livestock,,7,10,,Farming (non-livestock),,5,No,,,
2089,5,0,21,0, House/domestic work,,8,8,,Farming (non-livestock),,4,No,,,
2089,5,0,24,0, Not working: too young,,,,,Not applicable,,,No,,,
2089,5,0,25,0,Student,,6,1,,Farming (non-livestock),,4,No,,,
2089,5,0,26,0,Student,,8,5,,Herding (household-owned) livestock,,4,No,,,
2089,5,0,27,0,Student,,6,4,,Herding (household-owned) livestock,,4,No,,,
2089,5,0,28,0,Student,,8,6,,Herding (household-owned) livestock,,3,No,,,
2089,5,0,29,0, House/domestic work,,8,2,,Farming (non-livestock),,4,No,,,
2089,5,0,30,0,Student,,8,6,, House/domestic work,,4,No,,,
2089,6,0,1,0,Not working: too old,,,.b,,.b,,.b,No,,,
2089,6,0,2,0,Herding (household-owned) livestock,,10,70,, House/domestic work,,2,No,,,
2089,6,0,3,0,Herding (household-owned) livestock,,12,16,,Farming (non-livestock),,3,No,,,
2089,6,0,21,1,,,,,,,,,,,,
2089,6,0,24,0,Student,,8,1,,Herding (household-owned) livestock,,4,No,,,
2089,6,0,25,0,Student,,8,2,, House/domestic work,,2,No,,,
2089,6,0,26,0,Student,,8,1,,Herding (household-owned) livestock,,4,No,,,
2089,6,0,27,0,Student,,8,4,,Herding (household-owned) livestock,,3,No,,,
2089,6,0,28,0,Student,,8,8,,Herding (household-owned) livestock,,4,No,,,
2089,6,0,29,0, House/domestic work,,12,12,,Not applicable,,,No,,,
2089,6,0,30,0,Student,,8,6,, House/domestic work,,2,No,,,
2090,1,,1,0,Wage/salaried employment,,,30,,Farming (non-livestock),,,Yes,1,, Herding (household-owned) livestock
2090,1,,2,0, House/domestic work,,,25,,Not applicable,,,No,0,,
2090,1,,3,0, Looking for job,,,1,,Not applicable,,,No,0,,
2090,1,,4,0,Student,,,7,,Not applicable,,,No,0,,
2090,1,,5,0, House/domestic work,,,6,,Not applicable,,,No,0,,
2090,1,,6,0,Student,,,6,,Not applicable,,,No,0,,
2090,1,,7,0,Student,,,2,,Not applicable,,,No,0,,
2090,1,,8,0,Student,,,1,,Not applicable,,,No,0,,
2090,1,,9,0, Not working: too young,,,0,,Not applicable,,,No,0,,
2090,1,,10,0, Not working: too young,,,0,,Not applicable,,,No,0,,
2090,2,,1,0,Herding (household-owned) livestock,,7,34,,Farming (non-livestock),,5,Yes,3,, Herding (household-owned) livestock
2090,2,,2,0, House/domestic work,,8,24,, Petty trading (e.g charcoal/water trading),,4,No,,,
2090,2,,3,0,Student,,8,.b,3, House/domestic work,,3,Yes,3,,Studying
2090,2,,4,0,Student,,8,8,,Not applicable,,,No,,,
2090,2,,5,0,.b,,.b,.b,,.b,,.b,.b,.b,,.b
2090,2,,6,0,Student,,8,5,,Herding (household-owned) livestock,,4,No,,,
2090,2,,7,0,Student,,8,3,, House/domestic work,,3,No,,,
2090,2,,8,0,Student,,6,.b,10,Not applicable,,,No,,,
2090,2,,9,0,Student,,6,.b,10,Not applicable,,,No,,,
2090,2,,10,0, Not working: too young,,,,,Not applicable,,,No,,,
2090,3,0,1,0,Herding (household-owned) livestock,,8,20,,Farming (non-livestock),,3,No,,,
2090,3,0,2,0, House/domestic work,,10,20,,Herding (household-owned) livestock,,3,No,,,
2090,3,0,3,0,Student,,8,2,,Not applicable,,,No,,,
2090,3,0,4,0,Student,,8,8,,Herding (household-owned) livestock,,4,No,,,
2090,3,0,6,0,Student,,8,6,, House/domestic work,,3,No,,,
2090,3,0,7,0,Student,,8,3,, House/domestic work,,3,No,,,
2090,3,0,8,0,Student,,6,2,,Not applicable,,,No,,,
2090,3,0,9,0,Student,,6,0,9, Not working: too young,,,No,,,
2090,3,0,10,0, Not working: too young,,,,,Not applicable,,,No,,,
2090,4,0,1,0,Herding (household-owned) livestock,,10,10,,Farming (non-livestock),,2,No,,,
2090,4,0,2,0, House/domestic work,,7,20,, Petty trading (e.g charcoal/water trading),,3,No,,,
2090,4,0,3,0,Student,,10,16,,Not applicable,,,Yes,7,,Studying
2090,4,0,4,0,Student,,9,8,,Not applicable,,,Yes,7,,Studying
2090,4,0,6,0,Student,,8,6,,Herding (household-owned) livestock,,3,No,,,
2090,4,0,7,0,Student,,8,3,, House/domestic work,,3,No,,,
2090,4,0,8,0,Student,,7,1,,Not applicable,,,No,,,
2090,4,0,9,0,Student,,7,1,,Not applicable,,,No,,,
2090,4,0,10,0, Not working: too young,,,,,Not applicable,,,No,,,
2090,5,0,1,0,Herding (household-owned) livestock,,8,30,,Not applicable,,,Yes,1,,Visit relatives or friends (not to study)
2090,5,0,2,0, Petty trading (e.g charcoal/water trading),,8,3,, House/domestic work,,3,Yes,0,2, Ill/injured
2090,5,0,3,0,Student,,8,16,, House/domestic work,,3,Yes,6,,Studying
2090,5,0,4,0,Herding (household-owned) livestock,,8,0,10,Not applicable,,,No,,,
2090,5,0,6,0,Student,,8,6,,Herding (household-owned) livestock,,3,No,,,
2090,5,0,7,0,Student,,6,3,, House/domestic work,,3,No,,,
2090,5,0,8,0,Student,,6,2,, Not working: too young,,,No,,,
2090,5,0,9,0,Student,,6,1,, Not working: too young,,,No,,,
2090,5,0,10,0, Not working: too young,,,,,Not applicable,,,No,,,
2090,6,0,1,0,Herding (household-owned) livestock,,10,30,,Farming (non-livestock),,3,No,,,
2090,6,0,2,0,Herding (household-owned) livestock,,8,30,, House/domestic work,,4,No,,,
2090,6,0,3,1,,,,,,,,,,,,
2090,6,0,4,0,Herding (household-owned) livestock,,10,2,,Casual labor (e.g. herding for pay),,6,No,,,
2090,6,0,6,0,Student,,10,10,, House/domestic work,,3,No,,,
2090,6,0,7,0,Student,,10,8,, House/domestic work,,3,No,,,
2090,6,0,8,0,Student,,10,6,,Herding (household-owned) livestock,,3,No,,,
2090,6,0,9,0,Student,,10,4,, Not working: too young,,,No,,,
2090,6,0,10,0,Student,,5,1,, Not working: too young,,,No,,,
2091,1,,1,0,Herding (household-owned) livestock,,,41,,Not applicable,,,No,0,,
2091,1,,2,0, House/domestic work,,,26,,Not applicable,,,Yes,1,,Visit relatives or friends (not to study)
2091,1,,3,0,Student,,,14,,Not applicable,,,No,0,,
2091,1,,4,0,Herding (household-owned) livestock,,,10,,Not applicable,,,No,0,,
2091,1,,5,0,Student,,,5,,Not applicable,,,No,0,,
2091,1,,6,0,Student,,,5,,Not applicable,,,No,0,,
2091,1,,7,0,Student,,,7,,Not applicable,,,No,0,,
2091,2,,1,0,Herding (household-owned) livestock,,9,40,, House/domestic work,,3,Yes,2,, Herding (household-owned) livestock
2091,2,,2,0, House/domestic work,,8,30,,Herding (household-owned) livestock,,3,Yes,2,, Herding (household-owned) livestock
2091,2,,3,0,Wage/salaried employment,,9,.b,9, House/domestic work,,4,Yes,6,,Wage/salaried employment
2091,2,,4,0,Herding (household-owned) livestock,,9,10,,Farming (non-livestock),,3,Yes,4,, Herding (household-owned) livestock
2091,2,,5,0,Student,,7,8,,Herding (household-owned) livestock,,4,No,,,
2091,2,,6,0,Student,,7,6,, House/domestic work,,3,No,,,
2091,2,,7,0,Student,,8,5,,Herding (household-owned) livestock,,4,No,,,
2091,3,0,1,0,Herding (household-owned) livestock,,7,30,, Livestock trading,,3,No,,,
2091,3,0,2,0,Herding (household-owned) livestock,,4,25,, House/domestic work,,6,No,,,
2091,3,0,3,0,Wage/salaried employment,,7,1,,Not applicable,,,No,,,
2091,3,0,4,0,Herding (household-owned) livestock,,4,10,,Casual labor (e.g. herding for pay),,6,No,,,
2091,3,0,5,0,Student,,8,7,,Herding (household-owned) livestock,,3,No,,,
2091,3,0,6,0,Student,,8,7,, House/domestic work,,4,No,,,
2091,3,0,7,0,Student,,10,9,,Not applicable,,,No,,,
2091,4,0,1,0,Herding (household-owned) livestock,,10,35,,Not applicable,,,Yes,2,, Herding (household-owned) livestock
2091,4,0,2,0, House/domestic work,,10,1,,Farming (non-livestock),,2,Yes,3,,Visit relatives or friends (not to study)
2091,4,0,3,0,Wage/salaried employment,,8,2,,Not applicable,,,Yes,6,,Wage/salaried employment
2091,4,0,5,0,Student,,9,8,,Herding (household-owned) livestock,,3,No,,,
2091,4,0,6,0,Student,,8,8,, House/domestic work,,2,Yes,7,,Studying
2091,4,0,7,0,Student,,9,10,, House/domestic work,,2,Yes,8,,Studying
2091,5,0,1,0,Herding (household-owned) livestock,,12,4,,Not applicable,,,Yes,0,2,Visit relatives or friends (not to study)
2091,5,0,2,0, House/domestic work,,8,2,,Not applicable,,,Yes,0,2,Visit relatives or friends (not to study)
2091,5,1,3,0,Wage/salaried employment,,10,1,,Not applicable,,,Yes,10,,Wage/salaried employment
2091,5,0,5,0,Herding (household-owned) livestock,,10,0,3,Casual labor (e.g. herding for pay),,6,No,,,
2091,5,0,6,0,Student,,8,8,, House/domestic work,,2,No,,,
2091,5,0,7,0,Student,,8,11,,Herding (household-owned) livestock,,3,Yes,8,,Studying
2091,6,0,1,0,Herding (household-owned) livestock,,10,40,,Not applicable,,,Yes,0,1,Attending traditional ceremony
2091,6,0,2,0,Herding (household-owned) livestock,,10,7,, House/domestic work,,5,Yes,0,1,Other (specify)
2091,6,0,5,1,,,,,,,,,,,,
2091,6,0,6,0,Student,,8,13,, House/domestic work,,3,Yes,8,,Studying
2091,6,0,7,0,Student,,8,11,,Not applicable,,,Yes,8,,Studying
2091,6,0,8,0,Student,,8,6,,Herding (household-owned) livestock,,4,No,,,
2092,1,,1,0, Petty trading (e.g charcoal/water trading),,,1,, House/domestic work,,,No,0,,
2092,1,,2,0, Not working: too young,,,0,,Not applicable,,,No,0,,
2092,2,,1,0, Petty trading (e.g charcoal/water trading),,10,5,, House/domestic work,,4,No,,,
2092,2,,2,0, Not working: too young,,,,,Not applicable,,,No,,,
2092,3,0,1,0, House/domestic work,,8,15,,Not applicable,,,No,,,
2092,3,0,2,0, Not working: too young,,,,,Not applicable,,,No,,,
2092,3,0,3,0, Not working: too young,,,,,Not applicable,,,No,,,
2092,4,0,1,0, House/domestic work,,12,5,,Not applicable,,,No,,,
2092,4,0,2,0, Not working: too young,,,,,Not applicable,,,No,,,
2092,4,0,3,0, Not working: too young,,,,,Not applicable,,,No,,,
2092,5,0,1,0, House/domestic work,,8,10,,Farming (non-livestock),,2,No,,,
2092,5,0,2,0, Not working: too young,,,,,Not applicable,,,No,,,
2092,5,0,3,0, Not working: too young,,,,,Not applicable,,,No,,,
2092,6,0,1,0, House/domestic work,,10,21,, Petty trading (e.g charcoal/water trading),,6,No,,,
2092,6,0,2,0,Student,,6,1,,Not applicable,,,No,,,
2092,6,0,3,0, Not working: too young,,,,,.b,,.b,No,,,
2092,6,0,4,0, Not working: too young,,,,,.b,,.b,No,,,
2093,1,,1,0,Herding (household-owned) livestock,,,65,,Not applicable,,,No,0,,
2093,1,,2,0, House/domestic work,,,13,,Herding (household-owned) livestock,,,Yes,1,,Other (specify)
2093,1,,3,0,Student,,,6,,Not applicable,,,No,0,,
2093,1,,4,0,Student,,,3,,Not applicable,,,No,0,,
2093,1,,5,0,Student,,,2,,Not applicable,,,No,0,,
2093,1,,6,0, Not working: too young,,,0,,Not applicable,,,No,0,,
2093,1,,7,0, Not working: too young,,,0,,Not applicable,,,No,0,,
2093,2,,1,0,Herding (household-owned) livestock,,9,50,,Not applicable,,,Yes,0,2,Visit relatives or friends (not to study)
2093,2,,2,0, Petty trading (e.g charcoal/water trading),,8,15,,Herding (household-owned) livestock,,4,No,,,
2093,2,,3,0,Student,,9,7,,Not applicable,,,No,,,
2093,2,,4,0,Student,,6,3,,Herding (household-owned) livestock,,4,No,,,
2093,2,,5,0,Student,,6,3,, House/domestic work,,3,No,,,
2093,2,,6,0, Not working: too young,,,,,Not applicable,,,No,,,
2093,2,,7,0, Not working: too young,,,,,Not applicable,,,No,,,
2093,3,0,1,0,Not working: unable,,,5,,Not applicable,,,No,,,
2093,3,0,2,0, House/domestic work,,7,15,,Not applicable,,,No,,,
2093,3,0,3,0,Student,,8,6,, House/domestic work,,3,No,,,
2093,3,0,4,0,Student,,6,4,,Herding (household-owned) livestock,,3,No,,,
2093,3,0,5,0,Student,,5,3,, House/domestic work,,4,No,,,
2093,3,0,6,0,Student,,5,1,, Not working: too young,,,No,,,
2093,3,0,7,0, Not working: too young,,,,,Not applicable,,,No,,,
2093,4,0,1,0,Herding (household-owned) livestock,,10,15,,Not applicable,,,No,,,
2093,4,0,2,0, Petty trading (e.g charcoal/water trading),,9,10,, House/domestic work,,4,No,,,
2093,4,0,3,0,Student,,8,7,,Not applicable,,,No,,,
2093,4,0,4,0,Student,,8,3,,Herding (household-owned) livestock,,3,No,,,
2093,4,0,5,0,Student,,8,2,, House/domestic work,,3,No,,,
2093,4,0,6,0,Student,,8,1,,Not applicable,,,No,,,
2093,4,0,7,0, Not working: too young,,,,,Not applicable,,,No,,,
2093,5,0,1,0,Herding (household-owned) livestock,,8,35,,Not applicable,,,Yes,12,,Other (specify)
2093,5,0,2,0, House/domestic work,,10,23,,Farming (non-livestock),,3,No,,,
2093,5,0,3,0,Student,,8,7,,Not working: unable,,,No,,,
2093,5,0,4,0,Student,,8,4,,Herding (household-owned) livestock,,3,No,,,
2093,5,0,5,0,Student,,6,3,, House/domestic work,,3,No,,,
2093,5,0,6,0,Student,,6,1,, Not working: too young,,,No,,,
2093,5,0,7,0, Not working: too young,,,,,Not applicable,,,No,,,
2093,6,0,2,0,Herding (household-owned) livestock,,12,30,,Farming (non-livestock),,4,No,,,
2093,6,0,3,0,Student,,8,8,,Not working: unable,,,No,,,
2093,6,0,4,0,Student,,8,5,,Herding (household-owned) livestock,,3,No,,,
2093,6,0,5,0,Student,,8,5,, House/domestic work,,4,No,,,
2093,6,0,6,0,Student,,8,3,, Not working: too young,,,No,,,
2093,6,0,7,0,Student,,5,1,, Not working: too young,,,No,,,
2093,6,0,8,0, Not working: too young,,,,,.b,,.b,No,,,
2094,1,,1,0,Herding (household-owned) livestock,,,40,, Petty trading (e.g charcoal/water trading),,,No,0,,
2094,1,,2,0, House/domestic work,,,25,, Petty trading (e.g charcoal/water trading),,,No,0,,
2094,1,,3,0,Student,,,8,,Not applicable,,,No,0,,
2094,1,,4,0,Student,,,5,,Not applicable,,,No,0,,
2094,1,,5,0,Student,,,4,,Not applicable,,,No,0,,
2094,1,,6,0,Student,,,1,,Not applicable,,,No,0,,
2094,1,,7,0, Not working: too young,,,0,,Not applicable,,,No,0,,
2094,1,,8,0, Not working: too young,,,0,,Not applicable,,,No,0,,
2094,2,,1,0,Herding (household-owned) livestock,,10,40,, Livestock trading,,4,Yes,0,2,Visit relatives or friends (not to study)
2094,2,,2,0, House/domestic work,,6,20,, Petty trading (e.g charcoal/water trading),,4,No,,,
2094,2,,3,0,Student,,9,9,,Herding (household-owned) livestock,,4,No,,,
2094,2,,4,0,Student,,9,7,,Farming (non-livestock),,3,No,,,
2094,2,,5,0,Student,,6,4,, House/domestic work,,2,No,,,
2094,2,,6,0,Student,,6,2,, Not working: too young,,,No,,,
2094,2,,7,0, Not working: too young,,,,,Not applicable,,,No,,,
2094,2,,8,0, Not working: too young,,,,,Not applicable,,,No,,,
2094,3,0,1,0,Herding (household-owned) livestock,,9,46,,Casual labor (e.g. herding for pay),,8,No,,,
2094,3,0,2,0, Petty trading (e.g charcoal/water trading),,8,1,, House/domestic work,,8,No,,,
2094,3,0,3,0,Student,,8,9,,Herding (household-owned) livestock,,3,No,,,
2094,3,0,4,0,Student,,8,7,,Herding (household-owned) livestock,,4,No,,,
2094,3,0,5,0,Student,,8,5,, House/domestic work,,3,No,,,
2094,3,0,6,0,Student,,6,3,, House/domestic work,,3,No,,,
2094,3,0,7,0, Not working: too young,,,,,Not applicable,,,No,,,
2094,3,0,8,0, Not working: too young,,,,,Not applicable,,,No,,,
2094,3,0,9,0,Herding (household-owned) livestock,,7,10,,Casual labor (e.g. herding for pay),,5,No,,,
2094,4,0,1,0,Herding (household-owned) livestock,,9,30,,Casual labor (e.g. herding for pay),,3,No,,,
2094,4,0,2,0, Petty trading (e.g charcoal/water trading),,6,10,, House/domestic work,,4,Yes,0,1,Attending traditional ceremony
2094,4,0,3,0,Student,,10,9,,Farming (non-livestock),,2,Yes,7,,Studying
