hhid,round,comment,intakeevent,s6q27a,s6q27b,s6q28,s6q29,s6q29a,s6q29a1,s6q29b,s6q30,s6q31,s6q32,s6q32b,s6q33,s6q33_r6,s6q34,s6q34b,s6q34c,s6q34d
8054,3,0,7,2011,Jul-15,Cattle,Purchased,,,,4,1,Restocking from loss,,Outside the district,,,20000,Yes,
8054,3,0,5,2011,Jan-15,Shoat,Purchased,,,,1,0,Restocking from loss,,Within the district,,,2000,Yes,
8054,3,0,1,2011,Apr-15,Camel,Received as a part of a restocking program,,,,1,1,Start herd,,Within sub-location,,,9000,Yes,
8054,4,0,2,2012,Mar-15,Cattle,Purchased,,,,1,0,Restocking from loss,,Within the location,,,12000,Yes,
8054,4,0,1,2012,Jan-15,Camel,Purchased,,,,1,1,Start herd,,Within the district,,,20000,Yes,
8054,4,0,3,2011,Nov-14,Shoat,Purchased,,,,5,3,Expand herd,,Within the location,,,15000,Yes,
8054,7,,1,2020,Oct-14,Goat,Purchased,,,,2,,Expand herd,,,,3000,6000,,1
8055,2,,1,2010,Sep-15,Shoat,Purchased,,,,1,1,Expand herd,,Within sub-location,,2500,,,
8055,3,0,1,2011,Apr-15,Shoat,Received as gifts,,,,1,1,Milking purposes,,Within the location,,,3000,Yes,
8055,4,0,1,2012,Sep-15,Cattle,Other (specify),,,brought back their herded livestock,5,5,Restocking from loss,,Within sub-location,,,60000,Yes,
8055,5,0,2,2013,Mar-15,Cattle,Purchased,,,,3,0,Expand herd,,Within the location,,,40000,Yes,
8055,5,0,3,2013,Jul-15,Cattle,Loaned in/Borrowed,,,,1,1,Cultural and traditional rites,,Within sub-location,,,20000,Yes,
8055,5,0,4,2013,Aug-15,Cattle,Purchased,,,,1,0,Expand herd,,Within the location,,,17000,Yes,
8055,5,0,1,2013,Jan-15,Cattle,Purchased,,,,8,0,Expand herd,,Within the location,,,160000,Yes,
8055,5,0,5,2013,Mar-15,Shoat,Loaned in/Borrowed,,,,8,4,Expand herd,,Within sub-location,,,30000,Yes,
8056,3,0,2,2011,Apr-15,Camel,Received as gifts,,,,1,0,Restocking from loss,,Within the location,,,25000,Yes,
8056,3,0,1,2011,Jan-15,Camel,Purchased,,,,2,0,Expand herd,,Within the location,,,40000,Yes,
8057,5,1,1,2013,Sep-15,Shoat,Purchased,,,,1,0,Expand herd,,Within sub-location,,,3000,Yes,
8059,4,0,3,2011,Nov-14,Cattle,Loaned in/Borrowed,,,,2,0,Expand herd,,Within the location,,,40000,Yes,
8059,4,0,1,2011,Dec-14,Camel,Loaned in/Borrowed,,,,1,1,Milking purposes,,Within sub-location,,,30000,Yes,
8059,4,0,2,2011,Oct-14,Cattle,Received as gifts,,,,3,0,Expand herd,,Within the location,,,60000,Yes,
8059,5,0,1,2013,Aug-15,Shoat,Received as gifts,,,,1,0,Expand herd,,Within sub-location,,,3000,Yes,
8059,6,0,1,2015,Mar-15,Shoat,Purchased,,,,3,0,Consumption,,,Large livestock market (e.g Marsabit and Merille),,6000,Yes,
8059,6,0,3,2015,Sep-15,Shoat,Purchased,,,,1,1,Expand herd,,,Small livestock market,,2200,Yes,
8059,6,0,2,2015,Jan-15,Shoat,Received as gifts,,,,1,1,Expand herd,,,.b,,2000,Yes,
8061,3,0,1,2010,Dec-14,Shoat,Purchased,,,,1,1,Restocking from loss,,Outside the district,,,1700,Yes,
8061,5,0,2,2013,Jul-15,Shoat,Received as gifts,,,,1,1,Expand herd,,Within sub-location,,,1400,Yes,
8061,5,0,3,2013,Aug-15,Shoat,Received as gifts,,,,1,1,Expand herd,,Within sub-location,,,2300,Yes,
8061,5,0,1,2013,Jan-15,Cattle,Received as gifts,,,,1,1,Expand herd,,Within sub-location,,,16000,Yes,
8070,4,0,1,2012,Mar-15,Shoat,Purchased,,,,2,2,Start herd,,Within sub-location,,,2000,Yes,
8070,5,0,1,2013,Mar-15,Shoat,Received as gifts,,,,1,1,Expand herd,,Within sub-location,,,1800,Yes,
9001,1,,1,2009,Apr-15,Camel,Obtained as dowry,,,,2,2,Cultural and traditional rites,,Within sub-location,,18000,,,
9001,3,0,1,2010,Dec-14,Shoat,Exchange,,,,12,5,Expand herd,,Within the location,,,27000,Yes,
9001,3,0,2,2011,Apr-15,Shoat,Exchange,,,,10,4,Expand herd,,Within the location,,,30000,Yes,
9001,5,0,4,2013,Apr-15,Shoat,Received as gifts,,,,14,10,Restocking from loss,,Within the district,,,14000,Yes,
9001,5,0,2,2013,Mar-15,Camel,Purchased,,,,1,0,Expand herd,,Within the location,,,32000,Yes,
9001,5,0,1,2012,Oct-14,Camel,Received as gifts,,,,4,3,Cultural and traditional rites,,Within sub-location,,,40000,Yes,
9001,5,0,3,2012,Dec-14,Cattle,Loaned in/Borrowed,,,,1,1,Milking purposes,,Within the location,,,17500,Yes,
9001,5,0,6,2013,Aug-15,Shoat,Received as gifts,,,,3,2,Expand herd,,Within the location,,,3000,Yes,
9001,5,0,5,2013,May-15,Shoat,Purchased,,,,4,2,Expand herd,,Within sub-location,,,4800,Yes,
9002,1,,1,2009,Apr-15,Camel,Obtained as dowry,,,,2,2,Cultural and traditional rites,,Within the location,,18000,,,
9002,3,0,1,2011,Mar-15,Camel,Received as gifts,,,,5,5,Expand herd,,Within sub-location,,,96000,Yes,
9002,4,0,2,2012,Mar-15,Shoat,Received as gifts,,,,1,1,Restocking from loss,,Within the location,,,3000,Yes,
9002,4,0,1,2011,Dec-14,Camel,Received as gifts,,,,2,1,Cultural and traditional rites,,Within the location,,,70000,Yes,
9002,5,0,3,2013,Mar-15,Shoat,Loaned in/Borrowed,,,,3,2,Expand herd,,Within sub-location,,,9000,Yes,
9002,5,0,1,2012,Nov-14,Camel,Obtained as dowry,,,,1,0,Cultural and traditional rites,,Within sub-location,,,40000,Yes,
9002,5,0,5,2013,Jul-15,Shoat,Loaned in/Borrowed,,,,3,1,Expand herd,,Within sub-location,,,12000,Yes,
9002,5,0,2,2013,Jan-15,Shoat,Exchange,,,,2,1,Expand herd,,Within sub-location,,,5000,Yes,
9002,5,0,4,2013,Jun-15,Shoat,Exchange,,,,3,2,Expand herd,,Within sub-location,,,9000,Yes,
9002,7,,1,2019,Mar-15,Sheep,Loaned in/Borrowed,,,,2,,Milking purposes,,,,,,,1
9003,1,,4,2009,May-15,Shoat,Obtained as dowry,,,,1,1,Cultural and traditional rites,,Within sub-location,,1000,,,
9003,1,,2,2008,Dec-14,Shoat,Received as gifts,,,,1,0,Expand herd,,Within sub-location,,1000,,,
9003,1,,3,2009,Apr-15,Camel,Received as gifts,,,,1,0,Consumption,,Within sub-location,,15000,,,
9003,1,,1,2008,Nov-14,Camel,Purchased,,,,1,0,Consumption,,Within sub-location,,15000,,,
9003,3,0,1,2011,Apr-15,Shoat,Loaned in/Borrowed,,,,1,1,Expand herd,,Within the location,,,2400,Yes,
9003,3,0,2,2011,Sep-15,Shoat,Received as gifts,,,,2,1,Expand herd,,Within the location,,,6000,Yes,
9003,4,0,1,2012,Mar-15,Shoat,Received as gifts,,,,17,12,Restocking from loss,,Within sub-location,,,34000,Yes,
9003,5,0,1,2012,Oct-14,Shoat,Loaned in/Borrowed,,,,10,5,Restocking from loss,,Within sub-location,,,20000,Yes,
9003,5,0,2,2012,Nov-14,Shoat,Loaned in/Borrowed,,,,15,9,Restocking from loss,,Within sub-location,,,30000,Yes,
9003,5,0,3,2013,Mar-15,Shoat,Purchased,,,,4,0,Expand herd,,Within sub-location,,,12000,Yes,
9003,5,0,4,2013,May-15,Shoat,Loaned in/Borrowed,,,,6,4,Expand herd,,Within sub-location,,,12000,Yes,
9003,7,,2,2020,May-15,Camel,Received as gifts,,,,2,,Milking purposes,,,,,,,2
9003,7,,1,2019,Mar-15,Camel,Loaned in/Borrowed,,,,2,,Expand herd,,,,,,,2
9004,1,,1,2009,Mar-15,Camel,Purchased,,,,1,0,Restocking from loss,,Within sub-location,,10000,,,
9004,1,,2,2009,Apr-15,Camel,Loaned in/Borrowed,,,,1,1,Milking purposes,,Within sub-location,,12000,,,
9004,1,,3,2009,Jul-15,Shoat,Received as gifts,,,,1,1,Restocking from loss,,Within the location,,800,,,
9004,3,0,1,2011,Apr-15,Shoat,Received as gifts,,,,1,1,Milking purposes,,Within the location,,,2500,Yes,
9004,5,0,5,2012,Dec-14,Shoat,Purchased,,,,2,2,Diversify herd composition,,Within the district,,,8000,Yes,
9004,5,0,1,2013,Feb-15,Camel,Purchased,,,,1,0,Milking purposes,,Within sub-location,,,50000,Yes,
9004,5,0,4,2013,Sep-15,Shoat,Received as gifts,,,,4,3,Diversify herd composition,,Within sub-location,,,12000,Yes,
9004,5,0,3,2013,Jul-15,Shoat,Loaned in/Borrowed,,,,3,3,Expand herd,,Within the location,,,9000,Yes,
9004,5,0,2,2013,Jun-15,Camel,Received as gifts,,,,1,0,Cultural and traditional rites,,Within the location,,,50000,Yes,
9004,7,,1,2020,May-15,Sheep,Loaned in/Borrowed,,,,1,,Milking purposes,,,,,,,1
9005,3,0,4,2011,Aug-15,Shoat,Received as gifts,,,,2,0,Expand herd,,Within the location,,,2400,Yes,
9005,3,0,2,2011,Mar-15,Shoat,Received as gifts,,,,4,3,Restocking from loss,,Within the location,,,8000,Yes,
9005,3,0,1,2011,Mar-15,Camel,Received as gifts,,,,2,1,Restocking from loss,,Within the location,,,1800,Yes,
9005,3,0,3,2011,Jul-15,Shoat,Exchange,,,,4,3,Restocking from loss,,Within the location,,,10000,Yes,
9005,4,0,2,2012,Apr-15,Shoat,Received as gifts,,,,1,1,Restocking from loss,,Within the location,,,3000,Yes,
9005,4,0,1,2011,Dec-14,Cattle,Received as gifts,,,,1,0,Cultural and traditional rites,,Within the location,,,30000,Yes,
9005,5,0,1,2013,Jun-15,Cattle,Obtained as dowry,,,,2,2,Cultural and traditional rites,,Within the location,,,60000,Yes,
9005,5,0,2,2012,Dec-14,Shoat,Purchased,,,,27,27,Expand herd,,Within the location,,,100000,Yes,
9005,5,0,3,2013,Apr-15,Shoat,Received as gifts,,,,10,10,Milking purposes,,Within the location,,,50000,Yes,
9005,7,,1,2020,Aug-15,Goat,Loaned in/Borrowed,,,,1,,Milking purposes,,,,,,,1
9005,7,,2,2020,Jul-15,Camel,Loaned in/Borrowed,,,,2,,Milking purposes,,,,,,,2
9005,7,,1,2019,Jan-15,Camel,Loaned in/Borrowed,,,,2,,Expand herd,,,,,,,2
9006,3,0,3,2011,Mar-15,Cattle,Received as gifts,,,,1,1,Restocking from loss,,Within sub-location,,,19000,Yes,
9006,3,0,2,2011,Aug-15,Camel,Obtained as dowry,,,,1,1,Cultural and traditional rites,,Within sub-location,,,25000,Yes,
9006,3,0,1,2011,Mar-15,Camel,Received as gifts,,,,3,3,Milking purposes,,Within sub-location,,,40000,Yes,
9006,4,0,1,2012,Feb-15,Shoat,Received as gifts,,,,3,2,Expand herd,,Within the location,,,9000,Yes,
9006,5,0,6,2013,Sep-15,Shoat,Received as gifts,,,,5,0,Expand herd,,Within sub-location,,,15000,Yes,
9006,5,0,3,2013,Apr-15,Shoat,Exchange,,,,3,3,Expand herd,,Within sub-location,,,6000,Yes,
9006,5,0,5,2013,Jul-15,Shoat,Loaned in/Borrowed,,,,4,2,Expand herd,,Within sub-location,,,8000,Yes,
9006,5,0,4,2013,Jun-15,Shoat,Exchange,,,,3,3,Expand herd,,Within sub-location,,,6000,Yes,
9006,5,0,2,2012,Nov-14,Shoat,Received as gifts,,,,2,1,Expand herd,,Within sub-location,,,4000,Yes,
9006,7,,1,2020,Aug-15,Goat,Loaned in/Borrowed,,,,2,,Expand herd,,,,,,,2
9006,7,,2,2020,Nov-14,Goat,Loaned in/Borrowed,,,,2,,Expand herd,,,,,,,2
9006,7,,1,2020,May-15,Sheep,Loaned in/Borrowed,,,,1,,Expand herd,,,,,,,1
9007,3,0,2,2010,Dec-14,Shoat,Loaned in/Borrowed,,,,3,2,Expand herd,,Within the location,,,7500,Yes,
9007,3,0,3,2011,Sep-15,Shoat,Received as gifts,,,,2,2,Restocking from loss,,Within sub-location,,,4000,Yes,
9007,3,0,1,2010,Nov-14,Shoat,Received as gifts,,,,4,3,Expand herd,,Within the location,,,10000,Yes,
9007,4,1,1,2011,Dec-14,Shoat,Loaned in/Borrowed,,,,26,13,Expand herd,,Within sub-location,,,52000,Yes,
9008,1,,1,2008,Dec-14,Camel,Obtained as dowry,,,,2,2,Cultural and traditional rites,,Within the location,,16000,,,
9008,4,0,1,2012,Jul-15,Shoat,Received as gifts,,,,1,1,Expand herd,,Within the location,,,2500,Yes,
9008,5,0,2,2013,Mar-15,Shoat,Loaned in/Borrowed,,,,2,1,Expand herd,,Within sub-location,,,5000,Yes,
9008,5,0,3,2013,Jul-15,Shoat,Loaned in/Borrowed,,,,1,1,Expand herd,,Within sub-location,,,4000,Yes,
9008,5,0,1,2012,Nov-14,Shoat,Loaned in/Borrowed,,,,1,1,Expand herd,,Within sub-location,,,3000,Yes,
9008,6,0,1,2015,Jan-15,Camel,Received as gifts,,,,1,1,Expand herd,,,.b,,17000,Yes,
9008,6,0,3,2015,Sep-15,Shoat,Loaned in/Borrowed,Long term borrowing/lending,Clan member,,2,0,Consumption,,,.b,,3600,Yes,
9008,6,0,2,2015,Jun-15,Camel,Purchased,,,,1,0,Restocking from loss,,,A livestock trader within the village,,22000,Yes,
9009,3,0,3,2011,Sep-15,Shoat,Obtained as dowry,,,,2,0,Restocking from loss,,Within the location,,,4000,Yes,
9009,3,0,1,2011,Mar-15,Shoat,Received as gifts,,,,8,8,Restocking from loss,,Within the location,,,8000,Yes,
9009,3,0,2,2011,Jul-15,Shoat,Exchange,,,,2,0,Expand herd,,Within sub-location,,,3900,Yes,
9009,5,0,1,2012,Nov-14,Shoat,Loaned in/Borrowed,,,,4,2,Expand herd,,Within sub-location,,,10000,Yes,
9009,5,0,2,2013,Jan-15,Shoat,Loaned in/Borrowed,,,,2,1,Expand herd,,Within sub-location,,,5000,Yes,
9009,5,0,4,2013,Jun-15,Shoat,Loaned in/Borrowed,,,,2,1,Expand herd,,Within sub-location,,,5000,Yes,
9009,5,0,3,2013,Mar-15,Shoat,Loaned in/Borrowed,,,,5,1,Expand herd,,Within the district,,,14000,Yes,
9009,6,0,1,2015,Jan-15,Shoat,Received as gifts,,,,2,2,Expand herd,,,.b,,4000,Yes,
9010,4,0,2,2012,Feb-15,Shoat,Received as gifts,,,,2,2,Expand herd,,Within the location,,,6000,Yes,
9010,4,0,1,2012,Jan-15,Camel,Received as gifts,,,,1,1,Milking purposes,,Within the location,,,40000,Yes,
9010,5,0,3,2013,Sep-15,Shoat,Loaned in/Borrowed,,,,3,1,Cultural and traditional rites,,Within sub-location,,,3600,Yes,
9010,5,0,2,2013,May-15,Shoat,Received as gifts,,,,7,4,Restocking from loss,,Within sub-location,,,14000,Yes,
9010,5,0,1,2013,Mar-15,Shoat,Purchased,,,,4,3,Expand herd,,Within sub-location,,,4000,Yes,
9011,4,0,1,2012,Apr-15,Shoat,Received as gifts,,,,1,0,Restocking from loss,,Within the location,,,3500,Yes,
9011,7,,1,2019,Feb-15,Sheep,Loaned in/Borrowed,,,,2,,Expand herd,,,,,,,2
9011,7,,2,2020,May-15,Sheep,Loaned in/Borrowed,,,,2,,Restocking from loss,,,,,,,2
9012,1,,4,2009,Jun-15,Shoat,Received as gifts,,,,4,0,Business/Trading,,Within sub-location,,1000,,,
9012,1,,1,2008,Nov-14,Shoat,Purchased,,,,3,0,Cultural and traditional rites,,Within sub-location,,1000,,,
9012,1,,3,2009,Apr-15,Camel,Obtained as dowry,,,,1,0,Expand herd,,Within sub-location,,18000,,,
9012,1,,2,2008,Dec-14,Camel,Loaned in/Borrowed,,,,2,0,Consumption,,Within sub-location,,15000,,,
9012,3,0,1,2011,Apr-15,Shoat,Received as gifts,,,,13,8,Expand herd,,Within the location,,,26000,Yes,
9012,4,0,1,2012,Feb-15,Shoat,Received as gifts,,,,1,1,Restocking from loss,,Within the location,,,3000,Yes,
9012,5,0,4,2013,Aug-15,Shoat,Loaned in/Borrowed,,,,2,2,Consumption,,Within the location,,,4600,Yes,
9012,5,0,1,2012,Dec-14,Camel,Loaned in/Borrowed,,,,1,0,Milking purposes,,Within the location,,,20000,Yes,
9012,5,0,3,2013,Apr-15,Shoat,Purchased,,,,3,3,Expand herd,,Within the location,,,5000,Yes,
9012,5,0,2,2013,Mar-15,Shoat,Loaned in/Borrowed,,,,1,1,Milking purposes,,Within the location,,,3000,Yes,
9013,4,0,1,2012,Jan-15,Camel,Received as gifts,,,,1,1,Expand herd,,Within the location,,,26000,Yes,
9013,4,0,2,2012,Jun-15,Shoat,Received as gifts,,,,2,2,Expand herd,,Within sub-location,,,3000,Yes,
9013,5,0,1,2013,Apr-15,Shoat,Received as gifts,,,,1,1,Expand herd,,Within sub-location,,,2500,Yes,
9013,5,0,2,2013,Jun-15,Shoat,Received as gifts,,,,1,1,Expand herd,,Within the location,,,3000,Yes,
9013,6,0,1,2015,Jan-15,Shoat,Purchased,,,,1,1,Consumption,,,A livestock trader within the village,,1300,Yes,
9014,3,0,2,2011,Feb-15,Shoat,Received as gifts,,,,12,9,Restocking from loss,,Within sub-location,,,14000,Yes,
9014,3,0,1,2010,Dec-14,Shoat,Received as gifts,,,,4,2,Expand herd,,Within sub-location,,,12000,Yes,
9014,4,0,1,2012,Mar-15,Shoat,Received as gifts,,,,1,0,Restocking from loss,,Within sub-location,,,1500,Yes,
9014,4,0,2,2012,Jul-15,Shoat,Received as gifts,,,,1,0,Expand herd,,Within the location,,,1800,Yes,
9014,5,0,3,2013,May-15,Shoat,Received as gifts,,,,16,15,Restocking from loss,,Within the location,,,16000,Yes,
9014,5,0,2,2013,Jan-15,Shoat,Loaned in/Borrowed,,,,12,10,Expand herd,,Within sub-location,,,24000,Yes,
9014,5,0,5,2013,May-15,Shoat,Purchased,,,,6,4,Expand herd,,Within the location,,,12000,Yes,
9014,5,0,1,2012,Dec-14,Camel,Obtained as dowry,,,,2,0,Cultural and traditional rites,,Within sub-location,,,40000,Yes,
9014,5,0,4,2013,Apr-15,Shoat,Obtained as dowry,,,,12,10,Cultural and traditional rites,,Within sub-location,,,36000,Yes,
9014,6,0,1,2014,Oct-14,Camel,Received as gifts,,,,1,1,Milking purposes,,,.b,,24000,Yes,
9014,6,0,3,2014,Dec-14,Shoat,Exchange,,,,2,1,Consumption,,,.b,,2500,Yes,
9014,6,0,4,2015,Jul-15,Shoat,Purchased,,,,1,0,Cultural and traditional rites,,,A livestock trader within the village,,1300,Yes,
9014,6,0,2,2015,May-15,Camel,Purchased,,,,1,0,Restocking from loss,,,A livestock trader within the village,,33000,Yes,
9014,7,,1,2020,Apr-15,Goat,Loaned in/Borrowed,,,,2,,Business/Trading,,,,,,,1
9014,7,,1,2019,Mar-15,Camel,Obtained as dowry,,,,1,,Cultural and traditional rites,,,,,,,1
9015,1,,1,2009,Jan-15,Camel,Purchased,,,,2,1,Consumption,,Within the location,,22000,,,
9015,3,0,2,2011,Mar-15,Shoat,Received as gifts,,,,6,6,Expand herd,,Within sub-location,,,7200,Yes,
9015,3,0,4,2011,Sep-15,Shoat,Purchased,,,,1,0,Expand herd,,Within sub-location,,,1300,Yes,
9015,3,0,1,2011,Jul-15,Cattle,Loaned in/Borrowed,,,,1,1,Milking purposes,,Within sub-location,,,19000,Yes,
9015,3,0,3,.a,.a,Shoat,Exchange,,,,3,3,Consumption,,Within sub-location,,,4800,Yes,
9015,4,0,3,2012,Jun-15,Shoat,Loaned in/Borrowed,,,,2,1,Expand herd,,Within sub-location,,,4000,Yes,
9015,4,0,1,2012,Jan-15,Shoat,Loaned in/Borrowed,,,,2,2,Expand herd,,Within sub-location,,,6000,Yes,
9015,4,0,2,2012,Apr-15,Shoat,Received as gifts,,,,1,0,Expand herd,,Within sub-location,,,2000,Yes,
9015,5,0,1,2013,Jun-15,Camel,Received as gifts,,,,1,0,Expand herd,,Within the location,,,40000,Yes,
9015,5,0,4,2013,Aug-15,Shoat,Received as gifts,,,,1,0,Expand herd,,Within the location,,,1500,Yes,
9015,5,0,2,2013,Feb-15,Shoat,Exchange,,,,3,2,Expand herd,,Within the location,,,9000,Yes,
9015,5,0,3,2013,May-15,Shoat,Received as gifts,,,,2,2,Restocking from loss,,Within sub-location,,,5000,Yes,
9015,7,,1,2020,Aug-15,Goat,Loaned in/Borrowed,,,,1,,Expand herd,,,,,,,1
9015,7,,1,2020,Nov-14,Sheep,Loaned in/Borrowed,,,,1,,Expand herd,,,,,,,1
9016,1,,1,2008,Dec-14,Camel,Obtained as dowry,,,,2,2,Cultural and traditional rites,,Within sub-location,,16000,,,
9016,3,0,1,2010,Oct-14,Camel,Obtained as dowry,,,,1,1,Cultural and traditional rites,,Within the district,,,19000,Yes,
9016,3,0,2,2010,Nov-14,Shoat,Received as gifts,,,,1,1,Expand herd,,Within sub-location,,,950,Yes,
9016,3,0,3,2011,Mar-15,Shoat,Purchased,,,,3,3,Restocking from loss,,Within the location,,,3000,Yes,
9016,4,0,2,2012,Apr-15,Shoat,Loaned in/Borrowed,,,,1,0,Expand herd,,Within sub-location,,,3500,Yes,
9016,4,0,1,2011,Dec-14,Shoat,Received as gifts,,,,3,1,Expand herd,,Within sub-location,,,7500,Yes,
9016,5,0,1,2012,Nov-14,Shoat,Purchased,,,,5,5,Expand herd,,Within sub-location,,,10000,Yes,
9016,5,0,2,2013,Feb-15,Shoat,Exchange,,,,3,3,Expand herd,,Within sub-location,,,6000,Yes,
9016,5,0,4,2013,Jul-15,Shoat,Loaned in/Borrowed,,,,3,0,Expand herd,,Within sub-location,,,6000,Yes,
9016,5,0,3,2013,May-15,Shoat,Loaned in/Borrowed,,,,3,0,Expand herd,,Within the location,,,6000,Yes,
9016,7,,1,2020,May-15,Sheep,Loaned in/Borrowed,,,,1,,Consumption,,,,,,,1
9017,3,0,1,2011,Mar-15,Shoat,Received as gifts,,,,5,3,Restocking from loss,,Within sub-location,,,3800,No,
9017,4,0,1,2012,Apr-15,Cattle,Received as gifts,,,,1,1,Expand herd,,Within sub-location,,,25000,Yes,
9017,5,0,2,2013,Apr-15,Shoat,Exchange,,,,4,2,Expand herd,,Within sub-location,,,16000,Yes,
9017,5,0,1,2012,Dec-14,Shoat,Purchased,,,,4,4,Expand herd,,Within sub-location,,,12000,Yes,
9017,6,0,1,2014,Nov-14,Shoat,Purchased,,,,3,0,Expand herd,,,Large livestock market (e.g Marsabit and Merille),,3300,Yes,
9017,6,0,3,2015,Jul-15,Shoat,Received as gifts,,,,1,0,Milking purposes,,,.b,,1100,Yes,
9017,6,0,2,2015,Mar-15,Shoat,Exchange,,,,2,0,Consumption,,,.b,,2500,Yes,
9019,3,0,2,2011,Mar-15,Shoat,Purchased,,,,3,2,Expand herd,,Within the district,,,4800,Yes,
9019,3,0,1,2011,Jan-15,Shoat,Received as gifts,,,,4,1,Restocking from loss,,Within sub-location,,,3600,Yes,
9020,2,,1,2009,Dec-14,Shoat,Purchased,,,,.b,0,Expand herd,,Within sub-location,,2000,,,
9020,2,,2,2010,Jan-15,Shoat,Purchased,,,,.b,0,Expand herd,,Within sub-location,,2500,,,
9020,2,,3,2010,Apr-15,Shoat,Purchased,,,,.b,0,Expand herd,,Within sub-location,,2400,,,
9020,2,,4,2010,Jul-15,Shoat,Purchased,,,,.b,0,Expand herd,,Within sub-location,,2000,,,
9020,3,0,1,2011,Feb-15,Shoat,Received as gifts,,,,2,1,Expand herd,,Within the location,,,5000,Yes,
9020,3,0,2,2011,Aug-15,Shoat,Loaned in/Borrowed,,,,2,1,Other (specify),fees,Within the location,,,6000,Yes,
9020,5,0,1,2013,Mar-15,Shoat,Received as gifts,,,,1,1,Expand herd,,Within the location,,,2000,Yes,
9020,5,0,2,2013,Aug-15,Shoat,Loaned in/Borrowed,,,,1,1,Expand herd,,Within sub-location,,,1500,Yes,
9020,7,,1,2020,Aug-15,Camel,Obtained as dowry,,,,1,,Cultural and traditional rites,,,,,,,1
9021,3,0,5,2011,Sep-15,Shoat,Exchange,,,,5,2,Expand herd,,Within the location,,,10000,No,
9021,3,0,4,2011,Jun-15,Shoat,Received as gifts,,,,1,1,Milking purposes,,Within the location,,,2200,No,
9021,3,0,2,.a,.a,Cattle,Received as gifts,,,,1,1,Expand herd,,Within sub-location,,,17000,Yes,
9021,3,0,1,2011,Jan-15,Shoat,Loaned in/Borrowed,,,,1,1,Consumption,,Within sub-location,,,2600,Yes,
9021,3,0,3,2011,Apr-15,Camel,Exchange,,,,1,1,Milking purposes,,Within sub-location,,,27000,Yes,
9021,5,0,1,2012,Dec-14,Cattle,Loaned in/Borrowed,,,,3,2,Cultural and traditional rites,,Within the location,,,60000,Yes,
9021,5,0,3,2013,Sep-15,Shoat,Obtained as dowry,,,,4,2,Cultural and traditional rites,,Within sub-location,,,4000,Yes,
9021,5,0,2,2013,Mar-15,Shoat,Purchased,,,,32,12,Expand herd,,Within the location,,,64000,Yes,
9021,7,,1,2019,Jan-15,Camel,Given as debt payment,,,,1,,Expand herd,,,,,,,1
9022,3,0,1,2011,Mar-15,Shoat,Received as gifts,,,,2,0,Restocking from loss,,Within the location,,,4000,Yes,
9022,5,0,2,2013,Apr-15,Shoat,Exchange,,,,3,0,Expand herd,,Within sub-location,,,12000,Yes,
9022,5,0,1,2013,May-15,Camel,Loaned in/Borrowed,,,,1,1,Cultural and traditional rites,,Within sub-location,,,50000,Yes,
9024,4,0,2,2012,Mar-15,Shoat,Purchased,,,,2,0,Expand herd,,Within sub-location,,,4000,Yes,
9024,4,0,1,2012,Feb-15,Shoat,Received as gifts,,,,2,0,Restocking from loss,,Within sub-location,,,5000,Yes,
9024,5,0,1,2013,Apr-15,Shoat,Received as gifts,,,,2,2,Milking purposes,,Within the location,,,4000,Yes,
9024,6,0,1,2014,Oct-14,Shoat,Purchased,,,,3,1,Restocking from loss,,,A livestock trader within the village,,6000,Yes,
9024,6,0,3,2015,Sep-15,Shoat,Received as gifts,,,,1,0,Cultural and traditional rites,,,.b,,1100,Yes,
9024,6,0,2,2015,Feb-15,Shoat,Purchased,,,,2,0,Consumption,,,A livestock trader within the village,,3500,Yes,
9025,5,0,1,2013,Mar-15,Shoat,Loaned in/Borrowed,,,,1,0,Expand herd,,Within sub-location,,,3500,Yes,
9026,4,0,3,2012,Jul-15,Shoat,Received as gifts,,,,2,1,Expand herd,,Within the location,,,6000,Yes,
9026,4,0,2,2012,Apr-15,Shoat,Received as gifts,,,,2,2,Expand herd,,Within the location,,,6000,Yes,
9026,4,0,1,2011,Nov-14,Cattle,Received as gifts,,,,1,0,Cultural and traditional rites,,Within the location,,,30000,Yes,
9027,5,0,1,2012,Dec-14,Shoat,Purchased,,,,10,9,Expand herd,,Within the location,,,40000,Yes,
9027,5,0,2,2013,Feb-15,Shoat,Exchange,,,,5,1,Cultural and traditional rites,,Within sub-location,,,15000,Yes,
9027,5,0,3,2013,Sep-15,Shoat,Received as gifts,,,,2,1,Expand herd,,Within the location,,,4000,Yes,
9028,2,,1,2010,Aug-15,Shoat,Received as gifts,,,,1,1,Milking purposes,,Within sub-location,,900,,,
9028,3,0,3,2011,Feb-15,Shoat,Exchange,,,,10,8,Expand herd,,Within sub-location,,,25000,No,
9028,3,0,2,2010,Nov-14,Shoat,Loaned in/Borrowed,,,,3,2,Expand herd,,Within sub-location,,,7500,Yes,
9028,3,0,4,2011,Aug-15,Shoat,Exchange,,,,2,1,Cultural and traditional rites,,Within sub-location,,,6000,Yes,
9028,3,0,1,2010,Dec-14,Camel,Loaned in/Borrowed,,,,2,0,Expand herd,,Within sub-location,,,27000,Yes,
9028,3,0,5,2011,Sep-15,Shoat,Received as gifts,,,,1,1,Consumption,,Within sub-location,,,2200,No,
