hhid,round,comment,intakeevent,s6q27a,s6q27b,s6q28,s6q29,s6q29a,s6q29a1,s6q29b,s6q30,s6q31,s6q32,s6q32b,s6q33,s6q33_r6,s6q34,s6q34b,s6q34c,s6q34d
6007,2,,1,2010,Apr-15,Shoat,Received as gifts,,,,6,4,Expand herd,,Within the district,,2000,,,
6007,2,,2,2010,Sep-15,Shoat,Received as gifts,,,,4,2,Expand herd,,Within the location,,2000,,,
6007,3,0,1,2011,May-15,Shoat,Received as gifts,,,,8,4,Restocking from loss,,Within the location,,,20000,Yes,
6008,4,0,1,2012,May-15,Shoat,Received as gifts,,,,1,1,Expand herd,,Within the location,,,3000,Yes,
6008,5,0,1,2013,May-15,Shoat,Received as gifts,,,,7,7,Cultural and traditional rites,,Within the location,,,14000,Yes,
6009,2,,2,2010,Aug-15,Cattle,Other (specify),,,Received back,12,10,Milking purposes,,Outside the district,,20000,,,
6009,2,,1,2010,Jun-15,Camel,Obtained as dowry,,,,4,2,Cultural and traditional rites,,Within the location,,25000,,,
6009,4,0,1,2012,Mar-15,Camel,Received as gifts,,,,1,1,Cultural and traditional rites,,Within the location,,,30000,Yes,
6009,5,0,1,2013,Mar-15,Shoat,Loaned in/Borrowed,,,,2,2,Milking purposes,,Within the location,,,8000,Yes,
6009,5,0,3,2013,Jul-15,Shoat,Received as gifts,,,,1,0,Consumption,,Within the location,,,3000,Yes,
6009,5,0,2,2013,May-15,Shoat,Received as gifts,,,,1,0,Consumption,,Within the location,,,3000,Yes,
6009,6,0,1,2015,Apr-15,Shoat,Received as gifts,,,,4,0,Cultural and traditional rites,,,.b,,17000,Yes,
6009,7,,1,2019,Feb-15,Goat,Received as gifts,,,,1,,Milking purposes,,,,,,,1
6009,7,,1,2020,Jul-15,Camel,Received as gifts,,,,2,,Cultural and traditional rites,,,,,,,1
6009,7,,1,2020,Jul-15,Sheep,Received as gifts,,,,2,,Restocking from loss,,,,,,,1
6010,2,,1,2010,Aug-15,Shoat,Received as gifts,,,,2,2,Milking purposes,,Within the location,,2000,,,
6010,2,,2,2010,Aug-15,Shoat,Purchased,,,,2,2,Expand herd,,Within the location,,18000,,,
6010,4,0,1,2012,Feb-15,Shoat,Received as gifts,,,,2,2,Expand herd,,Within the location,,,4000,Yes,
6010,5,0,1,2013,Mar-15,Shoat,Purchased,,,,2,2,Expand herd,,Within the location,,,3000,Yes,
6011,2,,3,2010,Aug-15,Shoat,Purchased,,,,5,5,Cultural and traditional rites,,Within sub-location,,1000,,,
6011,2,,1,2010,Jul-15,Camel,Loaned in/Borrowed,,,,3,2,Milking purposes,,Outside the district,,25000,,,
6011,2,,4,2010,Sep-15,Shoat,Purchased,,,,3,0,Restocking from loss,,Within the location,,900,,,
6011,2,,2,2010,Aug-15,Shoat,Received as gifts,,,,10,0,Expand herd,,Within the district,,1500,,,
6011,3,0,2,.a,.a,Camel,Purchased,,,,2,0,Cultural and traditional rites,,Within the district,,,60000,Yes,
6011,3,0,1,2011,Feb-15,Shoat,Received as gifts,,,,2,1,Expand herd,,Outside the district,,,80000,Yes,
6011,5,0,1,2013,Apr-15,Shoat,Received as gifts,,,,1,1,Expand herd,,Within sub-location,,,2000,Yes,
6013,2,,1,2010,Feb-15,Shoat,Received as gifts,,,,2,2,Restocking from loss,,Within the location,,2500,,,
6013,6,0,1,2015,May-15,Shoat,Received as gifts,,,,1,1,Expand herd,,,.b,,4000,Yes,
6014,3,0,1,2011,Apr-15,Shoat,Received as gifts,,,,6,4,Restocking from loss,,Within the location,,,12000,Yes,
6014,4,0,1,2011,Dec-14,Shoat,Received as gifts,,,,1,1,Expand herd,,Within the location,,,2000,Yes,
6015,3,0,2,2011,May-15,Shoat,Purchased,,,,10,0,Cultural and traditional rites,,Within the district,,,20000,Yes,
6015,3,0,1,2011,Jan-15,Cattle,Received as gifts,,,,4,2,Expand herd,,Within the district,,,60000,Yes,
6015,4,0,1,2012,Mar-15,Shoat,Received as gifts,,,,3,2,Expand herd,,Within sub-location,,,9000,Yes,
6016,3,0,1,.a,.a,Shoat,Received as gifts,,,,4,1,Start herd,,Within the location,,,6000,Yes,
6016,4,0,1,2012,Apr-15,Shoat,Received as gifts,,,,2,1,Restocking from loss,,Within sub-location,,,4000,Yes,
6018,1,,1,2008,Nov-14,Shoat,Exchange,,,,20,5,Restocking from loss,,Within the location,,1200,,,
6018,1,,2,2008,Nov-14,Shoat,Exchange,,,,7,0,Restocking from loss,,Within the location,,1200,,,
6018,2,,1,2010,Apr-15,Shoat,Received as gifts,,,,2,2,Cultural and traditional rites,,Within the location,,1500,,,
6018,3,0,.b,.b,.b,.b,.b,,,,.b,.b,.b,,.b,,,.b,Yes,
6018,4,0,1,2012,Mar-15,Shoat,Received as gifts,,,,3,0,Restocking from loss,,Within sub-location,,,10500,Yes,
6018,6,0,2,2015,Jun-15,Shoat,Received as gifts,,,,3,2,Expand herd,,,.b,,5600,Yes,
6018,6,0,1,2015,Mar-15,Shoat,Received as gifts,,,,2,0,Consumption,,,.b,,5000,Yes,
6018,7,,1,2020,Jul-15,Camel,Exchange,,,,1,,Expand herd,,,,,,,1
6019,3,0,1,2011,Jul-15,Camel,Received as gifts,,,,1,1,Cultural and traditional rites,,Within the location,,,12000,Yes,
6019,3,0,3,2011,Sep-15,Shoat,Received as gifts,,,,3,3,Start herd,,Within the location,,,7200,Yes,
6019,3,0,2,2011,Aug-15,Shoat,Received as gifts,,,,6,3,Expand herd,,Within sub-location,,,10000,Yes,
6019,4,0,2,2012,Feb-15,Shoat,Received as gifts,,,,2,0,Expand herd,,Within the location,,,6000,Yes,
6019,4,0,1,2012,Sep-15,Camel,Obtained as dowry,,,,1,0,Expand herd,,Within the location,,,40000,Yes,
6019,5,0,1,2013,Mar-15,Shoat,Received as gifts,,,,2,2,Restocking from loss,,Within the location,,,5000,Yes,
6020,2,,1,2010,Mar-15,Shoat,Received as gifts,,,,4,2,Expand herd,,Within the district,,1500,,,
6020,4,0,1,2011,Nov-14,Shoat,Received as gifts,,,,5,0,Cultural and traditional rites,,Within sub-location,,,15000,Yes,
6020,5,0,2,2013,Jun-15,Shoat,Received as gifts,,,,2,0,Expand herd,,Within sub-location,,,6000,Yes,
6020,5,0,1,2012,Dec-14,Shoat,Received as gifts,,,,5,2,Restocking from loss,,Within sub-location,,,15000,Yes,
6021,3,0,1,2011,Sep-15,Shoat,Received as gifts,,,,2,1,Consumption,,Within the location,,,1000,Yes,
6021,4,0,2,2012,Apr-15,Shoat,Loaned in/Borrowed,,,,2,1,Expand herd,,Within the location,,,6000,Yes,
6021,4,0,1,2011,Dec-14,Shoat,Received as gifts,,,,3,3,Expand herd,,Within sub-location,,,12000,Yes,
6021,6,0,1,2015,Apr-15,Shoat,Received as gifts,,,,6,4,Restocking from loss,,,.b,,7000,Yes,
6021,7,,1,2020,May-15,Sheep,Received as gifts,,,,1,,Expand herd,,,,,,,1
6022,2,,1,2010,Apr-15,Camel,Received as gifts,,,,4,4,Expand herd,,Within the district,,30000,,,
6022,3,0,1,2011,Mar-15,Shoat,Received as gifts,,,,2,2,Restocking from loss,,Within the location,,,0,No,
6022,7,,1,2020,Dec-14,Camel,Obtained as dowry,,,,1,,Expand herd,,,,,,,1
6022,7,,1,2020,Jul-15,Goat,Received as gifts,,,,1,,Expand herd,,,,,,,1
6023,3,0,2,2011,Jun-15,Shoat,Received as gifts,,,,13,4,Business/Trading,,Within sub-location,,,13000,Yes,
6023,3,0,1,2010,Dec-14,Shoat,Purchased,,,,12,7,Expand herd,,Within the district,,,12000,Yes,
6023,4,0,1,2012,Jan-15,Shoat,Received as gifts,,,,2,2,Cultural and traditional rites,,Within sub-location,,,6000,Yes,
6023,5,0,1,2013,Jan-15,Shoat,Purchased,,,,2,1,Expand herd,,Within sub-location,,,2000,Yes,
6023,5,0,2,2012,Nov-14,Shoat,Received as gifts,,,,1,1,Expand herd,,Within sub-location,,,1500,Yes,
6023,6,0,2,2015,Feb-15,Shoat,Received as gifts,,,,2,2,Restocking from loss,,,.b,,5000,Yes,
6023,6,0,4,2015,Jun-15,Shoat,Loaned in/Borrowed,Short term borrowing/lending,Clan member,,1,1,Cultural and traditional rites,,,.b,,2000,Yes,
6023,6,0,3,2015,Aug-15,Shoat,Received as a part of a restocking program,,,,2,2,Cultural and traditional rites,,,.b,,6000,Yes,
6023,6,0,1,2015,Mar-15,Shoat,Received as gifts,,,,1,1,Restocking from loss,,,.b,,2500,Yes,
6024,3,0,1,2011,Sep-15,Shoat,Received as gifts,,,,1,1,Consumption,,Within the location,,,800,Yes,
6024,5,0,1,2013,Aug-15,Shoat,Received as gifts,,,,1,1,Expand herd,,Within sub-location,,,3000,Yes,
6024,6,0,1,2015,Jan-15,Shoat,Received as gifts,,,,1,0,Expand herd,,,.b,,2100,Yes,
6024,7,,1,2020,Dec-14,Goat,Received as gifts,,,,3,,Consumption,,,,,,,2
6024,7,,2,2020,Dec-14,Goat,Received as gifts,,,,3,,Consumption,,,,,,,2
6025,3,0,1,2010,Dec-14,Shoat,Purchased,,,,5,5,Restocking from loss,,Within the location,,,7500,Yes,
6027,1,,3,2009,Jul-15,Camel,Received as gifts,,,,3,2,Cultural and traditional rites,,Within sub-location,,9000,,,
6027,1,,2,2009,Jul-15,Shoat,Received as gifts,,,,15,6,Cultural and traditional rites,,Within sub-location,,1200,,,
6027,1,,1,2008,Dec-14,Shoat,Purchased,,,,21,8,Business/Trading,,Within sub-location,,1400,,,
6027,2,,1,2010,Feb-15,Shoat,Received as gifts,,,,2,2,Cultural and traditional rites,,Within the location,,2000,,,
6027,2,,2,2010,Mar-15,Shoat,Purchased,,,,4,2,Expand herd,,Within the location,,1500,,,
6027,2,,4,2010,Apr-15,Shoat,Purchased,,,,5,5,Expand herd,,Within sub-location,,1500,,,
6027,2,,6,2010,Jul-15,Shoat,Received as gifts,,,,1,1,Cultural and traditional rites,,Within the location,,800,,,
6027,2,,3,2010,Mar-15,Camel,Received as gifts,,,,1,1,Cultural and traditional rites,,Within the location,,20000,,,
6027,2,,5,2010,Jun-15,Cattle,Received as gifts,,,,2,2,Cultural and traditional rites,,Within the location,,8000,,,
6027,5,0,4,2013,Sep-15,Shoat,Purchased,,,,11,8,Expand herd,,Within sub-location,,,22800,Yes,
6027,5,0,1,2012,Dec-14,Camel,Received as gifts,,,,1,0,Expand herd,,Within sub-location,,,40000,Yes,
6027,5,0,2,2013,Mar-15,Cattle,Received as gifts,,,,5,0,Expand herd,,Within sub-location,,,150000,Yes,
6027,5,0,3,2013,Jan-15,Shoat,Received as gifts,,,,3,0,Expand herd,,Within the location,,,6400,Yes,
6028,4,0,1,2012,Jun-15,Cattle,Received as gifts,,,,4,2,Expand herd,,Within the location,,,80000,Yes,
6028,4,0,3,2012,Sep-15,Shoat,Loaned in/Borrowed,,,,2,2,Milking purposes,,Within the location,,,7000,Yes,
6028,4,0,2,2012,Aug-15,Shoat,Received as gifts,,,,4,0,Expand herd,,Within sub-location,,,12000,Yes,
6029,2,,1,2010,Jan-15,Shoat,Received as gifts,,,,3,0,Consumption,,Within the location,,2000,,,
6029,3,0,1,2011,Jul-15,Shoat,Received as gifts,,,,2,2,Expand herd,,Within the location,,,0,No,
6029,4,0,2,2012,Mar-15,Cattle,Received as gifts,,,,2,2,Expand herd,,Within the location,,,30000,Yes,
6029,4,0,1,2011,Dec-14,Camel,Received as gifts,,,,1,1,Expand herd,,Within the location,,,25000,Yes,
6029,5,0,1,2013,Mar-15,Shoat,Received as gifts,,,,4,4,Cultural and traditional rites,,Within the location,,,5000,Yes,
6029,6,0,1,2015,Jun-15,Shoat,Received as gifts,,,,4,0,Cultural and traditional rites,,,.b,,16000,Yes,
6030,1,,1,2009,Feb-15,Shoat,Loaned in/Borrowed,,,,1,0,Business/Trading,,Within the district,,700,,,
6030,2,,3,2010,Jul-15,Camel,Loaned in/Borrowed,,,,3,1,Milking purposes,,Outside the district,,35000,,,
6030,2,,2,2010,Mar-15,Shoat,Received as gifts,,,,5,0,Expand herd,,Outside the district,,2500,,,
6030,2,,1,2009,Dec-14,Shoat,Received as gifts,,,,10,2,Expand herd,,Within the district,,2500,,,
6030,3,0,1,2011,Mar-15,Camel,Received as gifts,,,,1,1,Restocking from loss,,Within the location,,,60000,Yes,
6030,3,0,2,2011,Mar-15,Shoat,Received as gifts,,,,2,2,Restocking from loss,,Within the location,,,4000,Yes,
6030,4,0,1,2012,Jun-15,Camel,Received as gifts,,,,1,0,Expand herd,,Within sub-location,,,50000,Yes,
6030,6,0,1,2014,Dec-14,Camel,Received as gifts,,,,1,1,Restocking from loss,,,.b,,40000,Yes,
6030,6,0,2,2015,Mar-15,Shoat,Loaned in/Borrowed,Long term borrowing/lending,Family member,,4,4,Expand herd,,,.b,,12000,Yes,
6030,6,0,3,2015,May-15,Shoat,Loaned in/Borrowed,Long term borrowing/lending,Family member,,1,0,Cultural and traditional rites,,,.b,,3000,Yes,
6030,7,,1,2020,Dec-14,Goat,Received as gifts,,,,1,,Business/Trading,,,,,,,1
6031,2,,2,2010,Aug-15,Shoat,Obtained as dowry,,,,7,2,Expand herd,,Within the location,,1200,,,
6031,2,,1,2010,Jul-15,Shoat,Received as gifts,,,,6,0,Cultural and traditional rites,,Within the district,,2000,,,
6031,3,0,2,2011,May-15,Shoat,Received as gifts,,,,3,3,Restocking from loss,,Within the location,,,7000,Yes,
6031,3,0,1,2011,Apr-15,Camel,Received as gifts,,,,1,0,Cultural and traditional rites,,Within the location,,,20000,Yes,
6031,4,0,1,2012,Jun-15,Camel,Obtained as dowry,,,,2,1,Cultural and traditional rites,,Within sub-location,,,60000,Yes,
6031,4,0,2,2012,Mar-15,Shoat,Received as gifts,,,,3,2,Expand herd,,Within the location,,,9000,Yes,
6031,5,0,1,2012,Dec-14,Camel,Received as gifts,,,,1,1,Cultural and traditional rites,,Within sub-location,,,25000,Yes,
6031,7,,1,2020,Jun-15,Goat,Received as gifts,,,,1,,Milking purposes,,,,,,,1
6031,7,,1,2020,Jul-15,Sheep,Received as gifts,,,,1,,Expand herd,,,,,,,1
6032,4,0,1,2012,Aug-15,Cattle,Received as gifts,,,,1,1,Expand herd,,Within the location,,,25000,Yes,
6032,5,0,4,2013,Mar-15,Camel,Received as gifts,,,,1,1,Expand herd,,Within sub-location,,,30000,Yes,
6032,5,0,5,2013,Jun-15,Camel,Purchased,,,,1,0,Expand herd,,Within sub-location,,,35000,Yes,
6032,5,0,3,2013,Mar-15,Shoat,Purchased,,,,5,0,Expand herd,,Within the location,,,10500,Yes,
6032,5,0,1,2012,Nov-14,Shoat,Purchased,,,,12,12,Expand herd,,Within the location,,,23500,Yes,
6032,5,0,2,2013,Feb-15,Shoat,Purchased,,,,8,0,Expand herd,,Within the location,,,17800,Yes,
6033,2,,2,2010,Feb-15,Shoat,Loaned in/Borrowed,,,,3,1,Expand herd,,Within the location,,1100,,,
6033,2,,1,2009,Nov-14,Shoat,Loaned in/Borrowed,,,,2,2,Expand herd,,Within the location,,800,,,
6033,4,0,1,2012,Apr-15,Shoat,Received as gifts,,,,2,2,Expand herd,,Within the location,,,4500,Yes,
6033,4,0,2,2012,Apr-15,Cattle,Received as gifts,,,,2,2,Expand herd,,Within sub-location,,,5000,Yes,
6034,4,0,1,2012,Feb-15,Shoat,Received as gifts,,,,2,2,Expand herd,,Within sub-location,,,5000,Yes,
6034,5,0,2,2013,Apr-15,Shoat,Obtained as dowry,,,,1,1,Cultural and traditional rites,,Within sub-location,,,4200,Yes,
6034,5,0,1,2012,Dec-14,Shoat,Received as gifts,,,,3,3,Expand herd,,Within sub-location,,,12000,Yes,
6034,6,0,2,2015,Jun-15,Shoat,Received as gifts,,,,2,0,Consumption,,,.b,,4500,Yes,
6034,6,0,1,2015,Apr-15,Shoat,Received as gifts,,,,3,0,Expand herd,,,.b,,10000,Yes,
6034,6,0,3,2015,Aug-15,Shoat,Received as gifts,,,,2,0,Other (specify),given for the household to sell,,.b,,5000,Yes,
6034,7,,1,2020,Jul-15,Sheep,Received as gifts,,,,2,,Expand herd,,,,,,,1
6035,2,,1,2010,Apr-15,Shoat,Received as gifts,,,,2,2,Cultural and traditional rites,,Within sub-location,,1700,,,
6035,3,0,1,.a,.a,Shoat,Purchased,,,,18,0,Expand herd,,Within the location,,,18000,Yes,
6035,4,0,1,2012,Feb-15,Shoat,Received as gifts,,,,1,1,Expand herd,,Within sub-location,,,3000,Yes,
6035,6,0,1,2015,Apr-15,Shoat,Received as gifts,,,,2,0,Cultural and traditional rites,,,.b,,3600,Yes,
6035,7,,1,2020,Aug-15,Sheep,Received as gifts,,,,1,,Expand herd,,,,,,,1
6035,7,,1,2019,Feb-15,Camel,Received as gifts,,,,2,,Milking purposes,,,,,,,2
6035,7,,2,2020,May-15,Camel,Loaned in/Borrowed,,,,2,,Milking purposes,,,,,,,2
6036,2,,2,2010,Aug-15,Shoat,Received as gifts,,,,5,2,Cultural and traditional rites,,Within sub-location,,2500,,,
6036,2,,1,2010,Jun-15,Cattle,Received as gifts,,,,2,1,Cultural and traditional rites,,Within sub-location,,8000,,,
6036,3,0,2,2011,Sep-15,Shoat,Loaned in/Borrowed,,,,2,2,Cultural and traditional rites,,Within the location,,,4000,Yes,
6036,3,0,3,2011,Apr-15,Shoat,Received as gifts,,,,1,0,Consumption,,Within sub-location,,,2000,Yes,
6036,3,0,1,2011,Aug-15,Shoat,Purchased,,,,5,4,Restocking from loss,,Within the district,,,15000,Yes,
6036,7,,1,2020,Aug-15,Sheep,Purchased,,,,1,,Expand herd,,,,1200,1200,,1
6036,7,,1,2020,Oct-14,Goat,Exchange,,,,1,,Consumption,,,,,,,1
6038,4,0,1,2012,Jan-15,Shoat,Received as gifts,,,,3,1,Expand herd,,Within sub-location,,,9000,Yes,
6038,4,0,2,2012,Jul-15,Shoat,Loaned in/Borrowed,,,,2,1,Expand herd,,Within the location,,,6500,Yes,
6038,5,0,1,2013,Mar-15,Shoat,Received as a part of a restocking program,,,,4,4,Restocking from loss,,Within sub-location,,,10000,Yes,
6038,6,0,1,2015,Feb-15,Shoat,Received as gifts,,,,2,0,Expand herd,,,.b,,6000,Yes,
6038,7,,1,2020,Aug-15,Camel,Received as gifts,,,,1,,Expand herd,,,,,,,1
6038,7,,1,2020,Dec-14,Goat,Received as gifts,,,,3,,Cultural and traditional rites,,,,,,,1
6040,1,,2,2009,Apr-15,Shoat,Received as gifts,,,,1,0,Consumption,,Within sub-location,,1000,,,
6040,1,,1,2009,Mar-15,Shoat,Received as gifts,,,,1,0,Consumption,,Within sub-location,,1200,,,
6040,2,,1,2010,Aug-15,Shoat,Received as gifts,,,,3,3,Expand herd,,Within the location,,2000,,,
6040,3,0,1,2010,Dec-14,Shoat,Loaned in/Borrowed,,,,1,0,Consumption,,Within sub-location,,,3500,Yes,
6040,4,0,1,2012,Sep-15,Camel,Received as gifts,,,,2,2,Restocking from loss,,Within the location,,,80000,Yes,
6040,4,0,2,2012,Jul-15,Shoat,Received as gifts,,,,1,1,Restocking from loss,,Within sub-location,,,2000,Yes,
6040,5,0,1,2012,Dec-14,Camel,Obtained as dowry,,,,2,1,Cultural and traditional rites,,Within the location,,,55000,Yes,
6040,5,0,3,2013,Jun-15,Shoat,Received as gifts,,,,4,2,Consumption,,Within the location,,,11000,Yes,
6040,5,0,4,2013,Aug-15,Shoat,Received as gifts,,,,3,1,Consumption,,Within the location,,,7200,Yes,
6040,5,0,2,2013,Mar-15,Shoat,Received as a part of a restocking program,,,,5,3,Expand herd,,Within the location,,,12500,Yes,
6041,1,,3,2009,Mar-15,Shoat,Received as gifts,,,,1,0,Consumption,,Within sub-location,,700,,,
6041,1,,2,2009,Jan-15,Shoat,Received as gifts,,,,1,0,Consumption,,Within sub-location,,1000,,,
6041,1,,1,2008,Nov-14,Shoat,Received as gifts,,,,1,1,Expand herd,,Within sub-location,,900,,,
6041,2,,1,2010,Aug-15,Camel,Obtained as dowry,,,,1,0,Cultural and traditional rites,,Within the location,,40000,,,
6041,2,,2,2009,Oct-14,Shoat,Received as gifts,,,,14,14,Cultural and traditional rites,,Within the location,,2000,,,
6041,3,0,1,2010,Dec-14,Cattle,Received as gifts,,,,1,0,Cultural and traditional rites,,Within the location,,,10000,Yes,
6041,4,0,1,2012,Jun-15,Camel,Obtained as dowry,,,,1,0,Cultural and traditional rites,,Within sub-location,,,30000,Yes,
6041,6,0,2,2015,Jun-15,Shoat,Received as gifts,,,,6,0,Cultural and traditional rites,,,.b,,12600,Yes,
6041,6,0,3,2015,Apr-15,Shoat,Received as gifts,,,,2,2,Restocking from loss,,,.b,,5000,Yes,
6041,6,0,1,2015,Jan-15,Shoat,Received as gifts,,,,4,2,Expand herd,,,.b,,5000,Yes,
6041,7,,1,2020,Dec-14,Camel,Obtained as dowry,,,,2,,Cultural and traditional rites,,,,,,,1
6042,1,,1,2009,May-15,Shoat,Received as gifts,,,,1,0,Consumption,,Within sub-location,,700,,,
6042,1,,2,2009,Jul-15,Shoat,Received as gifts,,,,1,0,Consumption,,Within sub-location,,500,,,
6042,2,,1,2010,Aug-15,Shoat,Received as gifts,,,,2,2,Expand herd,,Within the location,,1000,,,
6042,3,0,1,2011,Feb-15,Camel,Obtained as dowry,,,,2,0,Cultural and traditional rites,,Within the district,,,40000,Yes,
6042,7,,2,2020,Dec-14,Camel,Loaned in/Borrowed,,,,3,,Expand herd,,,,,,,2
6042,7,,1,2020,Oct-14,Goat,Purchased,,,,10,,Business/Trading,,,,2000,20000,,1
6042,7,,1,2020,Aug-15,Camel,Received as gifts,,,,3,,Restocking from loss,,,,,,,2
6043,3,0,1,2010,Dec-14,Camel,Loaned in/Borrowed,,,,1,1,Milking purposes,,Within the district,,,40000,Yes,
6044,4,0,1,2012,Mar-15,Shoat,Received as gifts,,,,1,1,Cultural and traditional rites,,Within sub-location,,,2500,Yes,
6044,7,,1,2020,Jul-15,Camel,Received as gifts,,,,2,,Expand herd,,,,,,,1
6045,2,,1,2010,Jan-15,Cattle,Received as gifts,,,,1,1,Expand herd,,Within sub-location,,15000,,,
6045,2,,2,2010,Apr-15,Camel,Obtained as dowry,,,,1,0,Cultural and traditional rites,,Within sub-location,,40000,,,
6045,3,0,3,2011,Jun-15,Shoat,Loaned in/Borrowed,,,,2,2,Milking purposes,,Within sub-location,,,6000,Yes,
6045,3,0,4,2011,Jun-15,Shoat,Loaned in/Borrowed,,,,3,3,Milking purposes,,Within the district,,,9000,Yes,
6045,3,0,2,2011,May-15,Shoat,Loaned in/Borrowed,,,,3,3,Milking purposes,,Within the location,,,9000,Yes,
6045,3,0,1,2011,Jul-15,Camel,Loaned in/Borrowed,,,,1,1,Expand herd,,Within the location,,,25000,Yes,
6045,5,0,1,2012,Dec-14,Shoat,Received as gifts,,,,2,2,Cultural and traditional rites,,Within the location,,,3000,Yes,
6045,6,0,1,2015,Mar-15,Camel,Received as gifts,,,,1,1,Expand herd,,,.b,,26000,Yes,
6046,3,0,1,2011,Mar-15,Shoat,Received as gifts,,,,3,0,Expand herd,,Within the location,,,8000,Yes,
6046,4,0,3,2012,Apr-15,Shoat,Received as gifts,,,,3,0,Expand herd,,Within sub-location,,,6000,Yes,
6046,4,0,1,2012,Feb-15,Shoat,Received as gifts,,,,2,0,Expand herd,,Within sub-location,,,4000,Yes,
6046,4,0,2,2011,Dec-14,Shoat,Received as gifts,,,,10,0,Expand herd,,Within sub-location,,,20000,Yes,
6046,5,0,2,2013,Jun-15,Camel,Received as gifts,,,,1,1,Expand herd,,Within the location,,,35000,Yes,
6046,5,0,3,2013,Jun-15,Shoat,Received as gifts,,,,3,3,Expand herd,,Within the location,,,7200,Yes,
6046,5,0,4,2013,Aug-15,Shoat,Received as gifts,,,,3,2,Expand herd,,Within the location,,,7500,Yes,
6046,5,0,1,2012,Dec-14,Camel,Received as gifts,,,,1,1,Expand herd,,Within the district,,,30000,Yes,
6046,5,0,5,2013,Sep-15,Shoat,Received as gifts,,,,1,1,Consumption,,Within the location,,,2600,Yes,
6046,6,0,1,2015,Jul-15,Shoat,Received as gifts,,,,5,4,Cultural and traditional rites,,,.b,,20000,Yes,
6047,2,,1,2010,Jun-15,Shoat,Received as gifts,,,,2,2,Expand herd,,Within the location,,1600,,,
6047,3,0,1,2011,Jun-15,Shoat,Received as gifts,,,,2,2,Expand herd,,Within the location,,,8000,Yes,
6047,3,0,2,2011,Jul-15,Shoat,Received as gifts,,,,2,2,Expand herd,,Within the location,,,8000,Yes,
6047,4,0,1,2011,Dec-14,Shoat,Received as gifts,,,,5,5,Expand herd,,Within the location,,,10000,Yes,
6047,6,0,3,2015,Jul-15,Shoat,Received as gifts,,,,3,2,Restocking from loss,,,.b,,7200,Yes,
6047,6,0,1,2014,Nov-14,Shoat,Received as gifts,,,,2,2,Expand herd,,,.b,,3700,Yes,
6047,6,0,2,2015,Jul-15,Camel,Loaned in/Borrowed,Short term borrowing/lending,Family member,,1,1,Milking purposes,,,.b,,25000,Yes,
6047,7,,1,2019,Feb-15,Sheep,Received as gifts,,,,3,,Consumption,,,,,,,3
6047,7,,2,2020,Nov-14,Goat,Loaned in/Borrowed,,,,2,,Milking purposes,,,,,,,2
6047,7,,2,2020,May-15,Sheep,Received as gifts,,,,3,,Expand herd,,,,,,,3
