hhid,round,comment,s6q49a,s6q49b,s6q50,s6q51,s6q52,s6q52b,s6q52c,s6q52d,s6q52e,slaughterevent
9050,1,,2008,11, Camel,1,For sale,,,,,1
9050,2,,2010,8,Goat/Sheep,1, Ceremony/guests,,,,,2
9050,2,,2010,4,Goat/Sheep,1, Household consumption,,,,,4
9050,2,,2010,7,Goat/Sheep,1, Ceremony/guests,,,,,1
9050,2,,2010,2,Goat/Sheep,1,For sale,,,,,3
9050,3,0,2011,7,Goat/Sheep,2, Ceremony/guests,,,,,2
9050,3,0,2011,3,Goat/Sheep,2, Animals would have died,,,,,1
9050,3,0,2011,8,Goat/Sheep,1,For sale,,,,,3
9050,4,0,2012,6,Goat/Sheep,2, Ceremony/guests,,,,,1
9050,5,0,2013,7,Goat/Sheep,1, Ceremony/guests,,,,,1
9050,6,0,2015,2,Goat/Sheep,1, Household consumption,,,,,2
9050,6,0,2015,9,Goat/Sheep,1, Ceremony/guests,,,,,4
9050,6,0,2015,6,Goat/Sheep,1, Household consumption,,,,,3
9050,6,0,2014,12,Goat/Sheep,1, Household consumption,,,,,1
9051,1,,2008,7, Camel,1,For sale,,,,,1
9051,1,,2009,6,Goat/Sheep,8, Household consumption,,,,,2
9051,2,,2010,4,Goat/Sheep,1, Ceremony/guests,,,,,3
9051,2,,2009,12,Goat/Sheep,1, Ceremony/guests,,,,,1
9051,2,,2010,1,Goat/Sheep,1, Ceremony/guests,,,,,2
9051,3,0,2011,4,Goat/Sheep,2, Household consumption,,,,,1
9051,3,0,2011,7,Goat/Sheep,2, Ceremony/guests,,,,,2
9051,4,0,2011,12,Goat/Sheep,1, Ceremony/guests,,,,,1
9051,4,0,2012,2,Goat/Sheep,1, Household consumption,,,,,2
9051,4,0,2012,7,Goat/Sheep,1, Ceremony/guests,,,,,4
9051,4,0,2012,6,Goat/Sheep,1, Ceremony/guests,,,,,3
9051,5,0,2013,7,Goat/Sheep,1, Ceremony/guests,,,,,2
9051,5,0,2012,11,Goat/Sheep,1, Ceremony/guests,,,,,1
9051,7,,2020,11,Sheep,4, Ceremony/guests,,2,,3000,2
9051,7,,2020,8,Sheep,4, Ceremony/guests,,2,,4000,1
9051,7,,2020,9, Camel,1, Household consumption,,1,,40000,1
9052,1,,2009,8,Goat/Sheep,1, Household consumption,,,,,4
9052,1,,2009,4,Goat/Sheep,1, Household consumption,,,,,2
9052,1,,2009,2, Camel,1,For sale,,,,,1
9052,1,,2009,5,Goat/Sheep,2, Animals would have died,,,,,3
9052,2,,2010,6,Goat/Sheep,1, Ceremony/guests,,,,,1
9052,2,,2010,7,Goat/Sheep,1, Ceremony/guests,,,,,2
9052,3,0,2011,6,Goat/Sheep,2, Ceremony/guests,,,,,4
9052,3,0,2010,11, Camel,1, Animals would have died,,,,,1
9052,3,0,2011,1, Camel,1,For sale,,,,,2
9052,3,0,2011,1,Goat/Sheep,1, Household consumption,,,,,3
9052,4,0,2012,6,Goat/Sheep,1, Ceremony/guests,,,,,3
9052,4,0,2012,7,Goat/Sheep,1, Ceremony/guests,,,,,4
9052,4,0,2012,1,Goat/Sheep,1, Ceremony/guests,,,,,1
9052,4,0,2012,9,Goat/Sheep,1, Household consumption,,,,,5
9052,4,0,2012,3,Goat/Sheep,2, Household consumption,,,,,2
9052,5,0,2013,9,Goat/Sheep,1, Household consumption,,,,,2
9052,5,0,2013,6,Goat/Sheep,1, Ceremony/guests,,,,,1
9052,7,,2020,12, Camel,1, Ceremony/guests,,1,,30000,1
9052,7,,2020,7,Sheep,3, Ceremony/guests,,3,,2000,1
9052,7,,2020,12,Sheep,3, Ceremony/guests,,3,,2000,3
9052,7,,2020,9,Sheep,3, Ceremony/guests,,3,,1500,2
9052,7,,2020,12,Goat,1, Household consumption,,1,,1500,1
9053,1,,2008,12,Goat/Sheep,3, Ceremony/guests,,,,,1
9053,1,,2009,3,Goat/Sheep,3, Ceremony/guests,,,,,2
9053,1,,2009,6,Goat/Sheep,1, Household consumption,,,,,3
9053,2,,2010,2,Goat/Sheep,1, Ceremony/guests,,,,,1
9053,3,0,2011,2,Goat/Sheep,2, Animals would have died,,,,,2
9053,3,0,2011,7,Goat/Sheep,1, Ceremony/guests,,,,,4
9053,3,0,2011,1,Goat/Sheep,2, Household consumption,,,,,1
9053,3,0,2011,6,Goat/Sheep,2, Ceremony/guests,,,,,3
9053,5,0,.b,.b,.b,.b,.b,,,,,.b
9053,6,0,2014,11,Goat/Sheep,2, Household consumption,,,,,1
9053,6,0,2015,9,Goat/Sheep,1, Ceremony/guests,,,,,2
9054,1,,2009,3, Camel,1,For sale,,,,,1
9054,1,,2009,5,Goat/Sheep,1, Household consumption,,,,,2
9054,1,,2009,7,Goat/Sheep,1, Ceremony/guests,,,,,3
9054,1,,2009,8,Goat/Sheep,1, Animals would have died,,,,,4
9054,2,,2010,8,Goat/Sheep,1, Ceremony/guests,,,,,2
9054,2,,2010,7,Goat/Sheep,1, Household consumption,,,,,1
9054,3,0,2011,6,Goat/Sheep,1, Ceremony/guests,,,,,2
9054,3,0,2011,7,Goat/Sheep,1, Ceremony/guests,,,,,3
9054,3,0,2011,3,Goat/Sheep,1, Household consumption,,,,,1
9054,4,0,2012,6,Goat/Sheep,2, Ceremony/guests,,,,,1
9054,5,0,2013,8,Goat/Sheep,1, Household consumption,,,,,3
9054,5,0,2013,9,Goat/Sheep,1, Ceremony/guests,,,,,4
9054,5,0,2013,6,Goat/Sheep,1, Ceremony/guests,,,,,1
9054,5,0,2013,7,Goat/Sheep,1, Ceremony/guests,,,,,2
9054,7,,2020,5,Goat,2, Ceremony/guests,,2,,1000,1
9054,7,,2020,7,Goat,2, Ceremony/guests,,2,,1500,2
9055,1,,2009,2,Goat/Sheep,1, Ceremony/guests,,,,,1
9055,1,,2009,8,Goat/Sheep,1, Ceremony/guests,,,,,3
9055,1,,2009,4,Goat/Sheep,1, Household consumption,,,,,2
9055,2,,2010,8,Goat/Sheep,1, Ceremony/guests,,,,,4
9055,2,,2010,6,Goat/Sheep,1, Household consumption,,,,,3
9055,2,,2010,2,Goat/Sheep,1, Household consumption,,,,,1
9055,2,,2010,9,Goat/Sheep,1, Household consumption,,,,,5
9055,2,,2010,4,Goat/Sheep,1, Household consumption,,,,,2
9055,5,0,2013,7,Goat/Sheep,1, Household consumption,,,,,1
9055,6,0,2015,7,Goat/Sheep,2, Ceremony/guests,,,,,2
9055,6,0,2014,11,Goat/Sheep,2, Ceremony/guests,,,,,1
9056,1,,2009,7,Goat/Sheep,1, Household consumption,,,,,3
9056,1,,2008,12,Goat/Sheep,3, Ceremony/guests,,,,,1
9056,1,,2009,4,Goat/Sheep,3, Ceremony/guests,,,,,2
9056,2,,2010,6,Goat/Sheep,1, Ceremony/guests,,,,,1
9056,2,,2010,7,Goat/Sheep,1, Ceremony/guests,,,,,2
9056,3,0,2011,7,Goat/Sheep,2, Ceremony/guests,,,,,1
9056,4,0,2012,6,Goat/Sheep,1, Ceremony/guests,,,,,2
9056,4,0,2012,3,Goat/Sheep,3, Household consumption,,,,,1
9056,4,0,2012,7,Goat/Sheep,1, Ceremony/guests,,,,,3
9056,5,0,2013,2,Goat/Sheep,1, Household consumption,,,,,1
9056,5,0,2013,6,Goat/Sheep,1, Ceremony/guests,,,,,2
9056,7,,2020,11,Goat,2,For sale,,2,1500,,2
9056,7,,2020,7,Goat,2, Ceremony/guests,,2,,500,1
9056,7,,2020,11,Sheep,2, Ceremony/guests,,2,,1000,2
9056,7,,2020,8,Sheep,2,For sale,,2,1000,,1
9057,1,,2009,9,Goat/Sheep,1, Animals would have died,,,,,3
9057,1,,2009,3,Goat/Sheep,1, Ceremony/guests,,,,,1
9057,1,,2009,6,Goat/Sheep,1, Household consumption,,,,,2
9057,2,,2010,4,Goat/Sheep,1,For sale,,,,,2
9057,2,,2010,7,Goat/Sheep,2, Ceremony/guests,,,,,4
9057,2,,2010,6,Goat/Sheep,1, Ceremony/guests,,,,,3
9057,2,,2010,3,Goat/Sheep,1, Household consumption,,,,,1
9057,3,0,2011,7,Goat/Sheep,1, Ceremony/guests,,,,,2
9057,3,0,2011,6,Goat/Sheep,1, Ceremony/guests,,,,,1
9057,4,0,2012,6,Goat/Sheep,1, Ceremony/guests,,,,,1
9057,4,0,2012,4,Goat/Sheep,1, Household consumption,,,,,5
9057,4,0,2012,9,Goat/Sheep,1, Household consumption,,,,,3
9057,4,0,2012,1,Goat/Sheep,1, Ceremony/guests,,,,,4
9057,4,0,2012,7,Goat/Sheep,1, Ceremony/guests,,,,,2
9057,5,0,2012,10,Goat/Sheep,3, Household consumption,,,,,1
9057,5,0,2013,7,Goat/Sheep,1, Household consumption,,,,,3
9057,5,0,2013,6,Goat/Sheep,1, Ceremony/guests,,,,,2
9057,6,0,2014,12,Goat/Sheep,1, Household consumption,,,,,1
9057,6,0,2015,9,Goat/Sheep,1, Household consumption,,,,,2
9057,7,,2020,7,Goat,4,For sale,,3,2000,,3
9057,7,,2020,12,Sheep,3, Household consumption,,2,,3000,2
9057,7,,2020,10,Goat,4,For sale,,3,2500,,2
9057,7,,2020,5,Sheep,3, Household consumption,,2,,1500,1
9057,7,,2020,4,Goat,4, Household consumption,,3,,4000,1
9058,1,,2009,2, Camel,1,For sale,,,,,1
9058,1,,2009,4,Goat/Sheep,1, Ceremony/guests,,,,,2
9058,1,,2009,5,Goat/Sheep,1, Household consumption,,,,,3
9058,2,,2010,6,Goat/Sheep,1, Ceremony/guests,,,,,1
9058,2,,2010,7,Goat/Sheep,1, Ceremony/guests,,,,,2
9058,3,0,2011,6,Goat/Sheep,1, Household consumption,,,,,1
9058,3,0,2011,3,Goat/Sheep,1, Household consumption,,,,,3
9058,3,0,2011,7,Goat/Sheep,1, Ceremony/guests,,,,,2
9058,4,0,2012,6,Goat/Sheep,2, Ceremony/guests,,,,,1
9058,5,0,2013,6,Goat/Sheep,1, Ceremony/guests,,,,,2
9058,5,0,2012,10,Goat/Sheep,1, Ceremony/guests,,,,,1
9058,6,0,2015,6, Camel,2, Ceremony/guests,,,,,3
9058,6,0,2015,3,Goat/Sheep,2, Ceremony/guests,,,,,2
9058,6,0,2015,9,Goat/Sheep,2, Ceremony/guests,,,,,4
9058,6,0,2014,12,Goat/Sheep,1, Ceremony/guests,,,,,1
9059,1,,2008,12, Camel,1,For sale,,,,,1
9059,1,,2009,3,Goat/Sheep,1, Ceremony/guests,,,,,2
9059,1,,2009,6,Goat/Sheep,1, Household consumption,,,,,3
9059,1,,2009,8,Goat/Sheep,1, Animals would have died,,,,,4
9059,2,,2010,2,Goat/Sheep,1, Household consumption,,,,,1
9059,2,,2010,7,Goat/Sheep,1, Ceremony/guests,,,,,3
9059,2,,2010,9,Goat/Sheep,1, Household consumption,,,,,4
9059,2,,2010,6,Goat/Sheep,1, Ceremony/guests,,,,,2
9059,3,0,2011,3,Goat/Sheep,1, Household consumption,,,,,1
9059,3,0,2011,7,Goat/Sheep,1, Ceremony/guests,,,,,2
9059,3,0,2011,7,Goat/Sheep,1, Ceremony/guests,,,,,3
9059,4,0,2012,6,Goat/Sheep,1, Ceremony/guests,,,,,3
9059,4,0,2012,8,Goat/Sheep,1, Animals would have died,,,,,5
9059,4,0,2012,7,Goat/Sheep,1, Ceremony/guests,,,,,4
9059,4,0,2011,12,Goat/Sheep,1, Ceremony/guests,,,,,2
9059,4,0,2011,10,Goat/Sheep,2, Household consumption,,,,,1
9059,5,0,2012,10,Goat/Sheep,1, Ceremony/guests,,,,,1
9059,5,0,2012,12,Goat/Sheep,1, Household consumption,,,,,3
9059,5,0,2013,4,Goat/Sheep,1, Household consumption,,,,,4
9059,5,0,2012,11,Goat/Sheep,1, Ceremony/guests,,,,,2
9059,5,0,2013,6,Goat/Sheep,1, Ceremony/guests,,,,,5
9059,5,0,2013,7,Goat/Sheep,1, Ceremony/guests,,,,,6
9060,1,,2008,12,Goat/Sheep,2, Ceremony/guests,,,,,1
9060,1,,2009,8,Goat/Sheep,1,For sale,,,,,3
9060,1,,2009,6,Goat/Sheep,1, Household consumption,,,,,2
9060,2,,2010,3, Camel,1,For sale,,,,,1
9060,2,,2010,6,Goat/Sheep,3, Ceremony/guests,,,,,2
9060,3,0,2011,7,Goat/Sheep,1, Ceremony/guests,,,,,2
9060,3,0,2011,6,Goat/Sheep,1, Ceremony/guests,,,,,1
9060,4,0,2012,9,Goat/Sheep,1, Household consumption,,,,,4
9060,4,0,2011,11,Goat/Sheep,1, Household consumption,,,,,1
9060,4,0,2012,6,Goat/Sheep,1, Ceremony/guests,,,,,2
9060,4,0,2012,7,Goat/Sheep,1, Ceremony/guests,,,,,3
9060,6,0,2015,1,Goat/Sheep,1, Household consumption,,,,,1
9060,6,0,2015,9,Goat/Sheep,1, Ceremony/guests,,,,,2
9060,7,,2020,11,Sheep,4,For sale,,3,1800,,3
9060,7,,2020,4,Sheep,4, Ceremony/guests,,3,,500,1
9060,7,,2020,8,Sheep,4, Ceremony/guests,,3,,1800,2
9061,1,,2009,6,Goat/Sheep,5, Animals would have died,,,,,4
9061,1,,2009,4,Goat/Sheep,1, Household consumption,,,,,2
9061,1,,2009,9,Goat/Sheep,6, Animals would have died,,,,,5
9061,1,,2009,2, Camel,1,For sale,,,,,1
9061,1,,2009,5,Goat/Sheep,1, Ceremony/guests,,,,,3
9061,2,,2010,6,Goat/Sheep,1, Ceremony/guests,,,,,2
9061,2,,2010,7,Goat/Sheep,1, Ceremony/guests,,,,,3
9061,2,,2010,2,Goat/Sheep,1, Household consumption,,,,,1
9061,3,0,2011,5,Goat/Sheep,2, Household consumption,,,,,1
9061,3,0,2011,9,Goat/Sheep,2, Ceremony/guests,,,,,3
9061,3,0,2011,5,Goat/Sheep,2, Ceremony/guests,,,,,2
9061,4,0,2012,5,Goat/Sheep,1, Household consumption,,,,,2
9061,4,0,2012,6,Goat/Sheep,1, Ceremony/guests,,,,,3
9061,4,0,2012,3,Goat/Sheep,2, Household consumption,,,,,1
9061,4,0,2012,7,Goat/Sheep,1, Ceremony/guests,,,,,4
9061,5,0,2013,7,Goat/Sheep,1, Household consumption,,,,,3
9061,5,0,2012,10,Goat/Sheep,1, Ceremony/guests,,,,,1
9061,5,1,2013,6,Goat/Sheep,1, Household consumption,,,,,2
9061,6,0,2015,3,Goat/Sheep,2, Ceremony/guests,,,,,2
9061,6,0,2015,9,Goat/Sheep,2, Ceremony/guests,,,,,3
9061,6,0,2014,12,Goat/Sheep,1, Ceremony/guests,,,,,1
9061,7,,2020,8,Sheep,1,For sale,,1,1500,,1
9061,7,,2020,4,Goat,2, Ceremony/guests,,2,,1500,1
9061,7,,2020,11,Goat,2, Ceremony/guests,,2,,1500,2
9062,1,,2009,4,Goat/Sheep,1, Ceremony/guests,,,,,2
9062,1,,2009,3,Goat/Sheep,1, Household consumption,,,,,1
9062,1,,2009,7,Goat/Sheep,1, Animals would have died,,,,,3
9062,2,,2010,3,Goat/Sheep,1, Household consumption,,,,,1
9062,2,,2010,6,Goat/Sheep,1, Ceremony/guests,,,,,2
9062,2,,2010,7,Goat/Sheep,1, Ceremony/guests,,,,,3
9062,3,0,2011,3,Goat/Sheep,1, Household consumption,,,,,1
9062,3,0,2011,7,Goat/Sheep,3, Ceremony/guests,,,,,2
9062,4,0,2012,6,Goat/Sheep,1, Ceremony/guests,,,,,2
9062,4,0,2012,6,Goat/Sheep,1, Ceremony/guests,,,,,3
9062,4,0,2012,1,Goat/Sheep,1, Ceremony/guests,,,,,1
9062,4,0,2012,8,Goat/Sheep,2, Household consumption,,,,,4
9062,5,0,2013,6,Goat/Sheep,1, Ceremony/guests,,,,,1
9062,5,0,2013,7,Goat/Sheep,1, Ceremony/guests,,,,,2
9062,6,0,2015,3,Goat/Sheep,3, Household consumption,,,,,2
9062,6,0,2014,12,Goat/Sheep,1, Household consumption,,,,,1
9062,6,0,2015,9,Goat/Sheep,1, Ceremony/guests,,,,,3
9062,7,,2020,9,Sheep,3, Ceremony/guests,,2,,3000,1
9062,7,,2020,11,Sheep,3, Ceremony/guests,,2,,1500,2
9063,1,,2009,6, Camel,1, Household consumption,,,,,1
9063,1,,2009,8,Goat/Sheep,1,For sale,,,,,2
9063,2,,2010,7,Goat/Sheep,2, Ceremony/guests,,,,,3
9063,2,,2010,9,Goat/Sheep,1, Household consumption,,,,,4
9063,2,,2010,6,Goat/Sheep,1, Ceremony/guests,,,,,2
9063,2,,2009,10,Goat/Sheep,1, Household consumption,,,,,1
9063,3,0,2011,7,Goat/Sheep,1, Ceremony/guests,,,,,2
9063,3,0,2011,6,Goat/Sheep,1, Ceremony/guests,,,,,1
9063,4,0,2012,6,Goat/Sheep,1, Ceremony/guests,,,,,1
9063,4,0,2012,7,Goat/Sheep,1, Ceremony/guests,,,,,2
9063,5,0,2013,5,Goat/Sheep,1, Household consumption,,,,,2
9063,5,0,2013,7,Goat/Sheep,1,For sale,,,,,3
9063,5,0,2013,2, Camel,1,For sale,,,,,1
9063,6,0,2015,7,Goat/Sheep,1, Ceremony/guests,,,,,3
9063,6,0,2015,4,Goat/Sheep,1, Household consumption,,,,,2
9063,6,0,2014,12,Goat/Sheep,1, Household consumption,,,,,1
9063,6,0,2015,9,Goat/Sheep,1, Ceremony/guests,,,,,5
9063,6,0,2015,8,Goat/Sheep,1, Ceremony/guests,,,,,4
9063,7,,2020,11,Sheep,4, Ceremony/guests,,2,,4000,2
9063,7,,2020,9,Sheep,4, Ceremony/guests,,2,,3500,1
9064,1,,2009,3,Goat/Sheep,1, Household consumption,,,,,2
9064,1,,2009,8,Goat/Sheep,1, Animals would have died,,,,,4
9064,1,,2008,12,Goat/Sheep,1, Household consumption,,,,,1
9064,1,,2009,7,Goat/Sheep,2, Ceremony/guests,,,,,3
9064,2,,2010,6,Goat/Sheep,1, Ceremony/guests,,,,,3
9064,2,,2010,4,Goat/Sheep,1,For sale,,,,,2
9064,2,,2009,12,Goat/Sheep,1, Household consumption,,,,,1
9064,2,,2010,7,Goat/Sheep,1, Ceremony/guests,,,,,4
9064,3,0,2011,8,Goat/Sheep,2, Animals would have died,,,,,2
9064,3,0,2011,4,Goat/Sheep,3, Ceremony/guests,,,,,1
9064,4,0,2012,7,Goat/Sheep,1, Household consumption,,,,,2
9064,4,0,2012,1,Goat/Sheep,2, Ceremony/guests,,,,,1
9064,5,0,2013,7,Goat/Sheep,1, Ceremony/guests,,,,,1
9065,1,,2008,12,Goat/Sheep,1, Household consumption,,,,,1
9065,1,,2009,4,Goat/Sheep,1, Ceremony/guests,,,,,2
9065,1,,2009,7,Goat/Sheep,1, Animals would have died,,,,,3
9065,2,,2010,7,Goat/Sheep,1, Ceremony/guests,,,,,2
9065,2,,2009,10,Goat/Sheep,1, Household consumption,,,,,1
9065,2,,2010,8,Goat/Sheep,1, Ceremony/guests,,,,,3
9065,3,0,2011,5,Goat/Sheep,2,For sale,,,,,2
9065,3,0,2010,11,Goat/Sheep,1, Ceremony/guests,,,,,1
9065,3,0,2011,7,Goat/Sheep,2, Ceremony/guests,,,,,3
9065,4,0,2012,8,Goat/Sheep,2,For sale,,,,,5
9065,4,0,2012,6,Goat/Sheep,1, Ceremony/guests,,,,,3
9065,4,0,2012,3,Goat/Sheep,3, Household consumption,,,,,2
9065,4,0,2012,2,Goat/Sheep,3, Household consumption,,,,,1
9065,4,0,2012,7,Goat/Sheep,1, Ceremony/guests,,,,,4
9065,5,0,2013,6,Goat/Sheep,1, Ceremony/guests,,,,,1
9065,5,0,2013,5,Goat/Sheep,1,For sale,,,,,2
9065,5,0,2013,6,Goat/Sheep,2, Household consumption,,,,,3
9065,6,0,2014,11,Goat/Sheep,2,For sale,,,,,1
9065,6,0,2015,9,Goat/Sheep,1, Ceremony/guests,,,,,2
9065,7,,2020,5,Sheep,2, Animals would have died,,2,,1500,2
9065,7,,2019,2,Goat,1, Household consumption,,1,,2000,1
9065,7,,2020,5,Sheep,2, Ceremony/guests,,2,,1500,1
9066,1,,2009,4,Goat/Sheep,1, Household consumption,,,,,2
9066,1,,2009,6,Goat/Sheep,1, Animals would have died,,,,,3
9066,1,,2008,12,Goat/Sheep,1, Ceremony/guests,,,,,1
9066,2,,2010,4,Goat/Sheep,1, Ceremony/guests,,,,,4
9066,2,,2010,3,Goat/Sheep,1, Ceremony/guests,,,,,3
9066,2,,2010,1,Goat/Sheep,1, Ceremony/guests,,,,,1
9066,2,,2010,2,Goat/Sheep,1, Ceremony/guests,,,,,2
9066,3,0,2011,7,Goat/Sheep,1, Ceremony/guests,,,,,2
9066,3,0,2011,6,Goat/Sheep,1, Ceremony/guests,,,,,1
9066,4,0,2012,1,Goat/Sheep,1, Household consumption,,,,,1
9066,4,0,2012,6,Goat/Sheep,2, Ceremony/guests,,,,,3
9066,4,0,2012,7,Goat/Sheep,2, Household consumption,,,,,4
9066,4,0,2012,2,Goat/Sheep,1, Household consumption,,,,,2
9066,5,0,2013,6,Goat/Sheep,1, Ceremony/guests,,,,,2
9066,5,0,2012,10,Goat/Sheep,1, Ceremony/guests,,,,,1
9066,6,0,2015,3,Goat/Sheep,1, Ceremony/guests,,,,,2
9066,6,0,2014,12,Goat/Sheep,2, Ceremony/guests,,,,,1
9066,6,0,2015,9,Goat/Sheep,1, Ceremony/guests,,,,,3
9067,1,,2009,8,Goat/Sheep,1, Animals would have died,,,,,4
9067,1,,2009,7,Goat/Sheep,2, Ceremony/guests,,,,,3
9067,1,,2008,.a,Goat/Sheep,1, Household consumption,,,,,1
9067,1,,2009,4,Goat/Sheep,2, Household consumption,,,,,2
9067,2,,2010,7,Goat/Sheep,1, Ceremony/guests,,,,,4
9067,2,,2009,12,Goat/Sheep,1,For sale,,,,,2
9067,2,,2009,11,Goat/Sheep,1, Household consumption,,,,,1
9067,2,,2010,6,Goat/Sheep,1, Ceremony/guests,,,,,3
9067,3,0,2011,1,Goat/Sheep,2, Ceremony/guests,,,,,2
9067,3,0,2010,11,Goat/Sheep,2, Ceremony/guests,,,,,1
9067,3,0,2011,2,Goat/Sheep,1, Household consumption,,,,,3
9067,3,0,2011,7,Goat/Sheep,1, Animals would have died,,,,,4
9067,4,0,2012,1,Goat/Sheep,1,For sale,,,,,2
9067,4,0,2011,10, Camel,1, Animals would have died,,,,,1
9067,4,0,2012,6,Goat/Sheep,1, Ceremony/guests,,,,,3
9067,4,0,2012,7,Goat/Sheep,1, Ceremony/guests,,,,,4
9067,5,0,2013,8,Goat/Sheep,1, Household consumption,,,,,4
9067,5,0,2012,12,Goat/Sheep,2, Household consumption,,,,,1
9067,5,0,2013,3,Goat/Sheep,2, Household consumption,,,,,2
9067,5,0,2013,6,Goat/Sheep,1, Ceremony/guests,,,,,3
9067,6,0,2015,9,Goat/Sheep,1, Ceremony/guests,,,,,4
9067,6,0,2015,3,Goat/Sheep,2, Household consumption,,,,,2
9067,6,0,2015,7,Goat/Sheep,2, Household consumption,,,,,3
9067,6,0,2014,12,Goat/Sheep,1, Ceremony/guests,,,,,1
9067,7,,2019,3,Goat,1, Ceremony/guests,,1,,1000,1
9067,7,,2020,7,Sheep,2, Ceremony/guests,,2,,1500,1
9067,7,,2020,11,Sheep,2, Ceremony/guests,,2,,500,2
9068,1,,2008,11,Goat/Sheep,1, Household consumption,,,,,1
9068,1,,2009,4,Goat/Sheep,2, Ceremony/guests,,,,,2
9068,1,,2009,7,Goat/Sheep,1, Household consumption,,,,,3
9068,2,,2010,7,Goat/Sheep,1, Ceremony/guests,,,,,3
9068,2,,2010,6,Goat/Sheep,2, Ceremony/guests,,,,,2
9068,2,,2010,2,Goat/Sheep,1, Household consumption,,,,,1
9068,3,0,2011,8,Goat/Sheep,3, Household consumption,,,,,3
9068,3,0,2011,8,Goat/Sheep,2, Ceremony/guests,,,,,4
9068,3,0,2011,4,Goat/Sheep,3, Ceremony/guests,,,,,2
9068,3,0,2010,11,Goat/Sheep,4, Ceremony/guests,,,,,1
9068,4,0,2012,6,Goat/Sheep,3, Ceremony/guests,,,,,4
9068,4,0,2012,8,Goat/Sheep,2, Household consumption,,,,,6
9068,4,0,2011,11,Goat/Sheep,2, Household consumption,,,,,1
9068,4,0,2012,7,Goat/Sheep,2, Ceremony/guests,,,,,5
9068,4,0,2012,2,Goat/Sheep,1, Household consumption,,,,,3
9068,5,0,2013,1,Goat/Sheep,3, Ceremony/guests,,,,,1
9068,5,0,2013,6,Goat/Sheep,4, Household consumption,,,,,2
9068,7,,2020,4,Goat,5,For sale,,3,3600,,3
9068,7,,2020,11,Sheep,3, Ceremony/guests,,2,,4000,2
9068,7,,2020,11,Goat,5,For sale,,3,2000,,1
9068,7,,2020,6,Goat,5,For sale,,3,3000,,2
9068,7,,2020,5,Sheep,3, Ceremony/guests,,2,,1000,1
9069,1,,2009,3,Goat/Sheep,1, Household consumption,,,,,1
9069,1,,2009,7,Goat/Sheep,1, Household consumption,,,,,2
9069,1,,2009,9,Goat/Sheep,1, Household consumption,,,,,3
9069,2,,2010,6,Goat/Sheep,1, Household consumption,,,,,1
9069,2,,2010,8,Goat/Sheep,1, Ceremony/guests,,,,,3
9069,2,,2010,7,Goat/Sheep,1, Ceremony/guests,,,,,2
9069,3,0,2011,7,Goat/Sheep,3, Ceremony/guests,,,,,3
9069,3,0,2011,1,Goat/Sheep,2, Ceremony/guests,,,,,2
9069,3,0,2010,11,Goat/Sheep,1, Ceremony/guests,,,,,1
9069,4,0,2012,7,Goat/Sheep,1, Ceremony/guests,,,,,2
9069,4,0,2012,6,Goat/Sheep,1, Ceremony/guests,,,,,1
9069,4,0,2012,9,Goat/Sheep,2,For sale,,,,,3
9069,5,0,2013,7,Goat/Sheep,1, Ceremony/guests,,,,,2
9069,5,0,2012,10,Goat/Sheep,1, Ceremony/guests,,,,,1
9069,6,0,2015,3,Goat/Sheep,2, Household consumption,,,,,2
9069,6,0,2014,11,Goat/Sheep,2, Ceremony/guests,,,,,1
9069,6,0,2015,9,Goat/Sheep,1, Household consumption,,,,,3
9069,7,,2020,10, Camel,1,For sale,,1,20000,,1
9070,1,,2009,7,Goat/Sheep,2, Ceremony/guests,,,,,3
9070,1,,2009,3,Goat/Sheep,2, Ceremony/guests,,,,,2
9070,1,,2008,12,Goat/Sheep,1, Household consumption,,,,,1
9070,2,,2009,12,Goat/Sheep,1, Household consumption,,,,,1
9070,2,,2010,6,Goat/Sheep,1, Ceremony/guests,,,,,2
9070,2,,2010,7,Goat/Sheep,1, Ceremony/guests,,,,,3
9070,3,0,2011,6,Goat/Sheep,1, Ceremony/guests,,,,,2
9070,3,0,2011,7,Goat/Sheep,1, Ceremony/guests,,,,,3
9070,3,0,2011,4,Goat/Sheep,1, Household consumption,,,,,1
9070,4,0,2012,6,Goat/Sheep,2, Ceremony/guests,,,,,1
9070,5,0,2012,11,Goat/Sheep,1, Ceremony/guests,,,,,1
9071,1,,2009,7,Goat/Sheep,1, Ceremony/guests,,,,,2
9071,1,,2009,8,Goat/Sheep,1,For sale,,,,,3
9071,1,,2008,4,Goat/Sheep,1, Household consumption,,,,,1
9071,2,,2010,6,Goat/Sheep,1, Ceremony/guests,,,,,2
9071,2,,2010,7,Goat/Sheep,1,For sale,,,,,3
9071,2,,2009,10,Goat/Sheep,1, Household consumption,,,,,4
9071,2,,2009,12,Goat/Sheep,2, Household consumption,,,,,1
9071,3,0,2011,2,Goat/Sheep,10, Animals would have died,,,,,1
9071,3,0,2011,8,Goat/Sheep,2, Ceremony/guests,,,,,3
9071,3,0,2011,4,Goat/Sheep,2, Ceremony/guests,,,,,2
9071,3,0,2010,12, Camel,3, Animals would have died,,,,,4
9071,4,0,2012,6,Goat/Sheep,1, Ceremony/guests,,,,,1
9071,4,0,2012,7,Goat/Sheep,1, Ceremony/guests,,,,,2
9071,5,0,2013,4,Goat/Sheep,1, Household consumption,,,,,2
