hhid,round,comment,s6q49a,s6q49b,s6q50,s6q51,s6q52,s6q52b,s6q52c,s6q52d,s6q52e,slaughterevent
14116,4,0,2012,1,Goat/Sheep,1, Animals would have died,,,,,1
14116,5,0,2013,7,Goat/Sheep,1, Ceremony/guests,,,,,1
14116,7,,2020,9,Sheep,1, Household consumption,,1,,3000,1
14117,4,0,2012,6,Goat/Sheep,2, Household consumption,,,,,1
14117,4,0,2012,9,Goat/Sheep,2, Household consumption,,,,,2
14118,6,0,2014,10,Goat/Sheep,2, Household consumption,,,,,1
14120,3,0,2011,9,Goat/Sheep,1, Household consumption,,,,,1
14120,4,0,2012,2,Goat/Sheep,1, Household consumption,,,,,2
14120,4,0,2011,12,Goat/Sheep,1, Ceremony/guests,,,,,1
14120,5,0,2013,7,Goat/Sheep,1, Household consumption,,,,,2
14120,5,0,2013,1,Goat/Sheep,1, Ceremony/guests,,,,,1
14120,6,0,2015,4,Goat/Sheep,2,For sale,,,,,2
14120,6,0,2014,12,Goat/Sheep,2, Ceremony/guests,,,,,1
14121,5,0,2013,7,Goat/Sheep,2, Household consumption,,,,,1
14121,6,0,2015,4,Goat/Sheep,3, Animals would have died,,,,,1
14121,6,0,2015,6,Goat/Sheep,1,For sale,,,,,2
14124,3,0,2011,7,Goat/Sheep,2, Animals would have died,,,,,1
14124,4,0,2012,3,Goat/Sheep,1, Household consumption,,,,,1
14124,4,0,2012,8,Goat/Sheep,1, Animals would have died,,,,,3
14124,4,0,2012,7,Goat/Sheep,2, Ceremony/guests,,,,,2
14124,5,0,2013,8,Goat/Sheep,3, Ceremony/guests,,,,,1
14124,6,0,2015,9,Goat/Sheep,2, Animals would have died,,,,,3
14124,6,0,2015,1,Goat/Sheep,1, Household consumption,,,,,1
14124,6,0,2015,7,Goat/Sheep,2, Household consumption,,,,,2
14124,7,,2019,3,Goat,3, Household consumption,,3,,1,1
14124,7,,2020,11,Goat,3, Household consumption,,3,,3000,3
14124,7,,2020,5,Goat,3, Household consumption,,3,,1,2
14125,7,,2020,6,Sheep,2, Ceremony/guests,,2,,3000,1
14125,7,,2020,7,Sheep,2, Ceremony/guests,,2,,3000,2
14129,2,,2010,9,Goat/Sheep,1, Ceremony/guests,,,,,1
14129,3,0,2011,1,Goat/Sheep,1, Household consumption,,,,,2
14129,3,0,2010,12,Goat/Sheep,2, Ceremony/guests,,,,,1
14129,3,0,2011,7,Goat/Sheep,1, Animals would have died,,,,,3
14129,4,0,2012,4,Goat/Sheep,1, Household consumption,,,,,4
14129,4,0,2011,12,Goat/Sheep,2, Ceremony/guests,,,,,2
14129,4,0,2012,4,Goat/Sheep,2, Ceremony/guests,,,,,1
14129,4,0,2012,1,Goat/Sheep,1, Ceremony/guests,,,,,3
14130,4,0,2012,8,Goat/Sheep,1, Animals would have died,,,,,2
14130,4,0,2011,10, Camel,1, Ceremony/guests,,,,,1
14130,5,0,2013,9,Goat/Sheep,2, Ceremony/guests,,,,,3
14130,5,0,2013,1,Goat/Sheep,1, Household consumption,,,,,2
14130,5,0,2012,10,Goat/Sheep,2, Ceremony/guests,,,,,1
14130,6,0,2015,9,Goat/Sheep,3, Household consumption,,,,,2
14130,6,0,2015,8,Goat/Sheep,2, Household consumption,,,,,1
14130,7,,2020,5,Goat,20, Household consumption,,4,,4000,2
14130,7,,2019,3,Goat,20, Household consumption,,4,,3500,1
14130,7,,2020,8,Goat,20, Household consumption,,4,,3500,3
14130,7,,2020,12,Goat,20, Household consumption,,4,,4500,4
14133,6,0,2015,8,Goat/Sheep,3, Animals would have died,,,,,1
14134,5,0,2013,9,Goat/Sheep,1, Household consumption,,,,,1
14134,7,,2020,11,Goat,3, Household consumption,,1,,9000,1
14137,4,0,2012,8,Goat/Sheep,2, Ceremony/guests,,,,,4
14137,4,0,2011,12,Goat/Sheep,1, Household consumption,,,,,2
14137,4,0,2012,6,Goat/Sheep,8, Ceremony/guests,,,,,3
14137,4,0,2011,10,Goat/Sheep,1, Household consumption,,,,,1
14137,7,,2020,12,Sheep,2, Ceremony/guests,,1,,6000,1
14138,4,0,2012,8,Goat/Sheep,1, Animals would have died,,,,,1
14138,5,0,2013,1,Goat/Sheep,1, Ceremony/guests,,,,,1
14138,6,0,2014,12,Goat/Sheep,1, Household consumption,,,,,1
14138,6,0,2015,7,Goat/Sheep,1, Household consumption,,,,,2
15001,1,,2009,1,Goat/Sheep,1, Household consumption,,,,,1
15001,1,,2009,3,Goat/Sheep,1, Household consumption,,,,,3
15001,1,,2009,9,Goat/Sheep,2,For sale,,,,,6
15001,1,,2009,6,Goat/Sheep,2, Ceremony/guests,,,,,4
15001,1,,2009,8,Goat/Sheep,2, Ceremony/guests,,,,,5
15001,1,,2009,2,Goat/Sheep,2, Ceremony/guests,,,,,2
15001,5,0,2013,8,Goat/Sheep,1, Household consumption,,,,,2
15001,5,0,2013,5,Goat/Sheep,1,For sale,,,,,1
15001,6,0,2015,8,Goat/Sheep,4, Ceremony/guests,,,,,1
15001,7,,2020,7,Goat,2, Ceremony/guests,,2,,2000,1
15001,7,,2020,12,Sheep,1, Household consumption,,1,,5000,1
15001,7,,2020,11,Goat,2, Ceremony/guests,,2,,3000,2
15002,1,,2009,3,Goat/Sheep,4, Ceremony/guests,,,,,1
15002,4,0,2012,1,Goat/Sheep,2, Ceremony/guests,,,,,4
15002,4,0,2012,9,Goat/Sheep,1, Animals would have died,,,,,5
15002,4,0,2012,8,Goat/Sheep,2, Ceremony/guests,,,,,3
15002,4,0,2012,3,Goat/Sheep,3, Household consumption,,,,,1
15002,4,0,2012,6,Goat/Sheep,2, Household consumption,,,,,2
15002,5,0,2013,7,Goat/Sheep,4, Ceremony/guests,,,,,1
15002,5,0,2013,9,Goat/Sheep,1, Household consumption,,,,,2
15002,6,0,2015,9,Goat/Sheep,1, Ceremony/guests,,,,,1
15002,7,,2020,11,Goat,1, Ceremony/guests,,1,,6000,1
15003,1,,2009,9,Goat/Sheep,4, Household consumption,,,,,2
15003,1,,2009,4,Goat/Sheep,4, Ceremony/guests,,,,,1
15003,2,,2009,11, Cattle,4, Animals would have died,,,,,3
15003,2,,2010,9,Goat/Sheep,1, Household consumption,,,,,2
15003,2,,2010,8,Goat/Sheep,4, Ceremony/guests,,,,,1
15003,2,,2010,1, Cattle,3, Animals would have died,,,,,4
15003,5,0,2013,4,Goat/Sheep,2, Ceremony/guests,,,,,1
15003,5,0,2013,9,Goat/Sheep,2, Ceremony/guests,,,,,2
15003,7,,2020,5,Goat,2, Ceremony/guests,,2,,1,1
15003,7,,2020,11,Goat,2, Ceremony/guests,,2,,2000,2
15003,7,,2019,3,Sheep,2, Household consumption,,2,,1900,1
15003,7,,2020,8,Sheep,2, Household consumption,,2,,2400,2
15005,1,,2009,5,Goat/Sheep,2, Household consumption,,,,,2
15005,1,,2009,8,Goat/Sheep,4, Ceremony/guests,,,,,1
15005,2,,2010,8,Goat/Sheep,5, Household consumption,,,,,2
15005,2,,2010,7,Goat/Sheep,4, Household consumption,,,,,1
15005,3,0,2011,4,Goat/Sheep,2, Ceremony/guests,,,,,2
15005,3,0,2011,1, Cattle,1, Animals would have died,,,,,1
15005,3,0,2011,7,Goat/Sheep,3, Animals would have died,,,,,3
15005,5,0,2013,3,Goat/Sheep,1, Household consumption,,,,,2
15005,5,0,2013,8,Goat/Sheep,1, Household consumption,,,,,3
15005,5,0,2013,9,Goat/Sheep,1, Ceremony/guests,,,,,4
15005,5,0,2013,1,Goat/Sheep,2, Household consumption,,,,,1
15005,6,0,2015,7,Goat/Sheep,2, Household consumption,,,,,2
15005,6,0,2015,9,Goat/Sheep,2, Household consumption,,,,,4
15005,6,0,2015,6, Cattle,1, Animals would have died,,,,,1
15005,6,0,2015,7,Goat/Sheep,2, Household consumption,,,,,3
15005,7,,2020,8,Sheep,2, Household consumption,,2,,1500,2
15005,7,,2019,2,Sheep,2, Household consumption,,2,,1,1
15005,7,,2020,11,Goat,2, Household consumption,,2,,2400,2
15005,7,,2020,7,Goat,2, Ceremony/guests,,2,,2000,1
15006,1,,2009,4,Goat/Sheep,1,For sale,,,,,2
15006,1,,2009,6,Goat/Sheep,1, Animals would have died,,,,,3
15006,1,,2009,2,Goat/Sheep,4, Ceremony/guests,,,,,1
15006,2,,2010,9,Goat/Sheep,1, Household consumption,,,,,1
15006,4,0,2012,5, Cattle,1, Household consumption,,,,,1
15006,5,0,2013,7,Goat/Sheep,1, Household consumption,,,,,5
15006,5,0,2013,6,Goat/Sheep,2, Household consumption,,,,,3
15006,5,0,2013,8,Goat/Sheep,1, Household consumption,,,,,7
15006,5,0,2013,7,Goat/Sheep,1, Ceremony/guests,,,,,4
15006,5,0,2013,4,Goat/Sheep,2, Household consumption,,,,,2
15006,5,0,2013,3, Cattle,2, Ceremony/guests,,,,,1
15006,5,0,2013,8,Goat/Sheep,1, Ceremony/guests,,,,,6
15006,6,0,2015,4,Goat/Sheep,1, Ceremony/guests,,,,,2
15006,6,0,2015,8,Goat/Sheep,1, Household consumption,,,,,1
15007,5,0,2013,8,Goat/Sheep,1, Ceremony/guests,,,,,2
15007,5,0,2013,4,Goat/Sheep,1, Ceremony/guests,,,,,1
15007,5,0,2013,9,Goat/Sheep,1, Animals would have died,,,,,3
15008,1,,2009,6,Goat/Sheep,14, Household consumption,,,,,1
15008,2,,2010,9,Goat/Sheep,2, Household consumption,,,,,1
15008,5,0,2013,4,Goat/Sheep,1, Ceremony/guests,,,,,1
15008,6,0,2015,9,Goat/Sheep,2, Ceremony/guests,,,,,1
15009,1,,2009,7,Goat/Sheep,2, Ceremony/guests,,,,,2
15009,1,,2009,9,Goat/Sheep,1,For sale,,,,,5
15009,1,,2009,8,Goat/Sheep,2, Household consumption,,,,,3
15009,1,,2009,6, Cattle,2, Ceremony/guests,,,,,1
15009,1,,2009,9,Goat/Sheep,2, Animals would have died,,,,,4
15009,2,,2010,8,Goat/Sheep,3, Household consumption,,,,,1
15009,3,0,2011,4, Cattle,3, Animals would have died,,,,,1
15009,3,0,2011,8,Goat/Sheep,2, Household consumption,,,,,3
15009,3,0,2011,6, Cattle,1, Household consumption,,,,,2
15009,5,0,2013,2,Goat/Sheep,2, Ceremony/guests,,,,,1
15010,1,,2009,4,Goat/Sheep,4, Ceremony/guests,,,,,1
15010,1,,2009,6,Goat/Sheep,4, Household consumption,,,,,2
15010,2,,2010,8,Goat/Sheep,2, Ceremony/guests,,,,,1
15010,5,0,2013,4,Goat/Sheep,1, Ceremony/guests,,,,,1
15010,5,0,2013,8,Goat/Sheep,1, Ceremony/guests,,,,,2
15010,6,0,2015,9,Goat/Sheep,3, Ceremony/guests,,,,,1
15012,1,,2009,6,Goat/Sheep,2, Household consumption,,,,,2
15012,1,,2009,4,Goat/Sheep,4, Ceremony/guests,,,,,1
15012,2,,2010,5,Goat/Sheep,4, Ceremony/guests,,,,,1
15012,4,0,2012,4,Goat/Sheep,1, Household consumption,,,,,2
15012,4,0,2011,12,Goat/Sheep,2, Household consumption,,,,,1
15012,4,0,2012,7,Goat/Sheep,1, Household consumption,,,,,3
15012,6,0,2015,9,Goat/Sheep,1, Ceremony/guests,,,,,1
15012,7,,2020,11,Sheep,2, Ceremony/guests,,2,,2000,2
15012,7,,2020,7,Goat,2, Ceremony/guests,,2,,2400,2
15012,7,,2020,7,Sheep,2, Household consumption,,2,,2200,1
15012,7,,2020,4,Goat,2, Household consumption,,2,,2000,1
15013,1,,2009,4,Goat/Sheep,4, Household consumption,,,,,2
15013,1,,2009,3,Goat/Sheep,4, Ceremony/guests,,,,,1
15013,3,0,2011,7, Cattle,1, Ceremony/guests,,,,,2
15013,3,0,2011,6,Goat/Sheep,1, Ceremony/guests,,,,,1
15013,5,0,2013,1,Goat/Sheep,1, Animals would have died,,,,,2
15013,5,0,2012,12,Goat/Sheep,2, Household consumption,,,,,1
15013,5,0,2013,8,Goat/Sheep,2, Ceremony/guests,,,,,4
15013,5,0,2013,3,Goat/Sheep,2, Ceremony/guests,,,,,3
15013,6,0,2015,9,Goat/Sheep,3, Ceremony/guests,,,,,1
15014,1,,2009,6,Goat/Sheep,1, Ceremony/guests,,,,,3
15014,1,,2009,8,Goat/Sheep,1, Ceremony/guests,,,,,4
15014,1,,2009,9,Goat/Sheep,1, Ceremony/guests,,,,,5
15014,1,,2009,9,Goat/Sheep,1,For sale,,,,,6
15014,1,,2009,3,Goat/Sheep,1, Household consumption,,,,,2
15014,1,,2009,1,Goat/Sheep,1, Ceremony/guests,,,,,1
15014,2,,2010,9,Goat/Sheep,1, Household consumption,,,,,1
15014,5,0,2013,4,Goat/Sheep,2, Ceremony/guests,,,,,1
15014,6,0,2014,12,Goat/Sheep,1, Household consumption,,,,,1
15014,6,0,2015,9,Goat/Sheep,1, Ceremony/guests,,,,,4
15014,6,0,2015,3,Goat/Sheep,1,For sale,,,,,2
15014,6,0,2015,6,Goat/Sheep,1, Ceremony/guests,,,,,3
15014,7,,2020,12,Sheep,12, Household consumption,,4,,6000,4
15014,7,,2020,8, Cattle,3, Ceremony/guests,,1,,60000,1
15014,7,,2020,5, Camel,8, Animals would have died,,4,,100000,2
15014,7,,2020,12, Camel,8, Animals would have died,,4,,80000,4
15014,7,,2020,5,Goat,20, Household consumption,,4,,12000,2
15014,7,,2020,9, Camel,8, Animals would have died,,4,,120000,3
15014,7,,2020,12,Goat,20, Ceremony/guests,,4,,6000,4
15014,7,,2020,9,Goat,20, Household consumption,,4,,16000,3
15014,7,,2020,9,Sheep,12, Animals would have died,,4,,8000,3
15014,7,,2020,5,Sheep,12, Animals would have died,,4,,4000,2
15014,7,,2019,3,Sheep,12, Household consumption,,4,,6000,1
15014,7,,2019,3,Goat,20, Household consumption,,4,,6000,1
15014,7,,2019,3, Camel,8, Animals would have died,,4,,45000,1
15016,1,,2009,6,Goat/Sheep,6, Household consumption,,,,,2
15016,1,,2009,7,Goat/Sheep,4, Ceremony/guests,,,,,1
15016,2,,2010,5,Goat/Sheep,1, Household consumption,,,,,1
15016,2,,2010,9,Goat/Sheep,1, Household consumption,,,,,3
15016,2,,2010,8,Goat/Sheep,1, Household consumption,,,,,2
15016,5,0,2013,1,Goat/Sheep,3, Animals would have died,,,,,4
15016,5,0,2013,5,Goat/Sheep,1, Ceremony/guests,,,,,6
15016,5,0,2013,2,Goat/Sheep,2,For sale,,,,,5
15016,5,0,2012,11, Cattle,1,For sale,,,,,1
15016,5,0,2012,12,Goat/Sheep,1, Ceremony/guests,,,,,3
15016,5,0,2013,4, Cattle,1,For sale,,,,,2
15016,6,0,2015,2,Goat/Sheep,2, Household consumption,,,,,1
15016,6,0,2015,6,Goat/Sheep,3, Household consumption,,,,,2
15016,7,,2020,11,Goat,9, Household consumption,,3,,3500,2
15016,7,,2020,9,Goat,9,For sale,,3,3700,,1
15016,7,,2020,5,Goat,9, Ceremony/guests,,3,,13000,3
15018,1,,2009,6,Goat/Sheep,2, Ceremony/guests,,,,,1
15018,2,,2010,8, Cattle,1,For sale,,,,,22
15018,2,,2010,5,Goat/Sheep,5,For sale,,,,,1
15018,4,0,2012,9,Goat/Sheep,2,For sale,,,,,1
15018,5,0,2013,8,Goat/Sheep,1, Ceremony/guests,,,,,2
15018,5,0,2013,8,Goat/Sheep,2,For sale,,,,,3
15018,5,0,2013,4,Goat/Sheep,1, Ceremony/guests,,,,,1
15018,6,0,2015,9,Goat/Sheep,1, Household consumption,,,,,2
15018,6,0,2015,8,Goat/Sheep,2, Household consumption,,,,,1
15018,7,,2020,12,Goat,3, Household consumption,,2,,1800,2
15018,7,,2020,11,Goat,3, Ceremony/guests,,2,,4000,1
15019,1,,2009,4,Goat/Sheep,4, Ceremony/guests,,,,,1
15019,3,0,2011,4,Goat/Sheep,2, Household consumption,,,,,1
15019,5,0,2013,3, Camel,1, Animals would have died,,,,,1
15019,5,0,2013,6,Goat/Sheep,3, Animals would have died,,,,,2
15019,5,0,2013,9,Goat/Sheep,2, Household consumption,,,,,3
15019,6,0,2015,9,Goat/Sheep,1, Ceremony/guests,,,,,2
15019,6,0,2015,4,Goat/Sheep,1, Household consumption,,,,,1
15019,7,,2020,5,Goat,4, Household consumption,,3,,2500,2
15019,7,,2020,11,Goat,4, Ceremony/guests,,3,,6000,3
15019,7,,2019,3,Goat,4, Household consumption,,3,,4000,1
15020,1,,2009,6,Goat/Sheep,4, Ceremony/guests,,,,,1
15020,4,0,2012,8,Goat/Sheep,1, Household consumption,,,,,1
15020,6,0,2015,2,Goat/Sheep,2, Household consumption,,,,,1
15020,6,0,2015,7,Goat/Sheep,1, Household consumption,,,,,2
15021,1,,2009,7,Goat/Sheep,4, Ceremony/guests,,,,,5
15021,1,,2009,8,Goat/Sheep,4, Animals would have died,,,,,4
15021,1,,2009,4,Goat/Sheep,5, Household consumption,,,,,3
15021,1,,2009,2,Goat/Sheep,1, Ceremony/guests,,,,,2
15021,1,,2009,2,Goat/Sheep,6, Household consumption,,,,,1
15021,2,,.a,.a,Goat/Sheep,5, Ceremony/guests,,,,,1
15021,2,,2010,1,Goat/Sheep,1, Household consumption,,,,,2
15021,5,0,2013,5,Goat/Sheep,2, Household consumption,,,,,2
15021,5,0,2013,6,Goat/Sheep,3, Ceremony/guests,,,,,3
15021,5,0,2013,3,Goat/Sheep,2, Household consumption,,,,,1
15021,6,0,2015,9,Goat/Sheep,3, Household consumption,,,,,1
15022,1,,2009,7,Goat/Sheep,2, Household consumption,,,,,1
15022,2,,2010,1,Goat/Sheep,2,For sale,,,,,1
15022,3,0,2011,4,Goat/Sheep,3, Ceremony/guests,,,,,1
15022,7,,2020,7,Sheep,1,Other (specify),Traditional rite,1,,2500,1
15022,7,,2020,8,Goat,5, Ceremony/guests,,2,,12000,2
15022,7,,2020,5,Goat,5, Ceremony/guests,,2,,3000,1
15023,1,,2008,12,Goat/Sheep,1, Ceremony/guests,,,,,1
15023,1,,2009,3,Goat/Sheep,1, Ceremony/guests,,,,,2
15023,1,,2009,6,Goat/Sheep,1, Ceremony/guests,,,,,3
15023,1,,2009,9,Goat/Sheep,1, Ceremony/guests,,,,,4
15023,3,0,2011,8,Goat/Sheep,1, Ceremony/guests,,,,,1
15023,5,0,2013,8,Goat/Sheep,3, Ceremony/guests,,,,,1
15023,7,,2020,5,Goat,2, Household consumption,,2,,1,1
15023,7,,2020,11,Goat,2,For sale,,2,3000,,2
15024,1,,2009,6, Cattle,3, Household consumption,,,,,2
15024,1,,2009,7,Goat/Sheep,4, Ceremony/guests,,,,,1
15024,7,,2020,11,Goat,1, Ceremony/guests,,1,,3500,1
15025,1,,2009,4,Goat/Sheep,1, Household consumption,,,,,3
15025,1,,2009,2,Goat/Sheep,1, Ceremony/guests,,,,,2
15025,1,,2009,5,Goat/Sheep,1, Ceremony/guests,,,,,4
15025,1,,2009,1,Goat/Sheep,1, Household consumption,,,,,1
15025,1,,2009,8,Goat/Sheep,1,For sale,,,,,6
15025,1,,2009,6,Goat/Sheep,1, Household consumption,,,,,5
15025,2,,.a,.a,Goat/Sheep,5, Household consumption,,,,,1
15025,5,0,2013,9,Goat/Sheep,2, Ceremony/guests,,,,,3
15025,5,0,2013,4,Goat/Sheep,1, Household consumption,,,,,2
15025,5,0,2013,2,Goat/Sheep,1, Household consumption,,,,,1
15025,6,0,2015,9,Goat/Sheep,2, Ceremony/guests,,,,,1
15025,7,,2020,12,Goat,1, Household consumption,,1,,2500,1
15026,1,,2009,9,Goat/Sheep,3, Household consumption,,,,,2
15026,1,,2009,4,Goat/Sheep,4, Ceremony/guests,,,,,1
15026,2,,.a,.a,Goat/Sheep,1, Ceremony/guests,,,,,1
15026,2,,.a,.a,Goat/Sheep,3, Household consumption,,,,,2
15026,3,0,2011,4,Goat/Sheep,1, Ceremony/guests,,,,,1
15026,4,0,2012,8,Goat/Sheep,1, Household consumption,,,,,1
15026,5,0,2013,8,Goat/Sheep,1, Ceremony/guests,,,,,1
15026,6,0,2015,6,Goat/Sheep,1, Household consumption,,,,,3
15026,6,0,2015,3,Goat/Sheep,3, Household consumption,,,,,1
15026,6,0,2015,4,Goat/Sheep,1, Ceremony/guests,,,,,2
15026,6,0,2015,9,Goat/Sheep,1, Ceremony/guests,,,,,4
15026,7,,2020,11,Goat,2, Ceremony/guests,,1,,4000,1
15027,1,,2009,4, Cattle,5,For sale,,,,,1
15027,1,,2009,7,Goat/Sheep,4, Ceremony/guests,,,,,2
15027,4,0,2012,8,Goat/Sheep,1, Household consumption,,,,,1
15027,5,0,2013,2,Goat/Sheep,2, Ceremony/guests,,,,,2
15027,5,0,2013,9,Goat/Sheep,1, Animals would have died,,,,,3
15027,5,0,2012,12,Goat/Sheep,2, Household consumption,,,,,1
15027,7,,2020,7,Goat,8, Ceremony/guests,,2,,4500,1
15027,7,,2020,11,Goat,8, Ceremony/guests,,2,,6000,2
15028,5,0,2013,6,Goat/Sheep,2,For sale,,,,,2
15028,5,0,2013,2,Goat/Sheep,3,For sale,,,,,1
15028,6,0,2015,5,Goat/Sheep,1, Ceremony/guests,,,,,1
15028,6,0,2015,9,Goat/Sheep,1, Ceremony/guests,,,,,2
15029,5,0,2013,4,Goat/Sheep,1, Ceremony/guests,,,,,1
15029,5,0,2013,8,Goat/Sheep,1, Ceremony/guests,,,,,2
15029,6,0,2015,9,Goat/Sheep,3, Ceremony/guests,,,,,1
15029,6,0,2015,2,Goat/Sheep,1, Household consumption,,,,,2
15030,1,,2009,4,Goat/Sheep,2, Ceremony/guests,,,,,1
15030,4,0,2012,8,Goat/Sheep,1, Ceremony/guests,,,,,2
15030,4,0,2012,4,Goat/Sheep,1, Ceremony/guests,,,,,1
15030,5,0,2013,1,Goat/Sheep,1, Ceremony/guests,,,,,1
15030,5,0,2013,6,Goat/Sheep,3,For sale,,,,,2
15030,5,0,2013,9,Goat/Sheep,1, Ceremony/guests,,,,,3
15030,6,0,2015,5,Goat/Sheep,1, Ceremony/guests,,,,,1
15030,6,0,2015,9,Goat/Sheep,1, Ceremony/guests,,,,,2
15030,7,,2020,11,Goat,2, Ceremony/guests,,2,,3800,2
15030,7,,2020,9,Goat,2, Ceremony/guests,,2,,4000,1
15031,1,,2009,6,Goat/Sheep,2, Ceremony/guests,,,,,2
15031,1,,2009,3,Goat/Sheep,5, Household consumption,,,,,1
15031,5,0,2013,7,Goat/Sheep,1, Ceremony/guests,,,,,1
15031,7,,2020,11,Goat,1, Household consumption,,1,,2000,1
15033,1,,2009,4,Goat/Sheep,1, Household consumption,,,,,3
15033,1,,2009,6,Goat/Sheep,2, Ceremony/guests,,,,,4
15033,1,,2009,7,Goat/Sheep,1, Ceremony/guests,,,,,5
15033,1,,2009,2,Goat/Sheep,2, Ceremony/guests,,,,,2
15033,1,,2009,1,Goat/Sheep,1, Ceremony/guests,,,,,1
15033,1,,2009,8,Goat/Sheep,3, Household consumption,,,,,6
15033,5,0,2013,7,Goat/Sheep,1, Ceremony/guests,,,,,2
15033,5,0,2013,3,Goat/Sheep,1, Household consumption,,,,,1
15033,6,0,2015,9,Goat/Sheep,3, Household consumption,,,,,1
15034,1,,2009,6,Goat/Sheep,1, Household consumption,,,,,2
15034,1,,2009,3,Goat/Sheep,2, Ceremony/guests,,,,,1
15034,3,0,2011,8,Goat/Sheep,1, Ceremony/guests,,,,,3
15034,3,0,2011,2,Goat/Sheep,2, Household consumption,,,,,1
15034,3,0,2011,4,Goat/Sheep,1, Ceremony/guests,,,,,2
15034,4,0,2012,9,Goat/Sheep,1, Household consumption,,,,,2
15034,4,0,2012,8,Goat/Sheep,2,For sale,,,,,1
15034,5,0,2013,7,Goat/Sheep,1,For sale,,,,,4
15034,5,0,2013,4,Goat/Sheep,2,For sale,,,,,3
15034,5,0,2013,1,Goat/Sheep,1, Ceremony/guests,,,,,2
15034,5,0,2012,11,Goat/Sheep,1, Household consumption,,,,,1
15034,5,0,2013,9,Goat/Sheep,1, Ceremony/guests,,,,,5
15034,7,,2020,9,Goat,4, Animals would have died,,2,,4000,2
15034,7,,2020,12,Goat,4, Ceremony/guests,,2,,3500,1
15035,3,0,2011,8,Goat/Sheep,1, Household consumption,,,,,3
15035,3,0,2011,1,Goat/Sheep,1, Household consumption,,,,,1
15035,3,0,2011,3,Goat/Sheep,1, Ceremony/guests,,,,,2
15035,4,0,2012,4,Goat/Sheep,2, Ceremony/guests,,,,,1
15035,4,0,2012,6,Goat/Sheep,1, Ceremony/guests,,,,,2
15035,5,0,2013,8,Goat/Sheep,3, Ceremony/guests,,,,,1
15035,6,0,2015,8,Goat/Sheep,1, Household consumption,,,,,1
15035,7,,2020,5,Goat,3, Household consumption,,3,,3500,1
15035,7,,2020,9,Goat,3, Household consumption,,3,,2500,2
15035,7,,2020,11,Goat,3, Household consumption,,3,,1800,3
15036,1,,2009,4, Cattle,1, Ceremony/guests,,,,,2
15036,1,,2009,8,Goat/Sheep,2, Ceremony/guests,,,,,6
15036,1,,2009,9,Goat/Sheep,1, Animals would have died,,,,,7
15036,1,,2009,6,Goat/Sheep,1, Household consumption,,,,,4
15036,1,,2009,1,Goat/Sheep,1, Household consumption,,,,,1
15036,1,,2009,7,Goat/Sheep,1, Animals would have died,,,,,5
15036,1,,2009,5,Goat/Sheep,2, Ceremony/guests,,,,,3
15036,2,,2009,10,Goat/Sheep,1, Household consumption,,,,,2
15036,2,,2010,9,Goat/Sheep,1, Household consumption,,,,,1
15036,3,0,2011,9,Goat/Sheep,1, Household consumption,,,,,1
15036,5,0,2013,1,Goat/Sheep,1, Household consumption,,,,,1
15036,5,0,2013,8,Goat/Sheep,2, Ceremony/guests,,,,,3
15036,5,0,2013,3,Goat/Sheep,1, Ceremony/guests,,,,,2
15036,7,,2020,9,Goat,1,Other (specify),To facilitate migration from lorora to my current home,1,,4000,1
15037,1,,2009,4,Goat/Sheep,4, Ceremony/guests,,,,,1
15037,1,,2009,6,Goat/Sheep,6, Household consumption,,,,,2
15037,3,0,2011,7,Goat/Sheep,1, Household consumption,,,,,1
15037,4,0,2012,6,Goat/Sheep,5, Household consumption,,,,,1
15037,4,0,2012,1,Goat/Sheep,3, Animals would have died,,,,,3
15037,4,0,2012,4,Goat/Sheep,3, Ceremony/guests,,,,,2
15037,5,0,2013,3,Goat/Sheep,2, Household consumption,,,,,3
15037,5,0,2012,12, Cattle,2, Animals would have died,,,,,1
15037,5,0,2013,5, Cattle,1, Animals would have died,,,,,2
15037,5,0,2013,8,Goat/Sheep,1, Ceremony/guests,,,,,4
15037,6,0,2015,5,Goat/Sheep,4, Household consumption,,,,,1
15037,6,0,2015,6,Goat/Sheep,1, Household consumption,,,,,2
15037,7,,2020,9,Sheep,5, Ceremony/guests,,2,,12000,1
15037,7,,2020,9,Goat,6, Ceremony/guests,,1,,15000,1
15037,7,,2020,11,Sheep,5, Ceremony/guests,,2,,2000,2
15039,1,,2009,6,Goat/Sheep,3, Household consumption,,,,,1
15039,3,0,2011,4,Goat/Sheep,3, Ceremony/guests,,,,,1
15039,5,0,2013,1,Goat/Sheep,4, Animals would have died,,,,,1
15039,5,0,2013,8,Goat/Sheep,1, Animals would have died,,,,,3
15039,5,0,2013,5,Goat/Sheep,2, Ceremony/guests,,,,,2
15039,7,,2020,12,Goat,1, Animals would have died,,1,,2500,1
15040,1,,2009,4,Goat/Sheep,4, Ceremony/guests,,,,,2
15040,1,,2009,7,Goat/Sheep,15, Household consumption,,,,,1
15040,4,0,2012,8,Goat/Sheep,1, Ceremony/guests,,,,,1
15040,6,0,2014,10,Goat/Sheep,3, Animals would have died,,,,,2
15040,6,0,2015,8,Goat/Sheep,2, Household consumption,,,,,1
15041,1,,2009,4,Goat/Sheep,10, Household consumption,,,,,2
