hhid,round,conflict_yn,conflict_why_1,conflict_why_2,conflict_why_3,conflict_why_4,conflict_why_5,conflict_why_6,conflict_why_7,conflict_why_97,conflict_why_other,conflict_impact_yn,conflict_impact_how_1,conflict_impact_how_2,conflict_impact_how_3,conflict_impact_how_4,conflict_impact_how_5,conflict_impact_how_6,conflict_impact_how_7,conflict_impact_how_8,conflict_impact_how_9,conflict_impact_how_10,conflict_impact_how_97,conflict_impact_how_other,conflict_community_impact_1,conflict_community_impact_2,conflict_community_impact_3,conflict_community_impact_4,conflict_community_impact_5,conflict_community_impact_6,conflict_community_impact_97,conflict_community_impact_other
9058,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,
9059,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9060,7,Yes,Yes,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No,
9061,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No,
9062,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,
9063,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,
9065,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,
9066,7,Yes,Yes,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No,
9067,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,No,Yes,No,No,No,No,No,
9068,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,
9069,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,
9070,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,
9071,7,Yes,Yes,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No,
9072,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9073,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,
9074,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9075,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No,
9076,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No,
9077,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,
9078,7,Yes,Yes,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No,
9079,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,
9080,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,
9081,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No,
9082,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9083,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9084,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,No,Yes,No,No,No,No,No,
9085,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,
9086,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9087,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,
9088,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,No,Yes,No,No,No,No,No,
9089,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,
9090,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,
9091,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9092,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,
9093,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,
9094,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9095,7,I don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9096,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,
9097,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,
9098,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9099,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No,
9100,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,
9106,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,
9108,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,
9111,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,
9115,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No,
10001,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,
10002,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10003,7,Yes,No,No,No,No,No,No,Yes,No,,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,
10004,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,
10005,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,
10006,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10007,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,
10009,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,No,Yes,No,No,No,No,No,
10010,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,
10011,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No,
10012,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,
10013,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,
10014,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,
10016,7,Yes,No,No,No,No,No,Yes,No,No,,No,,,,,,,,,,,,,No,Yes,No,No,No,No,No,
10017,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,
10018,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,
10019,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,
10020,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,No,Yes,No,No,No,No,No,
10021,7,Yes,Yes,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No,
10022,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,
10023,7,Yes,Yes,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No,
10024,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,
10025,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,
10026,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,
10027,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,No,Yes,No,No,No,No,No,
10029,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No,
10030,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,No,Yes,No,No,No,No,No,
10031,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10033,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,
10036,7,Yes,Yes,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No,
11001,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11002,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11003,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11004,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11005,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11006,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11007,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11008,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11010,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11011,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11012,7,Yes,Yes,Yes,No,No,No,No,No,No,,No,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No,
11013,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11014,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11015,7,Yes,Yes,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No,
11018,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11020,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11021,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11022,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11023,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11024,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11025,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11026,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11027,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11028,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11029,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11030,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11032,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11033,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11034,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11035,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11036,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11037,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11039,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11040,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11041,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11042,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11044,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11045,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11047,7,Yes,Yes,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,No,Yes,No,No,No,No,No,
11049,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11050,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11051,7,Yes,Yes,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No,
11052,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11054,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11055,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11056,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11057,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11060,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11061,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11064,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12001,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12002,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12003,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12004,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12005,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12006,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12007,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12008,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12009,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12010,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12011,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12015,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12016,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12017,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12018,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12019,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12020,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12021,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12022,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12023,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12024,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12025,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12026,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12027,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12028,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12029,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12030,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12031,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12032,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12033,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12034,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12035,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12036,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12040,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12043,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12044,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13001,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13002,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13003,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13004,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13005,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13006,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13007,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13008,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13009,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13010,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13011,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13012,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13013,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13014,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13015,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13016,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13017,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13018,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13019,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13020,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13021,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13022,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13023,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13025,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13026,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13028,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13029,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13030,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13035,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13036,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13038,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14001,7,Yes,No,No,No,Yes,Yes,Yes,Yes,No,,No,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No,
14002,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14003,7,Yes,No,No,Yes,Yes,Yes,Yes,No,No,,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,,Yes,Yes,No,No,Yes,No,No,
14004,7,Yes,No,No,Yes,Yes,No,No,No,No,,No,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No,
14005,7,Yes,No,No,Yes,Yes,No,Yes,No,No,,No,,,,,,,,,,,,,Yes,Yes,No,Yes,Yes,No,No,
14006,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14008,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,
14009,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14010,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14011,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14012,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14013,7,Yes,No,No,No,No,Yes,No,No,Yes,To  steal goats,No,,,,,,,,,,,,,No,Yes,No,No,No,No,No,
14014,7,Yes,No,No,No,No,Yes,No,No,No,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,,No,Yes,No,No,No,No,No,
14015,7,Yes,No,No,No,No,Yes,No,No,Yes,Steal goats and sheep,No,,,,,,,,,,,,,Yes,Yes,No,No,No,Yes,No,
14016,7,Yes,No,No,No,No,Yes,No,No,Yes,Steal goats and sheep,No,,,,,,,,,,,,,No,Yes,No,No,No,Yes,No,
14017,7,Yes,No,No,Yes,Yes,Yes,Yes,No,No,,No,,,,,,,,,,,,,Yes,Yes,No,Yes,No,No,No,
14018,7,Yes,No,No,Yes,Yes,Yes,Yes,No,No,,No,,,,,,,,,,,,,Yes,Yes,Yes,Yes,No,No,No,
14019,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,
14020,7,Yes,No,No,No,No,Yes,Yes,No,No,,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,,Yes,Yes,Yes,No,Yes,No,No,
14021,7,Yes,No,No,Yes,Yes,Yes,No,No,No,,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,,No,Yes,Yes,No,Yes,No,No,
14022,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14024,7,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,,No,,,,,,,,,,,,,Yes,Yes,No,No,Yes,No,No,
14027,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No,
14028,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14029,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14030,7,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Tribalism,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,,Yes,Yes,No,No,No,No,No,
14031,7,Yes,No,No,No,No,Yes,Yes,Yes,No,,No,,,,,,,,,,,,,Yes,Yes,No,No,Yes,No,No,
14033,7,Yes,No,No,Yes,Yes,Yes,Yes,No,No,,No,,,,,,,,,,,,,Yes,Yes,Yes,Yes,No,No,No,
14035,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14037,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,No,No,No,No,No,No,Yes,Insecurity tensions
14038,7,Yes,No,No,Yes,Yes,Yes,Yes,No,No,,No,,,,,,,,,,,,,Yes,Yes,No,Yes,Yes,No,No,
14040,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14041,7,Yes,No,No,No,No,Yes,No,No,No,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,,No,No,No,No,Yes,No,No,
14043,7,Yes,No,No,No,No,Yes,No,No,Yes,Steal goats and sheep,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Loss of goats and sheep,No,Yes,No,No,No,Yes,No,
14044,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,
14045,7,Yes,No,No,No,No,Yes,Yes,Yes,No,,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,,Yes,Yes,No,No,No,No,No,
14046,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14048,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14049,7,Yes,No,Yes,Yes,Yes,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,Yes,No,No,Yes,No,No,
14050,7,Yes,No,No,Yes,Yes,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,No,No,
14051,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14052,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,No,Yes,No,No,No,No,No,
14054,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14055,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14056,7,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,,No,,,,,,,,,,,,,No,Yes,No,No,No,No,No,
14057,7,Yes,No,No,No,No,Yes,No,Yes,Yes,Livestock theft,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,,Yes,Yes,No,No,No,No,No,
14058,7,Yes,No,No,No,No,No,No,No,Yes,Steal goats and sheep,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Loss of livestock,Yes,Yes,No,No,No,No,No,
14060,7,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,,No,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,No,
14061,7,Yes,No,No,No,No,Yes,No,No,No,,Yes,Yes,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,No,No,No,No,No,
14062,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14064,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,No,Yes,No,No,No,No,No,
14065,7,Yes,No,No,Yes,Yes,Yes,No,Yes,No,,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,They're affected with the internal peace because of diverse community fighting each other around the same community,Yes,Yes,No,No,No,No,No,
14066,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14067,7,Yes,No,No,No,No,Yes,No,No,Yes,To steal goats,No,,,,,,,,,,,,,Yes,Yes,No,No,No,Yes,No,
14068,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14069,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14071,7,Yes,No,No,No,No,Yes,No,No,Yes,Stealing livestock,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,"Loss of livestock such as goat,sheep,camel and donkey",Yes,Yes,No,No,Yes,No,No,
14073,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14075,7,Yes,No,No,Yes,Yes,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,Yes,No,Yes,Yes,No,No,
14076,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14077,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14078,7,I don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14082,7,Yes,No,No,No,No,Yes,No,No,Yes,Tribal clashes,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,No,,Yes,Yes,No,No,No,No,No,
14083,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14085,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14086,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14087,7,Yes,Yes,No,No,No,Yes,No,No,Yes,Steal goats and sheeps,No,,,,,,,,,,,,,Yes,Yes,No,Yes,No,Yes,Yes,Shortage of food and total insecurity
14088,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14089,7,Yes,Yes,No,No,No,Yes,No,No,No,,Yes,No,Yes,No,No,No,No,No,No,No,No,No,,Yes,Yes,No,No,No,No,No,
14090,7,Yes,No,No,No,No,Yes,No,No,Yes,To steal goats and sheeps,No,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No,
14091,7,Yes,No,No,No,No,No,No,No,Yes,To steal goats and sheep,No,,,,,,,,,,,,,No,Yes,No,No,No,Yes,No,
14092,7,Yes,No,No,Yes,No,No,No,No,No,,No,,,,,,,,,,,,,No,Yes,No,No,No,No,No,
14094,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14095,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14096,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Plots conflicts,No,,,,,,,,,,,,,Yes,Yes,No,No,Yes,No,No,
14097,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14098,7,Yes,No,No,No,No,Yes,No,No,No,,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Psychologically due to my old age,Yes,No,No,No,No,No,No,
14099,7,Yes,No,No,No,No,Yes,No,No,Yes,"Steal donkey, goats and sheep",No,,,,,,,,,,,,,Yes,Yes,No,No,No,Yes,No,
14101,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14102,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14103,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No,
14104,7,Yes,No,No,Yes,Yes,Yes,Yes,No,No,,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,No,,No,Yes,No,No,Yes,No,No,
