hhid,round,comment,s13q3,s13q4,s13q5a,s13q5b,s13q5c,s13q5d,s13q6a,s13q6b,s13q6c,s13q6d,s13q7a,s13q7b,s13q7c,s13q7d,s13q8a,s13q8b,s13q8c,s13q8d
8013,1,,yes,,.b,.b,.5,Acre,.b,.b,.25,Acre,,,.25,Acre,,,.25,Acre
8013,2,,No,,,,,,,,,,,,,,,,,
8013,3,0,yes,,0,,7,Square feet,0,,4,Square feet,,,,,,,,
8013,4,0,No,,,,,,,,,,,,,,,,,
8013,5,0,No,,,,,,,,,,,,,,,,,
8013,6,0,yes,,0,,3,Acre,0,,2,Acre,,,,,,,,
8014,1,,yes,yes,.b,.b,1,Acre,.b,.b,1,Acre,,,1,Acre,,,1,Acre
8014,2,,yes,,0,,1,Acre,0,,0,Acre,,,,,,,,
8014,3,0,No,,0,,0,,0,,0,,,,,,,,,
8014,4,0,yes,,0,,2,Hectare,1,Hectare,1,Hectare,,,,,,,,
8014,5,0,yes,,0,,1,Acre,0,,1,Acre,,,,,,,,
8014,6,0,yes,,0,,.5,Hectare,0,,.5,Hectare,,,,,,,,
8015,1,,yes,yes,.b,.b,3,Acre,.b,.b,3,Acre,,,3,Acre,,,3,Acre
8015,2,,yes,,0,,2,Acre,0,,0,Acre,,,,,,,,
8015,3,0,yes,,0,,4,Acre,0,,0,,,,,,,,,
8015,4,0,yes,,0,,5,Acre,0,,1,Hectare,,,,,,,,
8015,5,0,yes,,0,,10,Acre,0,,3,Acre,,,,,,,,
8015,6,0,yes,,0,,1,Acre,0,,.5,Acre,,,,,,,,
8016,1,,No,No,,,,,,,,,,,,,,,,
8017,1,,yes,yes,.b,.b,.25,Acre,.b,.b,.25,Acre,,,.25,Acre,,,.25,Acre
8018,1,,yes,,.b,.b,1,Acre,.b,.b,.25,Acre,,,.25,Acre,,,.25,Acre
8018,2,,yes,,0,Acre,4,Acre,0,Acre,2,Acre,,,,,,,,
8018,3,0,yes,,0,,3,Acre,0,,1,Acre,,,,,,,,
8018,4,0,yes,,0,,2,Acre,0,,1,Acre,,,,,,,,
8018,5,0,yes,,0,,2,Acre,0,,2,Acre,,,,,,,,
8018,6,0,yes,,1,Acre,1,Hectare,100,Square meter,100,Square meter,,,,,,,,
8019,1,,yes,yes,.b,.b,.25,Hectare,.b,.b,0,Hectare,,,0,Hectare,,,.25,Hectare
8019,2,,yes,,0,Acre,2,Acre,0,Acre,.5,Acre,,,,,,,,
8019,3,0,yes,,0,,2,Acre,2,Acre,2,Acre,,,,,,,,
8019,4,0,yes,,0,,4,Acre,0,,4,Acre,,,,,,,,
8019,5,0,yes,,0,,1,Acre,0,,1,Acre,,,,,,,,
8019,6,0,No,,,,,,,,,,,,,,,,,
8020,1,,No,No,,,,,,,,,,,,,,,,
8020,2,,No,,,,,,,,,,,,,,,,,
8020,3,0,No,,0,,0,,0,,0,,,,,,,,,
8020,4,0,No,,,,,,,,,,,,,,,,,
8020,5,0,No,,,,,,,,,,,,,,,,,
8020,6,0,No,,,,,,,,,,,,,,,,,
8021,1,,yes,yes,.b,.b,2,Acre,.b,.b,2,Acre,,,.5,Acre,,,2,Acre
8021,2,,yes,,0,Acre,1,Acre,0,Acre,5,Acre,,,,,,,,
8021,3,0,yes,,1,Hectare,1,Hectare,1,Hectare,1,Hectare,,,,,,,,
8021,4,0,No,,,,,,,,,,,,,,,,,
8021,5,0,No,,,,,,,,,,,,,,,,,
8021,6,0,yes,,0,,1,Acre,0,,1,Acre,,,,,,,,
8022,1,,yes,yes,.b,.b,2,Hectare,.b,.b,1,Hectare,,,,,,,1,Hectare
8022,2,,yes,,0,Acre,2,Acre,0,Acre,2,Acre,,,,,,,,
8022,3,0,yes,,0,,1,Hectare,0,,1,Acre,,,,,,,,
8022,4,0,No,,,,,,,,,,,,,,,,,
8022,5,0,No,,,,,,,,,,,,,,,,,
8022,6,0,yes,,1,Acre,.5,Acre,1,Acre,0,,,,,,,,,
8023,1,,No,No,,,,,,,,,,,,,,,,
8023,2,,No,,,,,,,,,,,,,,,,,
8023,3,0,yes,,0,,3,Acre,0,,3,Acre,,,,,,,,
8023,4,0,yes,,0,,2,Acre,0,,1,Acre,,,,,,,,
8023,5,0,No,,,,,,,,,,,,,,,,,
8023,6,0,yes,,1,Square feet,0,,1,Square feet,0,,,,,,,,,
8024,1,,No,No,,,,,,,,,,,,,,,,
8024,2,,No,,,,,,,,,,,,,,,,,
8024,3,0,No,,0,,0,,0,,0,,,,,,,,,
8024,4,0,No,,,,,,,,,,,,,,,,,
8024,5,0,No,,,,,,,,,,,,,,,,,
8024,6,0,No,,,,,,,,,,,,,,,,,
8025,1,,yes,,.b,.b,2,Hectare,.b,.b,.b,.b,,,,,,,1,Hectare
8025,2,,yes,,0,Acre,2,Acre,0,Acre,1,Acre,,,,,,,,
8025,3,0,yes,,0,,2,Hectare,0,,1,Acre,,,,,,,,
8025,4,0,yes,,0,,2,Acre,0,,2,Acre,,,,,,,,
8025,5,0,yes,,0,,2,Acre,0,,0,,,,,,,,,
8025,6,0,yes,,0,,2,Hectare,1,Hectare,0,,,,,,,,,
8026,1,,yes,yes,.b,.b,1,Hectare,.b,.b,1,Hectare,,,,,,,1,Hectare
8026,2,,yes,,0,Square meter,2,Square meter,0,Square meter,1,Square meter,,,,,,,,
8026,3,0,yes,,0,,1,Acre,0,,1,Acre,,,,,,,,
8026,4,0,No,,,,,,,,,,,,,,,,,
8026,5,0,No,,,,,,,,,,,,,,,,,
8026,6,0,No,,,,,,,,,,,,,,,,,
8027,1,,yes,yes,.b,.b,2,Square meter,.b,.b,4,Acre,,,,,,,2,Acre
8027,2,,yes,,0,Acre,4,Acre,0,Acre,1,Acre,,,,,,,,
8027,3,0,yes,,2,Acre,1,Acre,2,Acre,2,Acre,,,,,,,,
8027,4,0,yes,,0,,2,Acre,0,,2,Acre,,,,,,,,
8027,5,0,yes,,4,Acre,2,Acre,2,Acre,2,Acre,,,,,,,,
8027,6,0,yes,,1,Square meter,0,,1,Square meter,0,,,,,,,,,
8028,1,,yes,yes,.b,.b,3,Hectare,.b,.b,1,Hectare,,,,,,,1,Hectare
8028,5,0,yes,,0,,7,Acre,0,,1,Acre,0,,1,Acre,0,,1,Acre
8028,6,0,yes,,0,,2,Acre,0,,1,Acre,,,,,,,,
8029,1,,No,No,,,,,,,,,,,,,,,,
8029,2,,No,,,,,,,,,,,,,,,,,
8029,3,0,yes,,0,,3,Hectare,0,,2,Acre,,,,,,,,
8029,4,0,yes,,0,,1,Acre,0,,1,Acre,,,,,,,,
8029,5,0,yes,,0,,1,Acre,0,,0,,,,,,,,,
8029,6,0,yes,,0,,1,Hectare,0,,1,Hectare,,,,,,,,
8030,1,,yes,yes,.b,.b,10,Acre,.b,.b,3,Acre,,,,,,,3,Acre
8030,2,,yes,,0,Acre,1,Acre,0,Acre,5,Acre,,,,,,,,
8030,3,0,yes,,0,,3,Acre,0,,2,Acre,,,,,,,,
8030,4,0,No,,,,,,,,,,,,,,,,,
8030,5,0,yes,,0,,2,Acre,0,,2,Acre,,,,,,,,
8030,6,0,yes,,0,,1,Square meter,0,,1,Square meter,,,,,,,,
8031,1,,yes,yes,.b,.b,4,Hectare,.b,.b,2,Hectare,,,,,,,2,Hectare
8031,2,,yes,,0,Acre,4,Acre,0,Acre,1,Acre,,,,,,,,
8031,3,0,yes,,0,,10,Acre,0,,1.5,Acre,,,,,,,,
8031,4,0,yes,,0,,3,Hectare,0,,3,Hectare,,,,,,,,
8031,5,0,yes,,0,,2,Acre,0,,1,Acre,,,,,,,,
8031,6,0,yes,,1,Hectare,2.5,Hectare,500,Square meter,2.5,Hectare,,,,,,,,
8032,1,,yes,yes,.b,.b,2,Hectare,.b,.b,2,Hectare,,,,,,,,
8032,2,,yes,,0,Acre,2,Acre,0,Acre,1,Acre,,,,,,,,
8032,3,0,yes,,0,,5,Acre,0,,1.5,Acre,,,,,,,,
8032,4,0,yes,,0,,3,Hectare,0,,1,Hectare,,,,,,,,
8032,5,0,yes,,0,,3,Acre,0,,0,,,,,,,,,
8032,6,0,No,,,,,,,,,,,,,,,,,
8033,1,,No,No,,,,,,,,,,,,,,,,
8033,2,,No,,,,,,,,,,,,,,,,,
8033,3,0,No,,0,,0,,0,,0,,,,,,,,,
8033,4,0,No,,,,,,,,,,,,,,,,,
8033,5,0,No,,,,,,,,,,,,,,,,,
8034,1,,yes,,.b,.b,7,Hectare,.b,.b,2,Hectare,,,2,Hectare,,,2,Hectare
8034,2,,yes,,0,Acre,4,Acre,0,Acre,2,Acre,,,,,,,,
8034,3,0,yes,,0,,3,Acre,0,,1,Acre,,,,,,,,
8034,4,0,yes,,0,,3,Acre,0,,3,Acre,,,,,,,,
8034,5,0,yes,,0,,4,Acre,0,,3,Acre,,,,,,,,
8034,6,0,yes,,0,,2,Acre,0,,1.75,Acre,,,,,,,,
8035,1,,yes,,.b,.b,1,Hectare,.b,.b,1,Hectare,,,1,Hectare,,,1,Hectare
8035,2,,yes,,0,Acre,1,Acre,0,Acre,.5,Acre,,,,,,,,
8035,3,0,yes,,0,,1,Hectare,0,,1,Acre,,,,,,,,
8035,4,0,yes,,0,,1,Acre,0,,1,Acre,,,,,,,,
8035,5,0,yes,,0,,1,Acre,0,,1,Acre,,,,,,,,
8035,6,0,yes,,.25,Hectare,.25,Hectare,.25,Hectare,.69999999,Hectare,,,,,,,,
8036,1,,yes,,.b,.b,2,Hectare,.b,.b,2,Hectare,,,2,Hectare,,,,
8036,2,,yes,,0,Acre,6,Acre,0,Acre,2,Acre,,,,,,,,
8036,3,0,yes,,0,,2,Acre,0,,2,Acre,,,,,,,,
8036,4,0,yes,,0,,3,Acre,0,,3,Acre,,,,,,,,
8036,5,0,yes,,0,,3,Acre,0,,1,Acre,,,,,,,,
8036,6,0,yes,,1,Hectare,1,Hectare,.5,Hectare,2.5,Acre,,,,,,,,
8037,1,,yes,,.b,.b,2,Hectare,.b,.b,.b,.b,,,,,,,1,Hectare
8037,2,,No,,,,,,,,,,,,,,,,,
8037,3,0,yes,,0,,35,Square meter,35,Square meter,35,Square meter,,,,,,,,
8038,1,,yes,,.b,.b,.b,.b,.b,.b,.b,.b,,,,,,,2,Hectare
8038,2,,yes,,0,Acre,3,Acre,0,Acre,2,Acre,,,,,,,,
8038,3,0,No,,0,,0,,0,,0,,,,,,,,,
8038,4,0,yes,,0,,2,Acre,0,,2,Acre,,,,,,,,
8038,5,0,No,,,,,,,,,,,,,,,,,
8038,6,0,yes,,0,,3,Acre,0,,1.5,Acre,,,,,,,,
8039,1,,No,No,,,,,,,,,,,,,,,,
8039,2,,No,,,,,,,,,,,,,,,,,
8039,3,0,No,,0,,0,,0,,0,,,,,,,,,
8039,4,0,No,,,,,,,,,,,,,,,,,
8039,5,0,No,,,,,,,,,,,,,,,,,
8039,6,0,yes,,0,,0,,0,,.5,Acre,,,,,,,,
8040,1,,No,No,,,,,,,,,,,,,,,,
8040,2,,No,,,,,,,,,,,,,,,,,
8040,3,0,No,,0,,0,,0,,0,,,,,,,,,
8040,4,0,No,,,,,,,,,,,,,,,,,
8040,5,0,No,,,,,,,,,,,,,,,,,
8040,6,0,No,,,,,,,,,,,,,,,,,
8041,1,,No,No,,,,,,,,,,,,,,,,
8041,2,,No,,,,,,,,,,,,,,,,,
8041,3,0,yes,,0,,5,Acre,0,,0,,,,,,,,,
8041,4,0,No,,,,,,,,,,,,,,,,,
8041,6,0,No,yes,,,,,,,,,,,,,,,,
8042,1,,No,No,,,,,,,,,,,,,,,,
8042,2,,No,,,,,,,,,,,,,,,,,
8042,3,0,No,,0,,0,,0,,0,,,,,,,,,
8042,4,0,No,,,,,,,,,,,,,,,,,
8042,5,0,No,,,,,,,,,,,,,,,,,
8044,1,,yes,,.b,.b,8,Hectare,.b,.b,3,Hectare,,,3,Hectare,,,3,Hectare
8044,2,,yes,,0,Acre,8,Acre,0,Acre,3,Acre,,,,,,,,
8044,3,0,yes,,0,,3,Acre,0,,2,Acre,,,,,,,,
8044,4,0,yes,,0,,6,Acre,0,,2.5,Acre,,,,,,,,
8044,5,0,yes,,0,,3,Acre,0,,2.5,Acre,,,,,,,,
8044,6,0,yes,,0,,6,Acre,0,,2.5,Acre,,,,,,,,
8045,1,,No,No,,,,,,,,,,,,,,,,
8045,2,,yes,,0,Acre,6,Acre,0,Acre,1,Acre,,,,,,,,
8045,3,0,yes,,0,,5,Hectare,0,,5,Hectare,,,,,,,,
8045,4,0,yes,,0,,2,Acre,0,,2,Acre,,,,,,,,
8045,5,0,yes,,0,,2,Acre,0,,2,Acre,,,,,,,,
8045,6,0,yes,,0,,2,Acre,1,Acre,0,,,,,,,,,
8046,1,,No,No,,,,,,,,,,,,,,,,
8046,2,,yes,,0,Acre,2,Acre,0,Acre,5,Acre,,,,,,,,
8046,3,0,yes,,2,Acre,0,,0,,0,,,,,,,,,
8046,4,0,yes,,0,,7,Hectare,0,,4,Hectare,,,,,,,,
8047,1,,yes,yes,.b,.b,10,Hectare,.b,.b,4,Hectare,,,4,Hectare,,,4,Hectare
8047,2,,yes,,0,Acre,6,Acre,0,Acre,3,Acre,,,,,,,,
8047,3,0,yes,,0,,6,Acre,0,,4,Acre,,,,,,,,
8047,4,0,yes,,0,,5,Hectare,0,,2,Hectare,,,,,,,,
8047,5,0,yes,,0,,4,Acre,0,,2.5,Acre,,,,,,,,
8047,6,0,yes,,0,,2,Acre,0,,2,Acre,,,,,,,,
8048,1,,yes,yes,.b,.b,3,Hectare,.b,.b,3,Hectare,,,3,Hectare,,,3,Hectare
8048,2,,yes,,0,Acre,4,Acre,0,Acre,2,Acre,,,,,,,,
8048,3,0,yes,,0,,3,Hectare,0,,3,Hectare,,,,,,,,
8048,4,0,yes,,0,,2,Acre,0,,2,Acre,,,,,,,,
8048,5,0,yes,,0,,3,Acre,0,,1,Acre,,,,,,,,
8048,6,0,yes,,0,,4,Acre,0,,3,Acre,,,,,,,,
8049,1,,yes,yes,.b,.b,11,Hectare,.b,.b,2,Hectare,,,2,Hectare,,,2,Hectare
8049,2,,yes,,0,,9,Acre,0,,3,Acre,,,,,,,,
8049,3,0,yes,,0,,12,Acre,0,,4,Acre,,,,,,,,
8049,4,0,yes,,0,,12,Hectare,0,,2,Hectare,,,,,,,,
8049,5,0,yes,,0,,2,Acre,0,,2,Acre,,,,,,,,
8049,6,0,yes,,0,,1,Hectare,0,,1,Hectare,,,,,,,,
8050,1,,yes,yes,.b,.b,3,Acre,.b,.b,4,Acre,,,,,,,3,Acre
8050,2,,yes,,0,Acre,0,Acre,0,Acre,2,Acre,,,,,,,,
8050,3,0,yes,,0,,6,Acre,0,,6,Acre,,,,,,,,
8050,4,0,yes,,0,,4,Acre,0,,2,Acre,,,,,,,,
8050,5,0,yes,,0,,1,Acre,0,,5,Acre,,,,,,,,
8050,6,0,yes,,0,,5,Acre,0,,2,Acre,,,,,,,,
8051,1,,yes,yes,.b,.b,5,Hectare,.b,.b,1,Hectare,,,1,Hectare,,,1,Hectare
8051,2,,No,,,,,,,,,,,,,,,,,
8051,3,0,No,,,,,,,,,,,,,,,,,
8051,4,0,No,,,,,,,,,,,,,,,,,
8051,5,0,No,,,,,,,,,,,,,,,,,
8051,6,0,No,,,,,,,,,,,,,,,,,
8052,1,,yes,yes,.b,.b,2,Hectare,.b,.b,1,Hectare,,,1,Hectare,,,1,Hectare
8052,2,,No,,,,,,,,,,,,,,,,,
8052,3,0,yes,,0,,1,Hectare,1,Acre,1,Acre,,,,,,,,
8052,4,0,yes,,0,,3,Hectare,0,,0,,,,,,,,,
8052,5,0,yes,,1,Acre,0,,1,Acre,0,,,,,,,,,
8052,6,0,yes,,1,Acre,1,Acre,1,Acre,0,,,,,,,,,
8053,1,,yes,yes,.b,.b,2,Hectare,.b,.b,2,Hectare,,,2,Hectare,,,2,Hectare
8053,2,,No,,,,,,,,,,,,,,,,,
8053,3,0,yes,,0,,1.5,Acre,0,,1.4,Acre,,,,,,,,
8053,4,0,yes,,0,,4,Acre,0,,3,Acre,,,,,,,,
8053,5,0,yes,,1,Acre,0,,1,Acre,0,,,,,,,,,
8053,6,0,yes,,0,,9,Square meter,0,,9,Square meter,,,,,,,,
8054,1,,yes,yes,.b,.b,4,Acre,.b,.b,2,Acre,,,,,,,2,Acre
8054,2,,yes,,0,Hectare,1,Acre,0,Hectare,1,Acre,,,,,,,,
8054,3,0,yes,,0,,5,Acre,0,,3,Acre,,,,,,,,
8054,4,0,yes,,0,,2,Acre,0,,1,Acre,,,,,,,,
8054,5,0,yes,,0,,2,Acre,0,,1,Acre,,,,,,,,
8054,6,0,yes,,0,,2,Acre,0,,2,Acre,,,,,,,,
8055,1,,No,No,,,,,,,,,,,,,,,,
8055,2,,yes,,0,Acre,2,Acre,0,Acre,.5,Acre,,,,,,,,
8055,3,0,yes,,0,,1,Hectare,2,Acre,0,,,,,,,,,
8055,4,0,yes,,0,,4,Hectare,0,,2,Hectare,,,,,,,,
8055,5,0,yes,,0,,3,Acre,0,,1,Acre,,,,,,,,
8055,6,0,yes,,0,,4,Acre,0,,1,Acre,,,,,,,,
8056,1,,yes,yes,.b,.b,5,Acre,.b,.b,1,Acre,,,1,Acre,,,1,Acre
8056,2,,No,,,,,,,,,,,,,,,,,
8056,3,0,yes,,1,Acre,0,,1,Acre,0,,,,,,,,,
8056,4,0,yes,,0,,6,Acre,0,,1,Acre,,,,,,,,
8056,5,0,yes,,0,,6,Acre,0,,0,,,,,,,,,
8056,6,0,yes,,.75,Acre,.5,Acre,.75,Acre,0,,,,,,,,,
8057,2,,yes,yes,10,Acre,10,Acre,0,Acre,5,Acre,0,Acre,5,Acre,0,Acre,5,Acre
8057,3,0,yes,,10,Acre,8,Square meter,10,Acre,8,Square meter,,,,,,,,
8057,4,0,yes,,0,,8,Acre,0,,0,,,,,,,,,
8057,5,0,yes,,0,,1,Acre,0,,1,Acre,,,,,,,,
8057,6,0,yes,,0,,1,Acre,0,,1,Acre,,,,,,,,
8058,6,0,No,yes,,,,,,,,,,,,,,,,
8059,2,,yes,yes,0,Acre,2,Acre,0,Acre,2,Acre,0,Acre,2,Acre,0,Acre,2,Acre
8059,3,0,yes,,0,,4,Acre,0,,4,Acre,,,,,,,,
8059,4,0,yes,,0,,2,Acre,0,,2,Acre,,,,,,,,
8059,5,0,yes,,0,,2,Acre,0,,2,Acre,,,,,,,,
8059,6,0,yes,,0,,8,Acre,0,,7,Acre,,,,,,,,
8061,2,,yes,yes,0,Acre,4,Acre,0,Acre,0,Acre,0,Acre,0,Acre,0,Acre,0,Acre
8061,3,0,No,,0,,0,,0,,0,,,,,,,,,
8061,4,0,No,,,,,,,,,,,,,,,,,
8061,5,0,No,,,,,,,,,,,,,,,,,
8061,6,0,yes,,3,Acre,.5,Acre,3,Acre,0,,,,,,,,,
8062,2,,No,No,,,,,,,,,,,,,,,,
8062,3,0,yes,,0,,2,Acre,0,,0,,,,,,,,,
8062,4,0,No,,,,,,,,,,,,,,,,,
8062,5,0,No,,,,,,,,,,,,,,,,,
8062,6,0,No,,,,,,,,,,,,,,,,,
8065,6,0,yes,,0,,3,Acre,2,Acre,0,,,,,,,,,
8070,4,0,yes,,0,,2,Acre,0,,1,Acre,0,,1,Hectare,0,,1,Hectare
8070,5,0,yes,,0,,3,Acre,0,,3,Acre,,,,,,,,
8070,6,0,yes,,0,,2,Hectare,1,Hectare,0,,,,,,,,,
9001,1,,No,No,,,,,,,,,,,,,,,,
9001,2,,No,,,,,,,,,,,,,,,,,
9001,3,0,No,,0,,0,,0,,0,,,,,,,,,
9001,4,0,No,,,,,,,,,,,,,,,,,
9001,5,0,No,,,,,,,,,,,,,,,,,
9001,6,0,No,,,,,,,,,,,,,,,,,
9002,1,,No,No,,,,,,,,,,,,,,,,
9002,2,,No,,,,,,,,,,,,,,,,,
9002,3,0,No,,0,,0,,0,,0,,,,,,,,,
9002,4,0,No,,,,,,,,,,,,,,,,,
9002,5,0,No,,,,,,,,,,,,,,,,,
9002,6,0,No,,,,,,,,,,,,,,,,,
9003,1,,No,No,,,,,,,,,,,,,,,,
9003,2,,No,,,,,,,,,,,,,,,,,
9003,3,0,No,,0,,0,,0,,0,,,,,,,,,
9003,4,0,No,,,,,,,,,,,,,,,,,
9003,5,0,No,,,,,,,,,,,,,,,,,
9004,1,,No,No,,,,,,,,,,,,,,,,
9004,2,,No,,,,,,,,,,,,,,,,,
9004,3,0,No,,0,,0,,0,,0,,,,,,,,,
9004,4,0,No,,,,,,,,,,,,,,,,,
9004,5,0,No,,,,,,,,,,,,,,,,,
9005,1,,No,No,,,,,,,,,,,,,,,,
9005,2,,No,,,,,,,,,,,,,,,,,
9005,3,0,No,,0,,0,,0,,0,,,,,,,,,
9005,4,0,No,,,,,,,,,,,,,,,,,
9005,5,0,No,,,,,,,,,,,,,,,,,
9005,6,0,No,,,,,,,,,,,,,,,,,
9006,1,,No,No,,,,,,,,,,,,,,,,
9006,2,,No,,,,,,,,,,,,,,,,,
9006,3,0,No,,0,,0,,0,,0,,,,,,,,,
9006,4,0,No,,,,,,,,,,,,,,,,,
9006,5,0,No,,,,,,,,,,,,,,,,,
9006,6,0,No,,,,,,,,,,,,,,,,,
9007,1,,No,No,,,,,,,,,,,,,,,,
9007,2,,No,,,,,,,,,,,,,,,,,
9007,3,0,No,,0,,0,,0,,0,,,,,,,,,
9007,4,0,No,,,,,,,,,,,,,,,,,
9007,5,0,No,,,,,,,,,,,,,,,,,
9007,6,0,No,,,,,,,,,,,,,,,,,
9008,1,,No,No,,,,,,,,,,,,,,,,
9008,2,,No,,,,,,,,,,,,,,,,,
9008,3,0,No,,0,,0,,0,,0,,,,,,,,,
9008,4,0,No,,,,,,,,,,,,,,,,,
9008,5,0,No,,,,,,,,,,,,,,,,,
9008,6,0,No,,,,,,,,,,,,,,,,,
9009,1,,No,No,,,,,,,,,,,,,,,,
9009,2,,No,,,,,,,,,,,,,,,,,
9009,3,0,No,,0,,0,,0,,0,,,,,,,,,
9009,4,0,No,,,,,,,,,,,,,,,,,
9009,5,0,No,,,,,,,,,,,,,,,,,
9009,6,0,No,,,,,,,,,,,,,,,,,
9010,1,,No,No,,,,,,,,,,,,,,,,
9010,2,,No,,,,,,,,,,,,,,,,,
9010,3,0,No,,0,,0,,0,,0,,,,,,,,,
9010,4,0,No,,,,,,,,,,,,,,,,,
9010,5,0,No,,,,,,,,,,,,,,,,,
9010,6,0,No,,,,,,,,,,,,,,,,,
9011,1,,No,No,,,,,,,,,,,,,,,,
9011,2,,No,,,,,,,,,,,,,,,,,
9011,3,0,No,,0,,0,,0,,0,,,,,,,,,
9011,4,0,No,,,,,,,,,,,,,,,,,
9011,5,0,No,,,,,,,,,,,,,,,,,
9012,1,,No,No,,,,,,,,,,,,,,,,
9012,2,,No,,,,,,,,,,,,,,,,,
9012,3,0,No,,0,,0,,0,,0,,,,,,,,,
9012,4,0,No,,,,,,,,,,,,,,,,,
9012,5,0,No,,,,,,,,,,,,,,,,,
9012,6,0,No,,,,,,,,,,,,,,,,,
9013,1,,No,No,,,,,,,,,,,,,,,,
9013,2,,No,,,,,,,,,,,,,,,,,
9013,3,0,No,,0,,0,,0,,0,,,,,,,,,
9013,4,0,No,,,,,,,,,,,,,,,,,
9013,5,0,No,,,,,,,,,,,,,,,,,
9013,6,0,No,,,,,,,,,,,,,,,,,
9014,1,,No,No,,,,,,,,,,,,,,,,
9014,2,,No,,,,,,,,,,,,,,,,,
9014,3,0,No,,0,,0,,0,,0,,,,,,,,,
9014,4,0,No,,,,,,,,,,,,,,,,,
9014,5,0,No,,,,,,,,,,,,,,,,,
9014,6,0,No,,,,,,,,,,,,,,,,,
9015,1,,No,No,,,,,,,,,,,,,,,,
9015,2,,No,,,,,,,,,,,,,,,,,
9015,3,0,No,,0,,0,,0,,0,,,,,,,,,
9015,4,0,No,,,,,,,,,,,,,,,,,
9015,5,0,No,,,,,,,,,,,,,,,,,
9015,6,0,No,,,,,,,,,,,,,,,,,
9016,1,,No,No,,,,,,,,,,,,,,,,
9016,2,,No,,,,,,,,,,,,,,,,,
9016,3,0,No,,0,,0,,0,,0,,,,,,,,,
9016,4,0,No,,,,,,,,,,,,,,,,,
9016,5,0,No,,,,,,,,,,,,,,,,,
9016,6,0,No,,,,,,,,,,,,,,,,,
9017,1,,No,No,,,,,,,,,,,,,,,,
9017,2,,No,,,,,,,,,,,,,,,,,
9017,3,0,No,,0,,0,,0,,0,,,,,,,,,
9017,4,0,No,,,,,,,,,,,,,,,,,
9017,5,0,No,,,,,,,,,,,,,,,,,
9017,6,0,No,,,,,,,,,,,,,,,,,
9018,1,,No,No,,,,,,,,,,,,,,,,
9019,1,,No,No,,,,,,,,,,,,,,,,
9019,2,,No,,,,,,,,,,,,,,,,,
9019,3,0,No,,0,,0,,0,,0,,,,,,,,,
9020,1,,No,No,,,,,,,,,,,,,,,,
9020,2,,No,,,,,,,,,,,,,,,,,
9020,3,0,No,,0,,0,,0,,0,,,,,,,,,
9020,4,0,No,,,,,,,,,,,,,,,,,
9020,5,0,No,,,,,,,,,,,,,,,,,
9020,6,0,No,,,,,,,,,,,,,,,,,
9021,1,,No,No,,,,,,,,,,,,,,,,
9021,2,,No,,,,,,,,,,,,,,,,,
9021,3,0,No,,0,,0,,0,,0,,,,,,,,,
9021,4,0,No,,,,,,,,,,,,,,,,,
9021,5,0,No,,,,,,,,,,,,,,,,,
9021,6,0,No,,,,,,,,,,,,,,,,,
9022,1,,No,No,,,,,,,,,,,,,,,,
9022,2,,No,,,,,,,,,,,,,,,,,
9022,3,0,No,,0,,0,,0,,0,,,,,,,,,
9022,4,0,No,,,,,,,,,,,,,,,,,
9022,5,0,No,,,,,,,,,,,,,,,,,
9022,6,0,No,,,,,,,,,,,,,,,,,
9023,1,,No,No,,,,,,,,,,,,,,,,
9023,2,,No,,,,,,,,,,,,,,,,,
9023,3,0,No,,0,,0,,0,,0,,,,,,,,,
9024,1,,No,No,,,,,,,,,,,,,,,,
9024,2,,No,,,,,,,,,,,,,,,,,
9024,3,0,No,,0,,0,,0,,0,,,,,,,,,
9024,4,0,No,,,,,,,,,,,,,,,,,
9024,5,0,No,,,,,,,,,,,,,,,,,
9024,6,0,No,,,,,,,,,,,,,,,,,
9025,1,,No,No,,,,,,,,,,,,,,,,
9025,2,,No,,,,,,,,,,,,,,,,,
9025,3,0,No,,0,,0,,0,,0,,,,,,,,,
9025,4,0,No,,,,,,,,,,,,,,,,,
9025,5,0,No,,,,,,,,,,,,,,,,,
9026,1,,No,No,,,,,,,,,,,,,,,,
9026,2,,No,,,,,,,,,,,,,,,,,
9026,3,0,No,,0,,0,,0,,0,,,,,,,,,
9026,4,0,No,,,,,,,,,,,,,,,,,
9026,5,0,No,,,,,,,,,,,,,,,,,
9027,1,,No,No,,,,,,,,,,,,,,,,
9027,2,,No,,,,,,,,,,,,,,,,,
9027,3,0,No,,0,,0,,0,,0,,,,,,,,,
9027,4,0,No,,,,,,,,,,,,,,,,,
9027,5,0,No,,,,,,,,,,,,,,,,,
9027,6,0,No,,,,,,,,,,,,,,,,,
9028,1,,No,No,,,,,,,,,,,,,,,,
9028,2,,No,,,,,,,,,,,,,,,,,
9028,3,0,No,,0,,0,,0,,0,,,,,,,,,
9028,4,0,No,,,,,,,,,,,,,,,,,
9028,5,0,No,,,,,,,,,,,,,,,,,
9028,6,0,No,,,,,,,,,,,,,,,,,
9029,1,,No,No,,,,,,,,,,,,,,,,
9029,2,,No,,,,,,,,,,,,,,,,,
9029,3,0,No,,0,,0,,0,,0,,,,,,,,,
9029,4,0,No,,,,,,,,,,,,,,,,,
9029,5,0,No,,,,,,,,,,,,,,,,,
9029,6,0,No,,,,,,,,,,,,,,,,,
9030,1,,No,No,,,,,,,,,,,,,,,,
