hhid,round,comment,birthevent,s6q45a,s6q45b,s6q46,s6q47,s6q47b
15040,7,,1,2020,September,Goat,13,2
15040,7,,1,2020,December,Sheep,10,1
15041,1,,1,Current year,June,Sheep/Goat,27,
15041,1,,2,Current year,July,Cattle,10,
15041,2,,1,Current year,July,Sheep/Goat,10,
15041,3,0,2,Current year,February,Cattle,3,
15041,3,0,1,Previous year,December,Camel,1,
15041,3,0,3,Current year,April,Sheep/Goat,8,
15041,3,0,4,Current year,July,Sheep/Goat,10,
15041,5,0,1,Current year,January,Cattle,1,
15041,5,0,2,Current year,January,Sheep/Goat,8,
15041,5,0,4,Current year,September,Sheep/Goat,7,
15041,5,0,3,Current year,March,Sheep/Goat,10,
15041,6,0,1,Previous year,November,Camel,3,
15041,6,0,3,Previous year,November,Sheep/Goat,16,
15041,6,0,4,Current year,May,Sheep/Goat,13,
15041,6,0,2,Current year,July,Cattle,4,
15041,7,,2,2020,May,Goat,30,4
15041,7,,2,2020,September,Sheep,8,3
15041,7,,3,2020,September,Goat,30,4
15041,7,,1,2019,March,Goat,30,4
15041,7,,4,2020,December,Goat,30,4
15041,7,,1,2019,March,Sheep,8,3
15041,7,,3,2020,November,Sheep,8,3
15042,1,,1,Current year,March,Sheep/Goat,8,
15042,2,,1,Current year,April,Cattle,3,
15042,3,0,1,Current year,January,Sheep/Goat,3,
15042,4,0,1,Previous year,December,Cattle,1,
15042,4,0,2,Previous year,November,Sheep/Goat,5,
15042,4,0,3,Current year,February,Sheep/Goat,4,
15042,4,0,4,Current year,August,Sheep/Goat,4,
15042,5,0,4,Current year,June,Sheep/Goat,12,
15042,5,0,5,Current year,September,Sheep/Goat,13,
15042,5,0,2,Previous year,December,Sheep/Goat,6,
15042,5,0,1,Current year,March,Cattle,2,
15042,5,0,3,Current year,March,Sheep/Goat,3,
15042,6,0,4,Current year,August,Sheep/Goat,3,
15042,6,0,1,Current year,April,Cattle,2,
15042,6,0,2,Previous year,December,Sheep/Goat,3,
15042,6,0,3,Current year,April,Sheep/Goat,2,
15044,1,,1,Current year,February,Sheep/Goat,4,
15044,2,,1,Current year,April,Sheep/Goat,1,
15044,3,0,1,Current year,March,Sheep/Goat,1,
15044,4,0,1,Current year,September,Cattle,2,
15044,4,0,3,Current year,September,Sheep/Goat,1,
15044,4,0,2,Current year,July,Sheep/Goat,1,
15044,5,0,2,Current year,February,Sheep/Goat,2,
15044,5,0,3,Current year,August,Sheep/Goat,2,
15044,5,0,1,Current year,January,Camel,1,
15044,6,0,4,Current year,August,Sheep/Goat,2,
15044,6,0,1,Current year,January,Cattle,3,
15044,6,0,3,Current year,July,Sheep/Goat,2,
15044,6,0,2,Current year,April,Camel,1,
15044,7,,1,2020,August,Goat,4,1
15044,7,,1,2019,February,Cattle,2,1
15046,1,,2,Current year,July,Cattle,18,
15046,1,,1,Current year,April,Sheep/Goat,74,
15046,2,,1,Current year,June,Sheep/Goat,9,
15046,3,0,1,Previous year,October,Cattle,3,
15046,3,0,2,Previous year,December,Sheep/Goat,3,
15046,3,0,3,Current year,March,Sheep/Goat,3,
15046,4,0,3,Previous year,December,Sheep/Goat,4,
15046,4,0,4,Current year,March,Sheep/Goat,2,
15046,4,0,1,Previous year,November,Cattle,1,
15046,4,0,2,Previous year,October,Cattle,2,
15046,4,0,5,Current year,May,Sheep/Goat,2,
15046,5,0,6,Previous year,December,Sheep/Goat,5,
15046,5,0,8,Current year,April,Sheep/Goat,4,
15046,5,0,7,Current year,February,Sheep/Goat,3,
15046,5,0,10,Current year,July,Sheep/Goat,3,
15046,5,0,3,Current year,February,Cattle,2,
15046,5,0,11,Current year,August,Sheep/Goat,4,
15046,5,0,1,Current year,June,Camel,1,
15046,5,0,9,Current year,June,Sheep/Goat,5,
15046,5,0,12,Current year,September,Sheep/Goat,3,
15046,5,0,2,Previous year,October,Cattle,3,
15046,5,0,5,Current year,September,Cattle,2,
15046,5,0,4,Current year,July,Cattle,3,
15046,6,0,1,Current year,April,Camel,1,
15046,6,0,2,Previous year,November,Cattle,4,
15046,6,0,3,Current year,June,Cattle,6,
15046,6,0,5,Current year,August,Sheep/Goat,12,
15046,6,0,4,Current year,February,Sheep/Goat,10,
15046,7,,1,2020,August,Camel,1,1
15046,7,,1,2020,July,Cattle,5,2
15046,7,,2,2020,August,Sheep,9,2
15046,7,,1,2019,March,Goat,12,2
15046,7,,1,2019,February,Sheep,9,2
15046,7,,2,2020,November,Cattle,5,2
15046,7,,2,2020,August,Goat,12,2
15047,1,,3,Current year,August,Sheep/Goat,4,
15047,1,,2,Current year,April,Sheep/Goat,2,
15047,1,,1,Current year,January,Sheep/Goat,1,
15047,3,0,2,Current year,September,Sheep/Goat,4,
15047,3,0,1,Previous year,November,Camel,1,
15047,4,0,5,Current year,April,Sheep/Goat,4,
15047,4,0,6,Current year,August,Sheep/Goat,4,
15047,4,0,2,Current year,May,Cattle,2,
15047,4,0,1,Previous year,November,Cattle,3,
15047,4,0,3,Current year,August,Cattle,3,
15047,4,0,4,Previous year,December,Sheep/Goat,5,
15047,5,0,1,Current year,March,Cattle,2,
15047,5,0,2,Current year,July,Cattle,2,
15047,5,0,6,Current year,June,Sheep/Goat,8,
15047,5,0,4,Current year,February,Sheep/Goat,7,
15047,5,0,5,Current year,March,Sheep/Goat,3,
15047,5,0,7,Current year,August,Sheep/Goat,3,
15047,5,0,3,Previous year,November,Sheep/Goat,9,
15047,6,0,4,Current year,April,Sheep/Goat,2,
15047,6,0,1,Current year,March,Cattle,2,
15047,6,0,3,Current year,August,Sheep/Goat,4,
15047,6,0,2,Current year,June,Cattle,2,
15049,3,0,1,Current year,July,Sheep/Goat,3,
15049,4,0,2,Current year,August,Cattle,1,
15049,4,0,1,Current year,March,Camel,2,
15049,4,0,3,Current year,September,Sheep/Goat,2,
15049,5,0,7,Current year,August,Sheep/Goat,12,
15049,5,0,5,Current year,March,Sheep/Goat,14,
15049,5,0,1,Previous year,December,Camel,3,
15049,5,0,4,Previous year,December,Sheep/Goat,13,
15049,5,0,6,Current year,June,Sheep/Goat,22,
15049,5,0,3,Current year,March,Cattle,2,
15049,5,0,2,Current year,May,Camel,3,
15049,6,0,8,Current year,September,Sheep/Goat,6,
15049,6,0,2,Previous year,November,Sheep/Goat,2,
15049,6,0,4,Current year,April,Cattle,4,
15049,6,0,5,Current year,June,Camel,5,
15049,6,0,7,Current year,August,Cattle,6,
15049,6,0,6,Current year,July,Sheep/Goat,29,
15049,6,0,3,Current year,February,Sheep/Goat,11,
15049,6,0,1,Previous year,October,Camel,9,
15049,7,,1,2020,July,Sheep,2,1
15049,7,,1,2020,May,Goat,15,2
15049,7,,2,2020,December,Goat,15,2
15050,1,,1,Current year,April,Sheep/Goat,8,
15050,2,,5,Previous year,December,Camel,2,
15050,2,,2,Previous year,October,Cattle,4,
15050,2,,3,Previous year,December,Sheep/Goat,10,
15050,2,,4,Previous year,October,Sheep/Goat,7,
15050,2,,1,Current year,April,Camel,1,
15050,3,0,4,Current year,June,Cattle,3,
15050,3,0,5,Previous year,December,Sheep/Goat,5,
15050,3,0,3,Previous year,December,Cattle,4,
15050,3,0,2,Current year,July,Camel,5,
15050,3,0,1,Previous year,November,Camel,7,
15050,4,0,5,Previous year,December,Sheep/Goat,9,
15050,4,0,7,Current year,September,Sheep/Goat,8,
15050,4,0,2,Current year,August,Camel,3,
15050,4,0,6,Current year,April,Sheep/Goat,9,
15050,4,0,3,Previous year,December,Cattle,4,
15050,4,0,4,Current year,July,Cattle,1,
15050,4,0,1,Previous year,November,Camel,1,
15050,5,0,3,Current year,February,Sheep/Goat,2,
15050,5,0,2,Current year,January,Cattle,3,
15050,5,0,4,Current year,July,Sheep/Goat,5,
15050,5,0,1,Current year,February,Camel,2,
15050,6,0,3,Current year,August,Sheep/Goat,9,
15050,6,0,2,Current year,April,Cattle,1,
15050,6,0,1,Current year,April,Camel,1,
15050,7,,1,2019,February,Camel,2,2
15050,7,,2,2020,August,Camel,2,2
15050,7,,2,2020,November,Sheep,2,2
15050,7,,1,2020,June,Sheep,2,2
15050,7,,2,2020,July,Cattle,2,2
15050,7,,1,2020,May,Goat,4,2
15050,7,,2,2020,September,Goat,4,2
15050,7,,1,2020,April,Cattle,2,2
15052,4,0,1,Current year,August,Sheep/Goat,13,
15052,5,0,1,Current year,January,Sheep/Goat,7,
15052,5,0,3,Current year,August,Sheep/Goat,8,
15052,5,0,2,Current year,March,Sheep/Goat,4,
15052,6,0,1,Previous year,December,Sheep/Goat,9,
15052,6,0,2,Current year,April,Sheep/Goat,5,
15052,7,,1,2020,July,Sheep,2,2
15052,7,,1,2019,January,Goat,7,4
15052,7,,3,2020,June,Goat,7,4
15052,7,,2,2020,October,Sheep,2,2
15052,7,,4,2020,November,Goat,7,4
15052,7,,2,2020,May,Goat,7,4
15058,6,0,1,Current year,June,Cattle,1,
15058,6,0,2,Current year,August,Sheep/Goat,6,
16001,1,,1,Current year,June,Cattle,2,
16001,1,,2,Current year,June,Sheep/Goat,3,
16002,1,,2,Current year,June,Sheep/Goat,4,
16002,1,,1,Current year,February,Camel,1,
16003,1,,1,Previous year,July,Sheep/Goat,5,
16003,2,,4,Current year,April,Sheep/Goat,3,
16003,2,,2,Current year,February,Camel,2,
16003,2,,3,Current year,March,Sheep/Goat,3,
16003,2,,5,Current year,May,Sheep/Goat,3,
16003,2,,1,Current year,January,Camel,1,
16003,4,0,2,Current year,April,Sheep/Goat,2,
16003,4,0,1,Current year,January,Sheep/Goat,8,
16003,4,0,3,Current year,July,Sheep/Goat,10,
16003,5,0,1,Current year,March,Camel,2,
16003,5,0,2,Current year,June,Sheep/Goat,3,
16003,6,0,2,Previous year,November,Camel,1,
16003,6,0,3,Previous year,November,Sheep/Goat,6,
16003,6,0,1,Current year,July,Cattle,1,
16004,1,,1,Previous year,September,Camel,1,
16004,1,,3,Current year,April,Sheep/Goat,1,
16004,1,,2,Current year,March,Cattle,2,
16004,2,,1,Current year,June,Sheep/Goat,2,
16004,4,0,2,Current year,September,Sheep/Goat,2,
16004,4,0,1,Current year,March,Cattle,1,
16004,5,0,2,Current year,August,Sheep/Goat,1,
16004,5,0,3,Current year,September,Sheep/Goat,1,
16004,5,0,1,Current year,March,Cattle,1,
16005,1,,1,Current year,August,Sheep/Goat,2,
16006,2,,1,Current year,May,Sheep/Goat,2,
16006,3,0,1,Previous year,November,Sheep/Goat,3,
16006,3,0,2,Current year,May,Sheep/Goat,4,
16006,4,0,2,Current year,July,Sheep/Goat,4,
16006,4,0,3,Current year,September,Sheep/Goat,2,
16006,4,0,1,Current year,March,Sheep/Goat,3,
16006,5,0,1,Previous year,December,Sheep/Goat,2,
16006,5,0,4,Current year,July,Sheep/Goat,2,
16006,5,0,3,Current year,April,Sheep/Goat,4,
16006,5,0,5,Current year,September,Sheep/Goat,3,
16006,5,0,2,Current year,January,Sheep/Goat,2,
16006,6,0,2,Current year,March,Sheep/Goat,5,
16006,6,0,3,Current year,August,Sheep/Goat,5,
16006,6,0,1,Previous year,December,Sheep/Goat,6,
16006,7,,1,2020,September,Goat,10,1
16007,1,,1,Current year,March,Sheep/Goat,3,
16007,2,,1,Current year,July,Sheep/Goat,2,
16007,3,0,1,Current year,January,Sheep/Goat,2,
16007,4,0,1,Current year,May,Sheep/Goat,2,
16007,4,0,2,Current year,September,Sheep/Goat,1,
16007,5,0,2,Current year,September,Sheep/Goat,2,
16007,5,0,1,Current year,May,Sheep/Goat,2,
16007,6,0,1,Current year,August,Sheep/Goat,3,
16007,7,,1,2020,November,Goat,6,1
16007,7,,1,2020,December,Sheep,1,1
16008,1,,1,Current year,February,Cattle,5,
16008,1,,2,Current year,February,Sheep/Goat,6,
16008,2,,1,Current year,August,Sheep/Goat,1,
16008,4,0,1,Previous year,November,Camel,1,
16008,4,0,3,Previous year,October,Sheep/Goat,2,
16008,4,0,2,Previous year,December,Cattle,2,
16008,5,0,3,Previous year,December,Cattle,1,
16008,5,0,1,Current year,May,Sheep/Goat,2,
16008,5,0,5,Current year,September,Camel,1,
16008,5,0,4,Current year,June,Cattle,1,
16008,5,0,2,Current year,September,Sheep/Goat,2,
16008,6,0,3,Previous year,November,Camel,1,
16008,6,0,1,Current year,August,Sheep/Goat,2,
16008,6,0,2,Current year,June,Sheep/Goat,1,
16008,7,,1,2020,October,Goat,1,1
16009,1,,1,Current year,August,Sheep/Goat,1,
16009,2,,1,Current year,July,Sheep/Goat,2,
16009,4,0,1,Current year,September,Sheep/Goat,2,
16009,5,0,1,Current year,July,Sheep/Goat,5,
16009,6,0,2,Current year,April,Sheep/Goat,5,
16009,6,0,1,Previous year,December,Sheep/Goat,6,
16009,7,,1,2020,May,Goat,1,1
16010,1,,1,Current year,March,Sheep/Goat,1,
16010,2,,2,Current year,May,Cattle,1,
16010,2,,1,Current year,March,Sheep/Goat,2,
16010,3,0,1,Current year,July,Sheep/Goat,3,
16010,4,0,2,Previous year,October,Sheep/Goat,4,
16010,4,0,1,Current year,March,Cattle,1,
16010,4,0,3,Current year,September,Sheep/Goat,5,
16010,5,0,1,Previous year,December,Cattle,1,
16010,5,0,4,Current year,June,Sheep/Goat,2,
16010,5,0,2,Current year,February,Sheep/Goat,2,
16010,5,0,3,Current year,April,Sheep/Goat,2,
16010,6,0,1,Current year,July,Cattle,3,
16010,6,0,2,Current year,March,Sheep/Goat,3,
16010,7,,2,2020,December,Goat,4,2
16010,7,,1,2020,August,Goat,4,2
16010,7,,1,2020,December,Sheep,1,1
16011,1,,3,Current year,January,Sheep/Goat,3,
16011,1,,1,Current year,January,Cattle,2,
16011,1,,4,Current year,April,Sheep/Goat,2,
16011,1,,2,Current year,March,Cattle,2,
16011,2,,1,Current year,July,Sheep/Goat,2,
16011,6,0,2,Current year,February,Sheep/Goat,2,
16011,6,0,3,Current year,July,Sheep/Goat,5,
16011,6,0,1,Previous year,October,Sheep/Goat,5,
16011,7,,1,2019,February,Cattle,1,1
16012,1,,2,Current year,May,Sheep/Goat,2,
16012,1,,1,Current year,April,Cattle,1,
16012,2,,1,Current year,May,Sheep/Goat,2,
16012,3,0,2,Current year,June,Cattle,2,
16012,3,0,1,Current year,July,Sheep/Goat,3,
16012,4,0,1,Current year,April,Sheep/Goat,1,
16012,4,0,2,Current year,August,Sheep/Goat,3,
16012,5,0,1,Current year,January,Sheep/Goat,6,
16012,5,0,2,Current year,June,Sheep/Goat,5,
16012,6,0,3,Current year,June,Sheep/Goat,5,
16012,6,0,1,Previous year,December,Sheep/Goat,5,
16012,6,0,4,Current year,July,Sheep/Goat,6,
16012,6,0,5,Current year,August,Sheep/Goat,7,
16012,6,0,2,Current year,March,Sheep/Goat,4,
16012,7,,2,2020,November,Sheep,4,2
16012,7,,1,2020,April,Sheep,4,2
16012,7,,4,2020,November,Goat,9,4
16012,7,,2,2020,May,Goat,9,4
16012,7,,3,2020,June,Goat,9,4
16012,7,,1,2019,February,Goat,9,4
16013,1,,1,Current year,April,Sheep/Goat,4,
16013,2,,1,Current year,June,Sheep/Goat,2,
16013,2,,3,Previous year,October,Sheep/Goat,1,
16013,2,,2,Current year,March,Cattle,1,
16013,3,0,2,Current year,February,Sheep/Goat,1,
16013,3,0,1,Previous year,December,Cattle,1,
16013,3,0,3,Current year,June,Sheep/Goat,3,
16014,2,,1,Current year,April,Sheep/Goat,3,
16014,3,0,1,Previous year,November,Sheep/Goat,1,
16014,3,0,2,Current year,July,Sheep/Goat,2,
16014,4,0,2,Current year,September,Sheep/Goat,2,
16014,4,0,1,Current year,March,Sheep/Goat,2,
16014,5,0,2,Current year,August,Sheep/Goat,1,
16014,5,0,1,Current year,June,Sheep/Goat,1,
16014,7,,1,2020,May,Goat,6,2
16014,7,,1,2019,March,Cattle,1,1
16014,7,,2,2020,December,Goat,6,2
16015,1,,1,Current year,July,Sheep/Goat,4,
16015,2,,1,Current year,June,Sheep/Goat,3,
16015,3,0,1,Current year,July,Sheep/Goat,3,
16015,4,0,2,Current year,March,Sheep/Goat,1,
16015,4,0,3,Current year,August,Sheep/Goat,2,
16015,4,0,1,Previous year,November,Sheep/Goat,2,
16015,5,0,2,Current year,August,Sheep/Goat,2,
16015,5,0,1,Current year,May,Sheep/Goat,2,
16015,6,0,2,Current year,July,Sheep/Goat,5,
16015,6,0,1,Previous year,December,Cattle,4,
16015,7,,1,2020,December,Sheep,1,1
16015,7,,1,2020,December,Goat,2,1
16016,2,,2,Current year,June,Sheep/Goat,5,
16016,2,,1,Current year,May,Cattle,3,
16016,5,0,1,Previous year,November,Sheep/Goat,2,
16016,5,0,5,Current year,April,Cattle,2,
16016,5,0,2,Current year,February,Sheep/Goat,2,
16016,5,0,4,Current year,September,Sheep/Goat,3,
16016,5,0,3,Current year,June,Sheep/Goat,1,
16016,5,0,6,Current year,September,Cattle,1,
16016,6,0,2,Current year,February,Sheep/Goat,2,
16016,6,0,1,Previous year,October,Sheep/Goat,4,
16016,6,0,3,Current year,April,Sheep/Goat,3,
16016,6,0,4,Current year,June,Sheep/Goat,2,
16016,7,,3,2020,July,Goat,6,4
16016,7,,1,2020,October,Cattle,1,1
16016,7,,2,2020,April,Goat,6,4
16016,7,,4,2020,November,Goat,6,4
16016,7,,1,2020,June,Sheep,3,2
16016,7,,2,2020,November,Sheep,3,2
16016,7,,1,2019,February,Goat,6,4
16017,1,,1,Current year,February,Sheep/Goat,1,
16017,2,,1,Current year,June,Sheep/Goat,1,
16017,2,,2,Current year,August,Sheep/Goat,1,
16017,3,0,1,Current year,August,Cattle,1,
16017,3,0,2,Current year,May,Sheep/Goat,2,
16017,4,0,2,Current year,May,Sheep/Goat,3,
16017,4,0,1,Current year,September,Sheep/Goat,5,
16017,6,0,1,Current year,March,Cattle,3,
16017,6,0,2,Current year,September,Sheep/Goat,5,
16017,6,0,3,Current year,July,Sheep/Goat,9,
16018,2,,1,Previous year,October,Sheep/Goat,2,
16018,7,,2,2020,September,Goat,10,3
16018,7,,3,2020,December,Goat,10,3
16018,7,,1,2020,May,Goat,10,3
16019,1,,1,Current year,June,Sheep/Goat,20,
16019,2,,2,Current year,April,Sheep/Goat,4,
16019,2,,1,Current year,March,Sheep/Goat,3,
16019,3,0,2,Current year,August,Sheep/Goat,4,
16019,3,0,3,Current year,March,Camel,1,
16019,3,0,1,Current year,January,Sheep/Goat,7,
16019,4,0,1,Previous year,December,Camel,1,
16019,4,0,3,Previous year,December,Sheep/Goat,1,
16019,4,0,2,Previous year,November,Cattle,2,
16019,5,0,2,Current year,March,Sheep/Goat,8,
16019,5,0,4,Current year,September,Sheep/Goat,7,
16019,5,0,3,Current year,August,Sheep/Goat,5,
16019,5,0,1,Current year,January,Sheep/Goat,7,
16019,6,0,3,Previous year,December,Sheep/Goat,11,
16019,6,0,1,Previous year,October,Camel,1,
16019,6,0,2,Previous year,December,Cattle,2,
16019,6,0,4,Current year,May,Sheep/Goat,13,
16019,7,,3,2020,December,Goat,5,3
16019,7,,1,2020,June,Goat,5,3
16019,7,,2,2020,September,Goat,5,3
16019,7,,1,2020,December,Sheep,1,1
16020,6,0,1,Previous year,December,Sheep/Goat,2,
16020,6,0,2,Current year,June,Sheep/Goat,2,
16021,1,,1,Previous year,December,Sheep/Goat,8,
16021,2,,1,Current year,September,Sheep/Goat,2,
16021,4,0,1,Previous year,December,Sheep/Goat,1,
16021,5,0,1,Current year,March,Sheep/Goat,2,
16021,5,0,2,Current year,September,Sheep/Goat,1,
16022,1,,1,Current year,May,Sheep/Goat,4,
16022,2,,3,Current year,April,Cattle,1,
16022,2,,1,Current year,April,Sheep/Goat,2,
16022,2,,2,Current year,August,Sheep/Goat,1,
16022,3,0,2,Current year,June,Sheep/Goat,4,
16022,3,0,1,Current year,February,Sheep/Goat,2,
16022,4,0,1,Current year,March,Sheep/Goat,8,
16022,4,0,2,Current year,September,Sheep/Goat,8,
16022,4,0,3,Current year,September,Cattle,5,
16022,5,0,1,Current year,January,Cattle,7,
16022,5,0,4,Current year,July,Sheep/Goat,8,
16022,5,0,3,Current year,January,Sheep/Goat,12,
16022,5,0,2,Current year,June,Cattle,8,
16022,6,0,3,Current year,February,Sheep/Goat,8,
16022,6,0,2,Previous year,October,Sheep/Goat,4,
16022,6,0,1,Current year,July,Cattle,3,
16022,7,,1,2019,January,Cattle,1,1
16022,7,,1,2020,August,Sheep,1,1
16022,7,,1,2020,September,Goat,9,3
16022,7,,3,2020,December,Goat,9,3
16022,7,,2,2020,October,Goat,9,3
16023,1,,2,Current year,March,Sheep/Goat,1,
16023,1,,1,Previous year,November,Sheep/Goat,2,
16023,2,,1,Current year,February,Cattle,1,
16023,2,,2,Current year,June,Sheep/Goat,2,
16023,3,0,3,Previous year,December,Sheep/Goat,3,
16023,3,0,2,Current year,March,Sheep/Goat,4,
16023,3,0,1,Previous year,December,Cattle,1,
16023,4,0,1,Current year,January,Sheep/Goat,5,
16023,4,0,3,Current year,September,Sheep/Goat,6,
16023,4,0,2,Current year,May,Sheep/Goat,2,
16023,5,0,1,Previous year,December,Cattle,1,
16023,5,0,2,Current year,April,Sheep/Goat,4,
16023,6,0,1,Current year,July,Cattle,1,
16023,7,,2,2020,December,Goat,8,2
16023,7,,1,2020,September,Sheep,5,1
16023,7,,1,2020,September,Goat,8,2
16024,1,,1,Current year,May,Sheep/Goat,2,
16024,2,,1,Current year,May,Sheep/Goat,1,
16024,3,0,1,Current year,April,Sheep/Goat,2,
16024,4,0,1,Previous year,December,Sheep/Goat,3,
16024,5,0,2,Current year,August,Sheep/Goat,3,
16024,5,0,1,Current year,April,Sheep/Goat,2,
16024,7,,1,2019,February,Goat,5,2
16024,7,,2,2020,September,Goat,5,2
16024,7,,1,2020,September,Sheep,2,1
16025,1,,1,Current year,May,Sheep/Goat,2,
16025,2,,3,Current year,August,Cattle,1,
16025,2,,1,Current year,May,Sheep/Goat,1,
16025,2,,2,Current year,June,Cattle,2,
16025,3,0,2,Current year,May,Sheep/Goat,2,
16025,3,0,1,Previous year,December,Cattle,1,
16025,3,0,3,Current year,August,Sheep/Goat,1,
16025,4,0,2,Previous year,December,Sheep/Goat,1,
16025,4,0,1,Previous year,December,Cattle,1,
16025,5,0,1,Previous year,December,Cattle,2,
16025,5,0,2,Current year,August,Sheep/Goat,1,
16025,7,,1,2019,January,Sheep,2,2
16025,7,,1,2020,May,Goat,2,1
16025,7,,1,2020,October,Cattle,1,1
16025,7,,2,2020,September,Sheep,2,2
16026,1,,1,Current year,January,Cattle,2,
16026,1,,2,Current year,May,Sheep/Goat,6,
16026,2,,1,Current year,August,Sheep/Goat,4,
16026,2,,2,Current year,May,Sheep/Goat,4,
16026,3,0,1,Previous year,December,Sheep/Goat,5,
16026,3,0,2,Current year,June,Sheep/Goat,7,
16026,4,0,2,Current year,September,Sheep/Goat,9,
16026,4,0,1,Current year,January,Sheep/Goat,11,
16026,5,0,1,Current year,May,Sheep/Goat,7,
16026,5,0,2,Current year,August,Sheep/Goat,6,
16026,6,0,4,Current year,July,Sheep/Goat,2,
16026,6,0,1,Previous year,December,Sheep/Goat,4,
16026,6,0,2,Current year,March,Sheep/Goat,5,
16026,6,0,3,Current year,May,Sheep/Goat,2,
16026,7,,2,2020,May,Sheep,10,4
