hhid,round,s23q1,s23q1b,s23q1c,s23q2a,s23q2b,s23q2c,s23q2d,s23q2e1,s23q2e2,s23q2e3,s23q2e4,s23q2e5,s23q2e6,s23q2e7,s23q2e8,s23q2e9,s23q2e10,s23q2e11,s23q2e12,s23q2e13,s23q2e14,s23q2e15,s23q2e16,s23q2e17,s23q2e18,s23q2e97,s23q3a,s23q3b
6093,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes and I am currently a participant of BOMA.,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,
6094,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
6095,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes and I am currently a participant of BOMA.,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,
6096,7,Yes,"Good and somewhat relevant: It can be helpful to other pastoralists, but not me","No, I do not have access",Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
6098,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
6101,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
6102,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
6103,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
6104,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
6105,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6107,7,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I do not have access",Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
6108,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
6109,7,Yes,"Good and somewhat relevant: It can be helpful to other pastoralists, but not me","No, I do not have access",No,,,,,,,,,,,,,,,,,,,,,,,No,
6112,7,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I do not have access",Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,
6113,7,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I do not have access",Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
6114,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
6115,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6116,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
6123,7,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I do not have access",Yes,"Good and somewhat relevant: It can be helpful to other pastoralists, but not me","No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
6124,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes and I am currently a participant of BOMA.,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,
7002,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
7003,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
7004,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
7005,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes and I am currently a participant of BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
7006,7,No,,,Yes,Very bad: It is not helpful for anyone except the companies,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
7007,7,No,,,Yes,Very bad: It is not helpful for anyone except the companies,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
7008,7,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I do not have access",Yes,"Good and somewhat relevant: It can be helpful to other pastoralists, but not me",Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
7009,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
7010,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
7011,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes and I am currently a participant of BOMA.,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,
7012,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes and I am currently a participant of BOMA.,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,
7013,7,Yes,Good and relevant: It can be helpful to pastoralists like me,"Yes, someone I know has access",Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
7014,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,
7015,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
7016,7,No,,,Yes,"Good and somewhat relevant: It can be helpful to other pastoralists, but not me",Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
7017,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
7018,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes and I am currently a participant of BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
7019,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes and I am currently a participant of BOMA.,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,
7020,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes and I am currently a participant of BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
7021,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
7022,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
7023,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes and I am currently a participant of BOMA.,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,
7024,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
7025,7,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I do not have access",Yes,"Good and somewhat relevant: It can be helpful to other pastoralists, but not me","No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
7026,7,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I do not have access",Yes,"Good and somewhat relevant: It can be helpful to other pastoralists, but not me","No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
7027,7,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I do not have access",Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
7028,7,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I do not have access",Yes,"Good and somewhat relevant: It can be helpful to other pastoralists, but not me","No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
7029,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,
7030,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
7031,7,No,,,Yes,"Good and somewhat relevant: It can be helpful to other pastoralists, but not me","No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
7032,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
7033,7,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I do not have access",No,,,,,,,,,,,,,,,,,,,,,,,No,
7034,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
7035,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
7036,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
7037,7,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I do not have access",Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
7038,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
7039,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
7040,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
7041,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
7042,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
7043,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
7049,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes and I am currently a participant of BOMA.,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,
8001,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
8002,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes and I am currently a participant of BOMA.,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,
8003,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
8005,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
8006,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
8007,7,No,,,No,,,,,,,,,,,,,,,,,,,,,,,No,
8009,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
8010,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
8011,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
8012,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
8013,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
8014,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
8015,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
8018,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
8019,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
8020,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
8021,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
8022,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,
8024,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
8025,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,
8026,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
8027,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
8029,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
8030,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
8032,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
8034,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
8035,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
8036,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
8038,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes and I am currently a participant of BOMA.,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,
8039,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
8040,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8041,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8044,7,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I do not have access",Yes,Good and relevant: It can be helpful to pastoralists like me,Yes and I am currently a participant of BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
8045,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
8047,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
8048,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
8049,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
8051,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8052,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
8053,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes and I am currently a participant of BOMA.,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"SAUTI MOJA, WEP"
8054,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
8055,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
8056,7,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I do not have access",Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
8057,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
8059,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
8061,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
8062,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
8070,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
9001,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9002,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
9003,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
9004,7,Yes,Good and relevant: It can be helpful to pastoralists like me,"Yes, someone I know has access",No,,,,,,,,,,,,,,,,,,,,,,,No,
9005,7,Yes,Good and relevant: It can be helpful to pastoralists like me,"Yes, someone I know has access",Yes,Good and relevant: It can be helpful to pastoralists like me,Yes and I am currently a participant of BOMA.,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,
9006,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes and I am currently a participant of BOMA.,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,
9007,7,No,,,Yes,"Good and somewhat relevant: It can be helpful to other pastoralists, but not me","No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
9008,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
9009,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
9010,7,Yes,Good and relevant: It can be helpful to pastoralists like me,"Yes, someone I know has access",Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
9011,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
9012,7,Yes,Good and relevant: It can be helpful to pastoralists like me,"Yes, someone I know has access",Yes,Good and relevant: It can be helpful to pastoralists like me,Yes and I am currently a participant of BOMA.,,,,,,,,,,,,,,,,,,,,,Yes,
9013,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes and I am currently a participant of BOMA.,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,
9014,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
9015,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
9016,7,Yes,Good and relevant: It can be helpful to pastoralists like me,"Yes, someone I know has access",Yes,Good and relevant: It can be helpful to pastoralists like me,Yes and I am currently a participant of BOMA.,No,,,,,,,,,,,,,,,,,,,,Yes,Women empowerment
9017,7,No,,,No,,,,,,,,,,,,,,,,,,,,,,,No,
9020,7,No,,,No,,,,,,,,,,,,,,,,,,,,,,,No,
9021,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes and I am currently a participant of BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
9022,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
9023,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9024,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
9025,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes and I am currently a participant of BOMA.,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,
9026,7,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I do not have access",Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
9027,7,Yes,Good and relevant: It can be helpful to pastoralists like me,"Yes, someone I know has access",Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
9028,7,No,,,Yes,"Good and somewhat relevant: It can be helpful to other pastoralists, but not me","No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
9029,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
9030,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
9031,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes and I am currently a participant of BOMA.,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,
9032,7,Yes,Good and relevant: It can be helpful to pastoralists like me,"Yes, someone I know has access",Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
9033,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
9034,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
9035,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes and I am currently a participant of BOMA.,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,
9036,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
9037,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes and I am currently a participant of BOMA.,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,
9038,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
9039,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes and I am currently a participant of BOMA.,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,
9040,7,Yes,Good and relevant: It can be helpful to pastoralists like me,"Yes, someone I know has access",Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
9041,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes and I am currently a participant of BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
9042,7,No,,,No,,,,,,,,,,,,,,,,,,,,,,,No,
9043,7,No,,,Yes,"Good and somewhat relevant: It can be helpful to other pastoralists, but not me","No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
9044,7,No,,,Yes,"Good and somewhat relevant: It can be helpful to other pastoralists, but not me","No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
9045,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
9046,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
9047,7,Yes,Good and relevant: It can be helpful to pastoralists like me,"Yes, someone I know has access",Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
9048,7,Yes,Good and relevant: It can be helpful to pastoralists like me,"Yes, someone I know has access",Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
9049,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,
9050,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9051,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes and I am currently a participant of BOMA.,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,
9052,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
9053,7,Yes,Good and relevant: It can be helpful to pastoralists like me,"Yes, someone I know has access",Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
9054,7,Yes,Good and relevant: It can be helpful to pastoralists like me,"Yes, someone I know has access",Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
9055,7,Yes,Good and relevant: It can be helpful to pastoralists like me,"Yes, someone I know has access",Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
9056,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
9057,7,Yes,Good and relevant: It can be helpful to pastoralists like me,"Yes, someone I know has access",Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
9058,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
9059,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9060,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
9061,7,Yes,Good and relevant: It can be helpful to pastoralists like me,"Yes, someone I know has access",Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,
