hhid,round,comment,shock,s7q10,s7q10a,s7q12,s7q13,s7q14
16025,6,0,Crop disease or pest,No,,,,
16025,6,0,Loss/sickness of a member of your household,Yes,,Long rainy season (Mar-May current year),Moderate effect,Within two seasons (about half a year)
16025,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
16025,6,0,Food price increase,Yes,,Short rainy season (Oct-Dec previous year),Moderate effect,Within the same season (In a few months)
16025,6,0,Other (specify),No,,,,
16026,6,0,Drought,Yes,,Short rainy season (Oct-Dec previous year),Moderate effect,Within two seasons (about half a year)
16026,6,0,Flood,No,,,,
16026,6,0,"Livestock disease, pest or loss due to raid or predator",Yes,,Short rainy season (Oct-Dec previous year),Mild effect,Within two seasons (about half a year)
16026,6,0,Crop disease or pest,No,,,,
16026,6,0,Loss/sickness of a member of your household,No,,,,
16026,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
16026,6,0,Food price increase,Yes,,Short rainy season (Oct-Dec previous year),Moderate effect,Within the same season (In a few months)
16026,6,0,Other (specify),No,,,,
16027,6,0,Drought,Yes,,Short rainy season (Oct-Dec previous year),Mild effect,Within two seasons (about half a year)
16027,6,0,Flood,No,,,,
16027,6,0,"Livestock disease, pest or loss due to raid or predator",No,,,,
16027,6,0,Crop disease or pest,No,,,,
16027,6,0,Loss/sickness of a member of your household,No,,,,
16027,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
16027,6,0,Food price increase,No,,,,
16027,6,0,Other (specify),No,,,,
16028,6,0,Drought,Yes,,Short rainy season (Oct-Dec previous year),Moderate effect,Within a month
16028,6,0,Flood,No,,,,
16028,6,0,"Livestock disease, pest or loss due to raid or predator",Yes,,Long dry season (Jun-Sep current year),Mild effect,Within the same season (In a few months)
16028,6,0,Crop disease or pest,No,,,,
16028,6,0,Loss/sickness of a member of your household,No,,,,
16028,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
16028,6,0,Food price increase,No,,,,
16028,6,0,Other (specify),No,,,,
16029,6,0,Drought,No,,,,
16029,6,0,Flood,No,,,,
16029,6,0,"Livestock disease, pest or loss due to raid or predator",Yes,,Long dry season (Jun-Sep current year),Mild effect,Within a month
16029,6,0,Crop disease or pest,No,,,,
16029,6,0,Loss/sickness of a member of your household,No,,,,
16029,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
16029,6,0,Food price increase,Yes,,Short rainy season (Oct-Dec previous year),Mild effect,Within the same season (In a few months)
16029,6,0,Other (specify),No,,,,
16030,6,0,Drought,Yes,,Short rainy season (Oct-Dec previous year),Large effect,Within the same season (In a few months)
16030,6,0,Flood,No,,,,
16030,6,0,"Livestock disease, pest or loss due to raid or predator",Yes,,Long rainy season (Mar-May current year),Moderate effect,Within the same season (In a few months)
16030,6,0,Crop disease or pest,No,,,,
16030,6,0,Loss/sickness of a member of your household,No,,,,
16030,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
16030,6,0,Food price increase,Yes,,Short rainy season (Oct-Dec previous year),Moderate effect,Within two seasons (about half a year)
16030,6,0,Other (specify),No,,,,
16031,6,0,Drought,Yes,,Short dry season (Jan-Feb current year),Mild effect,Within a month
16031,6,0,Flood,No,,,,
16031,6,0,"Livestock disease, pest or loss due to raid or predator",Yes,,Short dry season (Jan-Feb current year),No effect,
16031,6,0,Crop disease or pest,No,,,,
16031,6,0,Loss/sickness of a member of your household,No,,,,
16031,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
16031,6,0,Food price increase,No,,,,
16031,6,0,Other (specify),No,,,,
16032,6,0,Drought,Yes,,Short rainy season (Oct-Dec previous year),Mild effect,Within a month
16032,6,0,Flood,No,,,,
16032,6,0,"Livestock disease, pest or loss due to raid or predator",Yes,,Long dry season (Jun-Sep current year),Mild effect,Within a month
16032,6,0,Crop disease or pest,No,,,,
16032,6,0,Loss/sickness of a member of your household,No,,,,
16032,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
16032,6,0,Food price increase,Yes,,Short rainy season (Oct-Dec previous year),Moderate effect,Within a month
16032,6,0,Other (specify),No,,,,
16033,6,0,Drought,Yes,,Short rainy season (Oct-Dec previous year),Moderate effect,About one year
16033,6,0,Flood,No,,,,
16033,6,0,"Livestock disease, pest or loss due to raid or predator",Yes,,Short rainy season (Oct-Dec previous year),Moderate effect,Within two seasons (about half a year)
16033,6,0,Crop disease or pest,No,,,,
16033,6,0,Loss/sickness of a member of your household,Yes,,Long rainy season (Mar-May current year),Mild effect,Within a month
16033,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
16033,6,0,Food price increase,Yes,,Short rainy season (Oct-Dec previous year),Large effect,Within two seasons (about half a year)
16033,6,0,Other (specify),No,,,,
16034,6,0,Drought,Yes,,Short rainy season (Oct-Dec previous year),Mild effect,Within two seasons (about half a year)
16034,6,0,Flood,No,,,,
16034,6,0,"Livestock disease, pest or loss due to raid or predator",Yes,,Short rainy season (Oct-Dec previous year),Mild effect,Within two seasons (about half a year)
16034,6,0,Crop disease or pest,No,,,,
16034,6,0,Loss/sickness of a member of your household,Yes,,Short rainy season (Oct-Dec previous year),Mild effect,Within the same season (In a few months)
16034,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
16034,6,0,Food price increase,Yes,,Short dry season (Jan-Feb current year),Mild effect,Within two seasons (about half a year)
16034,6,0,Other (specify),No,,,,
16036,6,0,Drought,No,,,,
16036,6,0,Flood,No,,,,
16036,6,0,"Livestock disease, pest or loss due to raid or predator",Yes,,Short rainy season (Oct-Dec previous year),Mild effect,Within a month
16036,6,0,Crop disease or pest,Yes,,Long dry season (Jun-Sep current year),Large effect,Within the same season (In a few months)
16036,6,0,Loss/sickness of a member of your household,No,,,,
16036,6,0,Loss/sickness of someone who is not a member of your household,Yes,,Short rainy season (Oct-Dec previous year),Moderate effect,Within a month
16036,6,0,Food price increase,Yes,,Short rainy season (Oct-Dec previous year),Large effect,Within the same season (In a few months)
16036,6,0,Other (specify),No,,,,
16037,6,0,Drought,Yes,,Short rainy season (Oct-Dec previous year),Moderate effect,Within a month
16037,6,0,Flood,No,,,,
16037,6,0,"Livestock disease, pest or loss due to raid or predator",Yes,,Short dry season (Jan-Feb current year),Mild effect,Within a month
16037,6,0,Crop disease or pest,Yes,,Long rainy season (Mar-May current year),Mild effect,Within a month
16037,6,0,Loss/sickness of a member of your household,No,,,,
16037,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
16037,6,0,Food price increase,No,,,,
16037,6,0,Other (specify),No,,,,
16038,6,0,Drought,Yes,,Long dry season (Jun-Sep current year),Mild effect,Within a month
16038,6,0,Flood,No,,,,
16038,6,0,"Livestock disease, pest or loss due to raid or predator",Yes,,Long dry season (Jun-Sep current year),Moderate effect,Within a month
16038,6,0,Crop disease or pest,No,,,,
16038,6,0,Loss/sickness of a member of your household,No,,,,
16038,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
16038,6,0,Food price increase,No,,,,
16038,6,0,Other (specify),No,,,,
16040,6,0,Drought,Yes,,Short rainy season (Oct-Dec previous year),Mild effect,Within two seasons (about half a year)
16040,6,0,Flood,No,,,,
16040,6,0,"Livestock disease, pest or loss due to raid or predator",Yes,,Short rainy season (Oct-Dec previous year),Moderate effect,Within the same season (In a few months)
16040,6,0,Crop disease or pest,Yes,,Long rainy season (Mar-May current year),Mild effect,Within the same season (In a few months)
16040,6,0,Loss/sickness of a member of your household,No,,,,
16040,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
16040,6,0,Food price increase,Yes,,Short rainy season (Oct-Dec previous year),Large effect,Within the same season (In a few months)
16040,6,0,Other (specify),No,,,,
16042,6,0,Drought,Yes,,Short rainy season (Oct-Dec previous year),Moderate effect,Within two seasons (about half a year)
16042,6,0,Flood,No,,,,
16042,6,0,"Livestock disease, pest or loss due to raid or predator",Yes,,Long dry season (Jun-Sep current year),Large effect,Within the same season (In a few months)
16042,6,0,Crop disease or pest,No,,,,
16042,6,0,Loss/sickness of a member of your household,No,,,,
16042,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
16042,6,0,Food price increase,Yes,,Short rainy season (Oct-Dec previous year),Moderate effect,Within the same season (In a few months)
16042,6,0,Other (specify),No,,,,
16043,6,0,Drought,No,,,,
16043,6,0,Flood,No,,,,
16043,6,0,"Livestock disease, pest or loss due to raid or predator",Yes,,Long dry season (Jun-Sep current year),Mild effect,Within a month
16043,6,0,Crop disease or pest,No,,,,
16043,6,0,Loss/sickness of a member of your household,No,,,,
16043,6,0,Loss/sickness of someone who is not a member of your household,Yes,,Long dry season (Jun-Sep current year),Large effect,Within the same season (In a few months)
16043,6,0,Food price increase,No,,,,
16043,6,0,Other (specify),No,,,,
16045,6,0,Drought,No,,,,
16045,6,0,Flood,No,,,,
16045,6,0,"Livestock disease, pest or loss due to raid or predator",Yes,,Short rainy season (Oct-Dec previous year),Moderate effect,Within the same season (In a few months)
16045,6,0,Crop disease or pest,No,,,,
16045,6,0,Loss/sickness of a member of your household,Yes,,Short rainy season (Oct-Dec previous year),Mild effect,Within a month
16045,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
16045,6,0,Food price increase,Yes,,Short rainy season (Oct-Dec previous year),Mild effect,Within the same season (In a few months)
16045,6,0,Other (specify),No,,,,
16046,6,0,Drought,No,,,,
16046,6,0,Flood,No,,,,
16046,6,0,"Livestock disease, pest or loss due to raid or predator",Yes,,Short rainy season (Oct-Dec previous year),Mild effect,Within a month
16046,6,0,Crop disease or pest,No,,,,
16046,6,0,Loss/sickness of a member of your household,No,,,,
16046,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
16046,6,0,Food price increase,Yes,,Long rainy season (Mar-May current year),Moderate effect,Within a month
16046,6,0,Other (specify),No,,,,
16047,6,0,Drought,Yes,,Short rainy season (Oct-Dec previous year),Mild effect,Within a month
16047,6,0,Flood,No,,,,
16047,6,0,"Livestock disease, pest or loss due to raid or predator",Yes,,Short rainy season (Oct-Dec previous year),Mild effect,Within the same season (In a few months)
16047,6,0,Crop disease or pest,No,,,,
16047,6,0,Loss/sickness of a member of your household,No,,,,
16047,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
16047,6,0,Food price increase,No,,,,
16047,6,0,Other (specify),No,,,,
16048,6,0,Drought,No,,,,
16048,6,0,Flood,No,,,,
16048,6,0,"Livestock disease, pest or loss due to raid or predator",No,,,,
16048,6,0,Crop disease or pest,Yes,,Short dry season (Jan-Feb current year),Moderate effect,Within a month
16048,6,0,Loss/sickness of a member of your household,No,,,,
16048,6,0,Loss/sickness of someone who is not a member of your household,Yes,,Short dry season (Jan-Feb current year),Mild effect,Within a month
16048,6,0,Food price increase,Yes,,Short rainy season (Oct-Dec previous year),Mild effect,Within the same season (In a few months)
16048,6,0,Other (specify),No,,,,
16049,6,0,Drought,No,,,,
16049,6,0,Flood,No,,,,
16049,6,0,"Livestock disease, pest or loss due to raid or predator",Yes,,Short rainy season (Oct-Dec previous year),Moderate effect,Within the same season (In a few months)
16049,6,0,Crop disease or pest,No,,,,
16049,6,0,Loss/sickness of a member of your household,No,,,,
16049,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
16049,6,0,Food price increase,No,,,,
16049,6,0,Other (specify),No,,,,
16050,6,0,Drought,Yes,,Short rainy season (Oct-Dec previous year),Moderate effect,Within the same season (In a few months)
16050,6,0,Flood,No,,,,
16050,6,0,"Livestock disease, pest or loss due to raid or predator",Yes,,Short rainy season (Oct-Dec previous year),Moderate effect,Within the same season (In a few months)
16050,6,0,Crop disease or pest,No,,,,
16050,6,0,Loss/sickness of a member of your household,No,,,,
16050,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
16050,6,0,Food price increase,No,,,,
16050,6,0,Other (specify),No,,,,
16051,6,0,Drought,Yes,,Short rainy season (Oct-Dec previous year),No effect,
16051,6,0,Flood,No,,,,
16051,6,0,"Livestock disease, pest or loss due to raid or predator",Yes,,Short dry season (Jan-Feb current year),Mild effect,Within two seasons (about half a year)
16051,6,0,Crop disease or pest,No,,,,
16051,6,0,Loss/sickness of a member of your household,No,,,,
16051,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
16051,6,0,Food price increase,Yes,,Short rainy season (Oct-Dec previous year),Moderate effect,About one year
16051,6,0,Other (specify),No,,,,
16052,6,0,Drought,No,,,,
16052,6,0,Flood,No,,,,
16052,6,0,"Livestock disease, pest or loss due to raid or predator",Yes,,Short rainy season (Oct-Dec previous year),Mild effect,Within a month
16052,6,0,Crop disease or pest,No,,,,
