hhid,round,comment,LSID,LSID_other,s14q74,s14q70_r6,s14q70b_r6,s14q74a,s14q66_r6,s14q66a_r6,s14q66b_r6,s14q75,s14q76,s14q77,s14q78,s14q78b
9039,3,0,MFI/FSA,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
9039,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
9039,3,0,Money lenders,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
9039,3,0,Family/friends,,Yes,,,,,,,2,2,"Yes,BUT this source will not give more loan",,
9039,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
9039,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,Yes,,,,,,,3,3,"Yes, BUT fear of not being able to repay especially if unexpected shocks occur",,
9040,3,0,Bank,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
9040,3,0,MFI/FSA,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
9040,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
9040,3,0,Money lenders,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
9040,3,0,Family/friends,,No,,,,,,,,,,We don't need any loan,
9040,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,We don't need any loan,
9040,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,We don't need any loan,
9041,3,0,Bank,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
9041,3,0,MFI/FSA,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
9041,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
9041,3,0,Money lenders,,No,,,,,,,,,,Interest rate and fee are too high,
9041,3,0,Family/friends,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
9041,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
9041,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,Yes,,,,,,,3,2,"Yes, BUT fear of not being able to repay especially if unexpected shocks occur",,
9042,3,0,Bank,,No,,,,,,,,,,"Transaction costs are too high (e.g., credit institutions are too far, too much paperwork, etc.)",
9042,3,0,MFI/FSA,,No,,,,,,,,,,"Transaction costs are too high (e.g., credit institutions are too far, too much paperwork, etc.)",
9042,3,0,SACCO/Cooperatives,,No,,,,,,,,,,"Transaction costs are too high (e.g., credit institutions are too far, too much paperwork, etc.)",
9042,3,0,Money lenders,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
9042,3,0,Family/friends,,No,,,,,,,,,,We don't need any loan,
9042,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
9042,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
9043,3,0,Bank,,No,,,,,,,,,,"Transaction costs are too high (e.g., credit institutions are too far, too much paperwork, etc.)",
9043,3,0,MFI/FSA,,No,,,,,,,,,,"Transaction costs are too high (e.g., credit institutions are too far, too much paperwork, etc.)",
9043,3,0,SACCO/Cooperatives,,No,,,,,,,,,,"Transaction costs are too high (e.g., credit institutions are too far, too much paperwork, etc.)",
9043,3,0,Money lenders,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
9043,3,0,Family/friends,,No,,,,,,,,,,We don't need any loan,
9043,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,We don't need any loan,
9043,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,We don't need any loan,
9044,3,0,Bank,,No,,,,,,,,,,Other (specify),He dont know the procures of applying for loan.
9044,3,0,MFI/FSA,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
9044,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
9044,3,0,Money lenders,,No,,,,,,,,,,Other (specify),NO ACCESS.
9044,3,0,Family/friends,,No,,,,,,,,,,Other (specify),NOT CREDIT WORTHY.
9044,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
9044,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,Yes,,,,,,,4,2,"Yes,BUT this source will not give more loan",,
9045,3,0,Bank,,No,,,,,,,,,,Other (specify),NOT AWARE OF BANKS
9045,3,0,MFI/FSA,,No,,,,,,,,,,Other (specify),DONT KNOW OF ANY MFI/FSA
9045,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Other (specify),DONT KNOW OF ANY SACCO.
9045,3,0,Money lenders,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
9045,3,0,Family/friends,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
9045,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
9045,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
9046,3,0,Bank,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
9046,3,0,MFI/FSA,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
9046,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
9046,3,0,Money lenders,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
9046,3,0,Family/friends,,No,,,,,,,,,,We don't need any loan,
9046,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,We don't need any loan,
9046,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,Yes,,,,,,,4,2,No. We don't need any (more) loan,,
9047,3,0,Bank,,No,,,,,,,,,,Other (specify),dont know any bank.
9047,3,0,MFI/FSA,,No,,,,,,,,,,"Transaction costs are too high (e.g., credit institutions are too far, too much paperwork, etc.)",
9047,3,0,SACCO/Cooperatives,,No,,,,,,,,,,"Transaction costs are too high (e.g., credit institutions are too far, too much paperwork, etc.)",
9047,3,0,Money lenders,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
9047,3,0,Family/friends,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
9047,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
9047,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,Yes,,,,,,,4,2,No. We don't need any (more) loan,,
9047,4,0,Bank,,No,,,,,,,,,,"Transaction costs are too high (e.g., credit institutions are too far, too much paperwork, etc.)",
9047,4,0,MFI/FSA,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
9047,4,0,SACCO/Cooperatives,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
9047,4,0,Money lenders,,No,,,,,,,,,,"Transaction costs are too high (e.g., credit institutions are too far, too much paperwork, etc.)",
9047,4,0,Family/friends,,Yes,,,,,,,2,1,"Yes, BUT fear of not being able to repay especially if unexpected shocks occur",,
9047,4,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Interest rate and fee are too high,
9047,4,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
9048,3,0,Bank,,No,,,,,,,,,,"Transaction costs are too high (e.g., credit institutions are too far, too much paperwork, etc.)",
9048,3,0,MFI/FSA,,No,,,,,,,,,,"Transaction costs are too high (e.g., credit institutions are too far, too much paperwork, etc.)",
9048,3,0,SACCO/Cooperatives,,No,,,,,,,,,,"Transaction costs are too high (e.g., credit institutions are too far, too much paperwork, etc.)",
9048,3,0,Money lenders,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
9048,3,0,Family/friends,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
9048,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
9048,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
9049,3,0,Bank,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
9049,3,0,MFI/FSA,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
9049,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
9049,3,0,Money lenders,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
9049,3,0,Family/friends,,No,,,,,,,,,,We don't need any loan,
9049,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,We don't need any loan,
9049,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,Yes,,,,,,,4,3,"Yes,BUT this source will not give more loan",,
9050,3,0,Bank,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
9050,3,0,MFI/FSA,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
9050,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
9050,3,0,Money lenders,,No,,,,,,,,,,Interest rate and fee are too high,
9050,3,0,Family/friends,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
9050,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
9050,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,Yes,,,,,,,3,2,"Yes, BUT fear of not being able to repay especially if unexpected shocks occur",,
9051,3,0,Bank,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
9051,3,0,MFI/FSA,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
9051,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
9051,3,0,Money lenders,,No,,,,,,,,,,Interest rate and fee are too high,
9051,3,0,Family/friends,,No,,,,,,,,,,We don't need any loan,
9051,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,We don't need any loan,
9051,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,Yes,,,,,,,3,2,No. We don't need any (more) loan,,
9052,3,0,Bank,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
9052,3,0,MFI/FSA,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
9052,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
9052,3,0,Money lenders,,No,,,,,,,,,,Interest rate and fee are too high,
9052,3,0,Family/friends,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
9052,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
9052,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,Yes,,,,,,,4,2,"Yes,BUT transaction costs are too high (e.g., credit institutions are too far, too much paperwork, etc.)",,
9053,3,0,Bank,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
9053,3,0,MFI/FSA,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
9053,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
9053,3,0,Money lenders,,No,,,,,,,,,,Interest rate and fee are too high,
9053,3,0,Family/friends,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
9053,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
9053,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,Yes,,,,,,,2,1,"Yes, BUT fear of not being able to repay especially if unexpected shocks occur",,
9054,3,0,Bank,,No,,,,,,,,,,"Transaction costs are too high (e.g., credit institutions are too far, too much paperwork, etc.)",
9054,3,0,MFI/FSA,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
9054,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
9054,3,0,Money lenders,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
9054,3,0,Family/friends,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
9054,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,.b,
9054,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
9055,3,0,Bank,,Yes,,,,,,,1,0,"Yes,BUT this source will not give more loan",,
9055,3,0,MFI/FSA,,No,,,,,,,,,,We don't need any loan,
9055,3,0,SACCO/Cooperatives,,No,,,,,,,,,,We don't need any loan,
9055,3,0,Money lenders,,No,,,,,,,,,,We don't need any loan,
9055,3,0,Family/friends,,No,,,,,,,,,,We don't need any loan,
9055,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,We don't need any loan,
9055,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,We don't need any loan,
9056,3,0,Bank,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
9056,3,0,MFI/FSA,,No,,,,,,,,,,Interest rate and fee are too high,
9056,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
9056,3,0,Money lenders,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
9056,3,0,Family/friends,,No,,,,,,,,,,We don't need any loan,
9056,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,We don't need any loan,
9056,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,Yes,,,,,,,2,2,No. We don't need any (more) loan,,
9057,3,0,Bank,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
9057,3,0,MFI/FSA,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
9057,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
9057,3,0,Money lenders,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
9057,3,0,Family/friends,,No,,,,,,,,,,Interest rate and fee are too high,
9057,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
9057,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,Yes,,,,,,,3,1,"Yes, BUT fear of not being able to repay especially if unexpected shocks occur",,
9058,3,0,Bank,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
9058,3,0,MFI/FSA,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
9058,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
9058,3,0,Money lenders,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
9058,3,0,Family/friends,,Yes,,,,,,,2,2,"Yes, BUT fear of not being able to repay especially if unexpected shocks occur",,
9058,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
9058,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,Yes,,,,,,,4,2,No. We don't need any (more) loan,,
9059,3,0,Bank,,No,,,,,,,,,,"Transaction costs are too high (e.g., credit institutions are too far, too much paperwork, etc.)",
9059,3,0,MFI/FSA,,No,,,,,,,,,,"Transaction costs are too high (e.g., credit institutions are too far, too much paperwork, etc.)",
9059,3,0,SACCO/Cooperatives,,No,,,,,,,,,,"Transaction costs are too high (e.g., credit institutions are too far, too much paperwork, etc.)",
9059,3,0,Money lenders,,No,,,,,,,,,,"Transaction costs are too high (e.g., credit institutions are too far, too much paperwork, etc.)",
9059,3,0,Family/friends,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
9059,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
9059,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,We don't need any loan,
9060,3,0,Bank,,No,,,,,,,,,,"Transaction costs are too high (e.g., credit institutions are too far, too much paperwork, etc.)",
9060,3,0,MFI/FSA,,No,,,,,,,,,,"Transaction costs are too high (e.g., credit institutions are too far, too much paperwork, etc.)",
9060,3,0,SACCO/Cooperatives,,No,,,,,,,,,,"Transaction costs are too high (e.g., credit institutions are too far, too much paperwork, etc.)",
9060,3,0,Money lenders,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
9060,3,0,Family/friends,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
9060,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
9060,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,We don't need any loan,
9061,3,0,Bank,,No,,,,,,,,,,"Transaction costs are too high (e.g., credit institutions are too far, too much paperwork, etc.)",
9061,3,0,MFI/FSA,,No,,,,,,,,,,"Transaction costs are too high (e.g., credit institutions are too far, too much paperwork, etc.)",
9061,3,0,SACCO/Cooperatives,,No,,,,,,,,,,"Transaction costs are too high (e.g., credit institutions are too far, too much paperwork, etc.)",
9061,3,0,Money lenders,,No,,,,,,,,,,We don't need any loan,
9061,3,0,Family/friends,,No,,,,,,,,,,We don't need any loan,
9061,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,We don't need any loan,
9061,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,Yes,,,,,,,4,4,No. We don't need any (more) loan,,
9062,3,0,Bank,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
9062,3,0,MFI/FSA,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
9062,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
9062,3,0,Money lenders,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
9062,3,0,Family/friends,,No,,,,,,,,,,We don't need any loan,
9062,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,We don't need any loan,
9062,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,Yes,,,,,,,3,2,"Yes,BUT this source will not give more loan",,
9063,3,0,Bank,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
9063,3,0,MFI/FSA,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
9063,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Interest rate and fee are too high,
9063,3,0,Money lenders,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
9063,3,0,Family/friends,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
9063,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
9063,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,Yes,,,,,,,5,4,"Yes,BUT this source will not give more loan",,
9064,3,0,Bank,,No,,,,,,,,,,Interest rate and fee are too high,
9064,3,0,MFI/FSA,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
9064,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
9064,3,0,Money lenders,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
9064,3,0,Family/friends,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
9064,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
9064,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,"Transaction costs are too high (e.g., credit institutions are too far, too much paperwork, etc.)",
9065,3,0,Bank,,No,,,,,,,,,,Other (specify),not accessed to any bank.
9065,3,0,MFI/FSA,,No,,,,,,,,,,Other (specify),not aware of any MFI/FSA.
9065,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
9065,3,0,Money lenders,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
9065,3,0,Family/friends,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
9065,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,"Transaction costs are too high (e.g., credit institutions are too far, too much paperwork, etc.)",
9065,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
9065,4,0,Bank,,No,,,,,,,,,,Interest rate and fee are too high,
9065,4,0,MFI/FSA,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
9065,4,0,SACCO/Cooperatives,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
9065,4,0,Money lenders,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
9065,4,0,Family/friends,,Yes,,,,,,,1,1,"Yes, BUT fear of not being able to repay especially if unexpected shocks occur",,
9065,4,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
9065,4,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
9066,3,0,Bank,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
9066,3,0,MFI/FSA,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
9066,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
9066,3,0,Money lenders,,No,,,,,,,,,,"Transaction costs are too high (e.g., credit institutions are too far, too much paperwork, etc.)",
9066,3,0,Family/friends,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
9066,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
9066,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,Yes,,,,,,,5,4,"Yes,BUT this source will not give more loan",,
9067,3,0,Bank,,No,,,,,,,,,,We don't need any loan,
9067,3,0,MFI/FSA,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
9067,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
9067,3,0,Money lenders,,No,,,,,,,,,,"Transaction costs are too high (e.g., credit institutions are too far, too much paperwork, etc.)",
9067,3,0,Family/friends,,No,,,,,,,,,,We don't need any loan,
9067,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
9067,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
9068,3,0,Bank,,No,,,,,,,,,,We don't need any loan,
9068,3,0,MFI/FSA,,No,,,,,,,,,,We don't need any loan,
9068,3,0,SACCO/Cooperatives,,No,,,,,,,,,,We don't need any loan,
9068,3,0,Money lenders,,No,,,,,,,,,,We don't need any loan,
9068,3,0,Family/friends,,No,,,,,,,,,,We don't need any loan,
9068,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,We don't need any loan,
9068,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,We don't need any loan,
9069,3,0,Bank,,No,,,,,,,,,,Other (specify),DONT KNOW ANY BANK.
9069,3,0,MFI/FSA,,No,,,,,,,,,,Other (specify),DONT KNOW ANY BANK.
9069,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
9069,3,0,Money lenders,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
9069,3,0,Family/friends,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
9069,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
9069,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,We don't need any loan,
9070,3,0,Bank,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
9070,3,0,MFI/FSA,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
9070,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
9070,3,0,Money lenders,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
9070,3,0,Family/friends,,Yes,,,,,,,2,2,"Yes,BUT interest rate and fee are too high",,
9070,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
9070,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
9071,3,0,Bank,,No,,,,,,,,,,We don't need any loan,
9071,3,0,MFI/FSA,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
9071,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
9071,3,0,Money lenders,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
9071,3,0,Family/friends,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
9071,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
9071,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
9072,3,0,Bank,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
9072,3,0,MFI/FSA,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
9072,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
9072,3,0,Money lenders,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
9072,3,0,Family/friends,,No,,,,,,,,,,We don't need any loan,
9072,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,We don't need any loan,
9072,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,Yes,,,,,,,4,3,"Yes,BUT this source will not give more loan",,
9073,3,0,Bank,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
9073,3,0,MFI/FSA,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
9073,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
9073,3,0,Money lenders,,No,,,,,,,,,,Interest rate and fee are too high,
9073,3,0,Family/friends,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
9073,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
9073,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,Yes,,,,,,,3,2,"Yes, BUT fear of not being able to repay especially if unexpected shocks occur",,
9074,3,0,Bank,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
9074,3,0,MFI/FSA,,No,,,,,,,,,,Interest rate and fee are too high,
9074,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
9074,3,0,Money lenders,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
9074,3,0,Family/friends,,No,,,,,,,,,,"Transaction costs are too high (e.g., credit institutions are too far, too much paperwork, etc.)",
9074,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
9074,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,Yes,,,,,,,3,2,"Yes, BUT fear of not being able to repay especially if unexpected shocks occur",,
9074,5,0,Bank,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
